Year,GeoAreaName,Age,Sex,Value
2009,Belarus,ALLAGE,BOTHSEX,0.3
2010,Belarus,ALLAGE,BOTHSEX,0.14
2011,Belarus,ALLAGE,BOTHSEX,0.08
2014,Belarus,ALLAGE,BOTHSEX,0.05
2015,Belarus,18+,FEMALE,0.37
2016,Belarus,18+,FEMALE,0.4
2016,Belarus,ALLAGE,BOTHSEX,0.21
2018,Belarus,18+,BOTHSEX,0.13
2018,Belarus,ALLAGE,BOTHSEX,0.1
2018,Belarus,<18Y,FEMALE,0.53
2018,Belarus,18+,FEMALE,0.12
2016,Croatia,18+,MALE,0.36
2016,Croatia,ALLAGE,BOTHSEX,0.14
2017,Croatia,ALLAGE,BOTHSEX,0.33
2017,Croatia,18+,MALE,0.3
2017,Croatia,18+,FEMALE,0.5
2008,Cyprus,ALLAGE,BOTHSEX,0.55
2009,Cyprus,ALLAGE,BOTHSEX,8.1
2014,Cyprus,ALLAGE,BOTHSEX,0.59
2014,Cyprus,18+,FEMALE,1.48
2015,Cyprus,ALLAGE,BOTHSEX,1.68
2018,Netherlands,18+,MALE,0.42
2018,Netherlands,18+,BOTHSEX,0.82
2018,Netherlands,ALLAGE,BOTHSEX,0.66
2018,Netherlands,18+,FEMALE,1.15
2019,Netherlands,ALLAGE,BOTHSEX,1.21
2007,Norway,ALLAGE,BOTHSEX,0.68
2008,Norway,ALLAGE,BOTHSEX,1.49
2009,Norway,ALLAGE,BOTHSEX,1.66
2010,Norway,ALLAGE,BOTHSEX,2.15
2011,Norway,ALLAGE,BOTHSEX,0.91
2012,Norway,ALLAGE,BOTHSEX,0.94
2013,Norway,ALLAGE,BOTHSEX,0.81
2014,Norway,18+,FEMALE,2.49
2014,Norway,18+,MALE,2.49
2014,Norway,ALLAGE,BOTHSEX,2
2014,Norway,<18Y,FEMALE,3.1
2015,Norway,<18Y,MALE,0.87
2015,Norway,<18Y,FEMALE,2.37
2015,Norway,18+,MALE,1.28
2015,Norway,ALLAGE,BOTHSEX,1.66
2015,Norway,18+,FEMALE,2.07
2016,Norway,18+,FEMALE,1.85
2016,Norway,ALLAGE,BOTHSEX,1.13
2016,Norway,18+,MALE,0.63
2016,Norway,<18Y,FEMALE,0.91
2019,Norway,ALLAGE,BOTHSEX,1.5
2020,Norway,ALLAGE,BOTHSEX,1.78
2014,Poland,ALLAGE,BOTHSEX,0.13
2014,Poland,18+,MALE,0.21
2014,Poland,18+,FEMALE,0.07
2015,Poland,18+,FEMALE,0.07
2015,Poland,ALLAGE,BOTHSEX,0.1
2016,Poland,18+,FEMALE,0.27
2015,Cyprus,18+,FEMALE,2.92
2015,Cyprus,18+,MALE,1.26
2017,Cyprus,18+,FEMALE,1.02
2017,Cyprus,ALLAGE,BOTHSEX,0.41
2020,Cyprus,18+,FEMALE,2.39
2020,Cyprus,ALLAGE,BOTHSEX,1.05
2008,Czechia,ALLAGE,BOTHSEX,0.14
2009,Czechia,ALLAGE,BOTHSEX,0.08
2010,Czechia,ALLAGE,BOTHSEX,0.35
2011,Czechia,ALLAGE,BOTHSEX,0.3
2013,Czechia,ALLAGE,BOTHSEX,0.08
2015,Czechia,ALLAGE,BOTHSEX,0.16
2016,Czechia,ALLAGE,BOTHSEX,0.09
2017,Czechia,18+,FEMALE,0.27
2017,Czechia,ALLAGE,BOTHSEX,0.16
2017,Czechia,18+,BOTHSEX,0.2
2017,Czechia,18+,MALE,0.12
2018,Czechia,18+,BOTHSEX,0.17
2018,Czechia,ALLAGE,BOTHSEX,0.05
2019,Czechia,ALLAGE,BOTHSEX,0.05
2019,Czechia,18+,BOTHSEX,0.14
2020,Czechia,18+,FEMALE,0.11
2020,Czechia,18+,BOTHSEX,0.13
2020,Czechia,ALLAGE,BOTHSEX,0.1
2020,Czechia,18+,MALE,0.12
2012,Denmark,ALLAGE,BOTHSEX,0.29
2013,Denmark,ALLAGE,BOTHSEX,0.2
2018,Denmark,18+,FEMALE,1.88
2018,Denmark,ALLAGE,BOTHSEX,0.8
2018,Denmark,18+,BOTHSEX,0.98
2019,Denmark,18+,FEMALE,1.87
2019,Denmark,ALLAGE,BOTHSEX,0.79
2019,Denmark,18+,BOTHSEX,0.34
2020,Denmark,18+,BOTHSEX,0.17
2020,Denmark,ALLAGE,BOTHSEX,0.15
2020,Denmark,18+,FEMALE,0.25
2012,Estonia,ALLAGE,BOTHSEX,1.06
2013,Estonia,ALLAGE,BOTHSEX,1.06
2008,Finland,ALLAGE,BOTHSEX,0.17
2009,Finland,ALLAGE,BOTHSEX,0.22
2010,Finland,ALLAGE,BOTHSEX,0.41
2011,Finland,ALLAGE,BOTHSEX,0.59
2012,Finland,ALLAGE,BOTHSEX,0.65
2013,Finland,ALLAGE,BOTHSEX,0.33
2014,Finland,18+,FEMALE,0.27
2014,Finland,ALLAGE,BOTHSEX,0.2
2015,Finland,18+,MALE,0.56
2015,Finland,18+,FEMALE,0.66
2015,Finland,ALLAGE,BOTHSEX,0.49
2016,Poland,18+,MALE,0.44
2016,Poland,ALLAGE,BOTHSEX,0.32
2017,Poland,ALLAGE,BOTHSEX,0.37
2017,Poland,18+,BOTHSEX,0.15
2017,Poland,18+,FEMALE,0.25
2018,Poland,18+,MALE,0.03
2018,Poland,ALLAGE,BOTHSEX,0.37
2018,Poland,18+,BOTHSEX,0.06
2018,Poland,18+,FEMALE,0.08
2019,Poland,18+,FEMALE,0.03
2019,Poland,18+,BOTHSEX,0.02
2019,Poland,ALLAGE,BOTHSEX,0.02
2020,Poland,18+,BOTHSEX,0.03
2020,Poland,18+,FEMALE,0.04
2020,Poland,ALLAGE,BOTHSEX,0.02
2021,Poland,ALLAGE,BOTHSEX,0.01
2008,Portugal,ALLAGE,BOTHSEX,0.18
2010,Portugal,ALLAGE,BOTHSEX,0.08
2011,Portugal,ALLAGE,BOTHSEX,0.26
2012,Portugal,ALLAGE,BOTHSEX,0.06
2020,Uzbekistan,18+,FEMALE,0.11
2020,Uzbekistan,ALLAGE,BOTHSEX,0.04
2013,Portugal,ALLAGE,BOTHSEX,1.1
2014,Portugal,ALLAGE,BOTHSEX,0.32
2014,Portugal,18+,FEMALE,0.48
2014,Portugal,18+,MALE,0.2
2015,Portugal,18+,MALE,0.2
2015,Portugal,ALLAGE,BOTHSEX,0.26
2015,Portugal,18+,FEMALE,0.59
2016,Portugal,18+,FEMALE,2.26
2016,Portugal,18+,MALE,0.38
2016,Portugal,ALLAGE,BOTHSEX,1.19
2017,Portugal,18+,BOTHSEX,0.57
2017,Portugal,ALLAGE,BOTHSEX,0.26
2017,Portugal,18+,FEMALE,0.5
2016,Finland,18+,MALE,1.2
2016,Finland,18+,FEMALE,1.15
2016,Finland,ALLAGE,BOTHSEX,1.11
2016,Finland,<18Y,FEMALE,1.72
2017,Finland,18+,FEMALE,0.53
2017,Finland,<18Y,BOTHSEX,0.75
2018,Portugal,ALLAGE,BOTHSEX,0.49
2018,Portugal,18+,FEMALE,0.83
2018,Portugal,18+,MALE,0.28
2019,Portugal,18+,FEMALE,0.7
2017,Finland,18+,MALE,0.32
2017,Finland,18+,BOTHSEX,1.22
2017,Finland,ALLAGE,BOTHSEX,1.05
2018,Finland,ALLAGE,BOTHSEX,1.14
2018,Finland,18+,BOTHSEX,1.32
2019,Finland,18+,BOTHSEX,1.59
2019,Portugal,18+,MALE,0.38
2019,Portugal,ALLAGE,BOTHSEX,0.48
2020,Portugal,18+,FEMALE,0.17
2020,Portugal,ALLAGE,BOTHSEX,0.08
2019,Finland,<18Y,BOTHSEX,0.47
2019,Finland,ALLAGE,BOTHSEX,1.38
2020,Finland,<18Y,BOTHSEX,0.57
2020,Finland,ALLAGE,BOTHSEX,2.21
2020,Finland,18+,BOTHSEX,2.59
2020,Finland,18+,MALE,1.23
2020,Finland,<18Y,FEMALE,1.17
2005,Romania,ALLAGE,BOTHSEX,1.01
2006,Romania,ALLAGE,BOTHSEX,1.02
2007,Romania,ALLAGE,BOTHSEX,4.23
2008,Romania,ALLAGE,BOTHSEX,3.48
2009,Romania,ALLAGE,BOTHSEX,1.53
2010,Romania,ALLAGE,BOTHSEX,2.47
2011,Romania,ALLAGE,BOTHSEX,2.02
2012,Romania,ALLAGE,BOTHSEX,2.04
2020,Finland,18+,FEMALE,3.89
2021,Finland,ALLAGE,BOTHSEX,1.9
2008,France,ALLAGE,BOTHSEX,0.13
2015,France,ALLAGE,BOTHSEX,0.07
2016,France,ALLAGE,BOTHSEX,0.1
2018,France,ALLAGE,BOTHSEX,0.12
2018,France,<18Y,MALE,0.48
2013,Romania,ALLAGE,BOTHSEX,1.87
2014,Romania,ALLAGE,BOTHSEX,0.94
2015,Romania,ALLAGE,BOTHSEX,0.9
2016,Romania,ALLAGE,BOTHSEX,0.67
2017,Romania,<18Y,BOTHSEX,0.69
2017,Romania,18+,FEMALE,0.53
2017,Romania,<18Y,FEMALE,0.98
2017,Romania,18+,MALE,0.12
2018,France,<18Y,FEMALE,0.43
2018,France,18+,FEMALE,0.04
2018,France,18+,MALE,0.03
2019,France,<18Y,MALE,0.41
2019,France,18+,MALE,0.06
2019,France,ALLAGE,BOTHSEX,0.11
2019,France,18+,FEMALE,0.02
2019,France,<18Y,FEMALE,0.34
2017,Romania,<18Y,MALE,0.42
2017,Romania,ALLAGE,BOTHSEX,0.4
2017,Romania,18+,BOTHSEX,0.33
2018,Romania,<18Y,BOTHSEX,0.24
2018,Romania,18+,FEMALE,1.03
2018,Romania,ALLAGE,BOTHSEX,0.51
2018,Romania,18+,BOTHSEX,0.57
2018,Romania,18+,MALE,0.08
2018,Romania,<18Y,FEMALE,0.38
2015,Georgia,18+,FEMALE,0.32
2015,Georgia,ALLAGE,BOTHSEX,0.21
2019,Romania,18+,BOTHSEX,0.53
2019,Romania,ALLAGE,BOTHSEX,0.59
2019,Romania,<18Y,BOTHSEX,0.83
2019,Romania,18+,FEMALE,0.89
2019,Romania,<18Y,FEMALE,1.37
2019,Romania,18+,MALE,0.15
2019,Romania,<18Y,MALE,0.31
2020,Romania,<18Y,FEMALE,0.55
2020,Romania,18+,MALE,0.24
2020,Romania,18+,BOTHSEX,0.53
2020,Romania,<18Y,BOTHSEX,0.35
2020,Romania,18+,FEMALE,0.79
2020,Romania,ALLAGE,BOTHSEX,0.49
2021,Romania,ALLAGE,BOTHSEX,0.26
2009,Serbia,ALLAGE,BOTHSEX,0.12
2008,Germany,ALLAGE,BOTHSEX,0.02
2009,Germany,ALLAGE,BOTHSEX,0.03
2011,Germany,ALLAGE,BOTHSEX,0.04
2012,Serbia,ALLAGE,BOTHSEX,0.17
2014,Serbia,ALLAGE,BOTHSEX,0.46
2014,Serbia,18+,FEMALE,1.06
2015,Serbia,18+,FEMALE,0.24
2015,Serbia,ALLAGE,BOTHSEX,0.11
2012,Germany,ALLAGE,BOTHSEX,0.02
2013,Germany,ALLAGE,BOTHSEX,0.07
2014,Germany,ALLAGE,BOTHSEX,0.03
2014,Germany,18+,FEMALE,0.06
2015,Germany,18+,FEMALE,0.13
2019,Serbia,ALLAGE,BOTHSEX,0.19
2019,Serbia,18+,FEMALE,0.31
2019,Serbia,18+,BOTHSEX,0.16
2020,Serbia,18+,BOTHSEX,0.13
2020,Serbia,18+,MALE,0.28
2020,Serbia,ALLAGE,BOTHSEX,0.15
2015,Germany,ALLAGE,BOTHSEX,0.07
2015,Germany,18+,MALE,0.02
2016,Germany,18+,MALE,0.04
2016,Germany,ALLAGE,BOTHSEX,0.06
2016,Germany,18+,FEMALE,0.1
2017,Germany,18+,BOTHSEX,0.18
2017,Germany,18+,FEMALE,0.3
2017,Germany,ALLAGE,BOTHSEX,0.15
2017,Germany,18+,MALE,0.06
2018,Germany,18+,FEMALE,0.14
2018,Germany,ALLAGE,BOTHSEX,0.07
2018,Germany,18+,MALE,0.02
2018,Germany,18+,BOTHSEX,0.08
2009,Slovakia,ALLAGE,BOTHSEX,0.13
2010,Slovakia,ALLAGE,BOTHSEX,0.2
2011,Slovakia,ALLAGE,BOTHSEX,0.22
2013,Slovakia,ALLAGE,BOTHSEX,0.18
2014,Slovakia,18+,FEMALE,0.39
2014,Slovakia,ALLAGE,BOTHSEX,0.24
2019,Germany,18+,MALE,0.06
2019,Germany,ALLAGE,BOTHSEX,0.05
2019,Germany,18+,FEMALE,0.07
2019,Germany,18+,BOTHSEX,0.06
2020,Germany,18+,FEMALE,0.14
2020,Germany,ALLAGE,BOTHSEX,0.09
2020,Germany,18+,BOTHSEX,0.09
2015,Slovakia,ALLAGE,BOTHSEX,0.31
2015,Slovakia,18+,FEMALE,0.61
2016,Slovakia,ALLAGE,BOTHSEX,0.37
2016,Slovakia,18+,FEMALE,0.7
2020,Germany,18+,MALE,0.05
2007,Greece,ALLAGE,BOTHSEX,0.1
2009,Greece,ALLAGE,BOTHSEX,0.13
2017,Slovakia,ALLAGE,BOTHSEX,0.4
2017,Slovakia,18+,BOTHSEX,0.47
2017,Slovakia,18+,FEMALE,0.74
2015,Greece,ALLAGE,BOTHSEX,0.1
2015,Greece,18+,FEMALE,0.24
2016,Greece,ALLAGE,BOTHSEX,0.08
2018,Slovakia,ALLAGE,BOTHSEX,0.11
2019,Greece,18+,FEMALE,0.16
2019,Greece,18+,BOTHSEX,0.22
2019,Greece,18+,MALE,0.33
2019,Greece,ALLAGE,BOTHSEX,0.24
2020,Greece,18+,FEMALE,0.27
2018,Slovakia,18+,BOTHSEX,0.14
2018,Slovakia,18+,FEMALE,0.26
2019,Slovakia,18+,BOTHSEX,0.77
2019,Slovakia,<18Y,FEMALE,1.21
2019,Slovakia,18+,FEMALE,1.22
2020,Greece,18+,BOTHSEX,0.24
2020,Greece,ALLAGE,BOTHSEX,0.21
2020,Greece,18+,MALE,0.21
2019,Slovakia,ALLAGE,BOTHSEX,0.62
2020,Slovakia,ALLAGE,BOTHSEX,0.46
2021,Greece,ALLAGE,BOTHSEX,0.55
2010,Hungary,ALLAGE,BOTHSEX,0.12
2011,Hungary,ALLAGE,BOTHSEX,0.06
2014,Hungary,18+,FEMALE,0.32
2020,Slovakia,18+,BOTHSEX,0.56
2020,Slovakia,18+,FEMALE,0.92
2014,Hungary,ALLAGE,BOTHSEX,0.16
2015,Hungary,<18Y,FEMALE,0.72
2015,Hungary,ALLAGE,BOTHSEX,0.25
2015,Hungary,18+,FEMALE,0.35
2016,Hungary,ALLAGE,BOTHSEX,0.1
2016,Hungary,18+,FEMALE,0.14
2017,Hungary,ALLAGE,BOTHSEX,0.1
2017,Hungary,18+,FEMALE,0.12
2018,Hungary,18+,BOTHSEX,0.06
2019,Hungary,18+,BOTHSEX,0.07
2019,Hungary,ALLAGE,BOTHSEX,0.06
2019,Hungary,18+,FEMALE,0.14
2020,Hungary,18+,BOTHSEX,0.09
2020,Hungary,ALLAGE,BOTHSEX,0.33
2020,Hungary,18+,MALE,0.18
2020,Hungary,18+,FEMALE,0.59
2008,Spain,ALLAGE,BOTHSEX,0.16
2009,Spain,ALLAGE,BOTHSEX,0.18
2013,Spain,ALLAGE,BOTHSEX,0.11
2015,Spain,ALLAGE,BOTHSEX,0.29
2015,Spain,18+,MALE,0.18
2015,Spain,18+,FEMALE,0.49
2020,Iceland,ALLAGE,BOTHSEX,2.18
2010,Ireland,ALLAGE,BOTHSEX,0.42
2011,Ireland,ALLAGE,BOTHSEX,0.29
2012,Ireland,ALLAGE,BOTHSEX,0.13
2013,Ireland,ALLAGE,BOTHSEX,0.17
2016,Spain,ALLAGE,BOTHSEX,0.05
2016,Spain,18+,FEMALE,0.1
2016,Spain,18+,MALE,0.03
2017,Spain,ALLAGE,BOTHSEX,0.12
2017,Spain,18+,FEMALE,0.23
2017,Spain,18+,BOTHSEX,0.14
2017,Spain,18+,MALE,0.04
2018,Spain,ALLAGE,BOTHSEX,0.2
2018,Spain,18+,BOTHSEX,0.23
2018,Spain,18+,MALE,0.09
2018,Spain,18+,FEMALE,0.37
2019,Spain,18+,BOTHSEX,0.46
2019,Spain,18+,FEMALE,0.52
2019,Spain,18+,MALE,0.39
2019,Spain,<18Y,BOTHSEX,0.18
2019,Spain,ALLAGE,BOTHSEX,0.41
2019,Spain,<18Y,MALE,0.21
2014,Ireland,ALLAGE,BOTHSEX,0.15
2015,Ireland,ALLAGE,BOTHSEX,0.49
2015,Ireland,18+,FEMALE,0.84
2015,Ireland,18+,MALE,0.35
2019,Spain,<18Y,FEMALE,0.15
2020,Spain,18+,FEMALE,0.16
2020,Spain,ALLAGE,BOTHSEX,0.21
2020,Spain,18+,MALE,0.34
2020,Spain,18+,BOTHSEX,0.25
2021,Spain,ALLAGE,BOTHSEX,0.11
2012,Sweden,ALLAGE,BOTHSEX,0.13
2017,Sweden,ALLAGE,BOTHSEX,0.39
2009,Switzerland,ALLAGE,BOTHSEX,0.17
2019,Switzerland,18+,MALE,0.23
2016,Ireland,18+,MALE,0.35
2016,Ireland,18+,FEMALE,1.77
2016,Ireland,ALLAGE,BOTHSEX,0.81
2017,Ireland,18+,FEMALE,1.31
2017,Ireland,18+,MALE,0.57
2017,Ireland,ALLAGE,BOTHSEX,0.73
