Year,GeoAreaName,Education level,Location,Quantile,Sex,Value
2014,Romania,PRIMAR,URBAN,_T,BOTHSEX,99
2014,Romania,PRIMAR,URBAN,_T,MALE,99
2014,Romania,PRIMAR,RURAL,_T,FEMALE,98
2014,Romania,PRIMAR,RURAL,_T,MALE,100
2014,Romania,UPPSEC,RURAL,_T,BOTHSEX,67
2014,Romania,UPPSEC,ALLAREA,_T,MALE,80
2014,Romania,UPPSEC,RURAL,_T,FEMALE,67
2014,Romania,UPPSEC,URBAN,_T,FEMALE,92
2014,Romania,UPPSEC,RURAL,_T,MALE,67
2014,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,81
2015,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,80
2015,Romania,UPPSEC,RURAL,_T,MALE,72
2015,Romania,UPPSEC,URBAN,_T,FEMALE,88
2015,Romania,PRIMAR,ALLAREA,_T,BOTHSEX,99
2015,Romania,PRIMAR,URBAN,_T,FEMALE,98
2015,Romania,PRIMAR,RURAL,_T,BOTHSEX,99
2015,Romania,PRIMAR,RURAL,_T,MALE,99
2015,Romania,PRIMAR,RURAL,_T,FEMALE,99
2015,Romania,PRIMAR,URBAN,_T,MALE,100
2015,Romania,PRIMAR,URBAN,_T,BOTHSEX,99
2015,Romania,LOWSEC,ALLAREA,_T,FEMALE,96
2015,Romania,LOWSEC,URBAN,_T,MALE,97
2015,Romania,LOWSEC,ALLAREA,_T,MALE,97
2015,Romania,UPPSEC,RURAL,_T,FEMALE,71
2015,Romania,UPPSEC,ALLAREA,_T,MALE,80
2015,Romania,UPPSEC,RURAL,_T,BOTHSEX,72
2015,Romania,UPPSEC,ALLAREA,_T,FEMALE,81
2015,Romania,UPPSEC,URBAN,_T,BOTHSEX,87
2015,Romania,UPPSEC,URBAN,_T,MALE,86
2015,Romania,PRIMAR,ALLAREA,_T,FEMALE,98
2015,Romania,LOWSEC,URBAN,_T,FEMALE,98
2015,Romania,LOWSEC,URBAN,_T,BOTHSEX,97
2015,Romania,PRIMAR,ALLAREA,_T,MALE,99
2015,Romania,LOWSEC,RURAL,_T,BOTHSEX,95
2015,Romania,LOWSEC,RURAL,_T,FEMALE,94
2015,Romania,LOWSEC,RURAL,_T,MALE,96
2015,Romania,LOWSEC,ALLAREA,_T,BOTHSEX,96
2016,Romania,LOWSEC,URBAN,_T,MALE,97
2016,Romania,LOWSEC,ALLAREA,_T,FEMALE,96
2016,Romania,PRIMAR,URBAN,_T,BOTHSEX,99
2016,Romania,PRIMAR,URBAN,_T,MALE,100
2016,Romania,PRIMAR,RURAL,_T,FEMALE,99
2016,Romania,PRIMAR,RURAL,_T,MALE,98
2016,Romania,PRIMAR,RURAL,_T,BOTHSEX,99
2016,Romania,UPPSEC,URBAN,_T,FEMALE,87
2016,Romania,UPPSEC,RURAL,_T,MALE,75
2016,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,81
2016,Romania,LOWSEC,ALLAREA,_T,MALE,97
2016,Romania,LOWSEC,ALLAREA,_T,BOTHSEX,96
2016,Romania,LOWSEC,RURAL,_T,MALE,96
2016,Romania,LOWSEC,RURAL,_T,FEMALE,94
2016,Romania,LOWSEC,RURAL,_T,BOTHSEX,95
2016,Romania,PRIMAR,ALLAREA,_T,MALE,99
2016,Romania,LOWSEC,URBAN,_T,BOTHSEX,98
2016,Romania,LOWSEC,URBAN,_T,FEMALE,98
2016,Romania,PRIMAR,URBAN,_T,FEMALE,98
2016,Romania,PRIMAR,ALLAREA,_T,BOTHSEX,99
2016,Romania,PRIMAR,ALLAREA,_T,FEMALE,99
2016,Romania,UPPSEC,URBAN,_T,MALE,90
2016,Romania,UPPSEC,URBAN,_T,BOTHSEX,88
2016,Romania,UPPSEC,ALLAREA,_T,FEMALE,80
2016,Romania,UPPSEC,RURAL,_T,BOTHSEX,73
2016,Romania,UPPSEC,ALLAREA,_T,MALE,83
2016,Romania,UPPSEC,RURAL,_T,FEMALE,72
2017,Romania,UPPSEC,ALLAREA,_T,MALE,81
2017,Romania,UPPSEC,RURAL,_T,BOTHSEX,71
2017,Romania,UPPSEC,ALLAREA,_T,FEMALE,81
2017,Romania,UPPSEC,URBAN,_T,BOTHSEX,89
2017,Romania,UPPSEC,URBAN,_T,MALE,91
2017,Romania,PRIMAR,ALLAREA,_T,FEMALE,99
2017,Romania,PRIMAR,ALLAREA,_T,BOTHSEX,99
2017,Romania,PRIMAR,URBAN,_T,FEMALE,99
2017,Romania,PRIMAR,RURAL,_T,BOTHSEX,98
2017,Romania,LOWSEC,URBAN,_T,BOTHSEX,97
2017,Romania,PRIMAR,ALLAREA,_T,MALE,99
2017,Romania,LOWSEC,RURAL,_T,BOTHSEX,95
2017,Romania,LOWSEC,RURAL,_T,FEMALE,94
2017,Romania,LOWSEC,RURAL,_T,MALE,95
2017,Romania,LOWSEC,ALLAREA,_T,BOTHSEX,96
2017,Romania,LOWSEC,ALLAREA,_T,MALE,96
2017,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,81
2017,Romania,UPPSEC,RURAL,_T,MALE,70
2017,Romania,UPPSEC,URBAN,_T,FEMALE,87
2017,Romania,UPPSEC,RURAL,_T,FEMALE,73
2017,Romania,PRIMAR,RURAL,_T,MALE,99
2017,Romania,PRIMAR,RURAL,_T,FEMALE,98
2017,Romania,PRIMAR,URBAN,_T,MALE,98
2017,Romania,PRIMAR,URBAN,_T,BOTHSEX,99
2017,Romania,LOWSEC,ALLAREA,_T,FEMALE,96
2017,Romania,LOWSEC,URBAN,_T,MALE,96
2017,Romania,LOWSEC,URBAN,_T,FEMALE,98
2018,Romania,LOWSEC,RURAL,_T,MALE,95
2018,Romania,LOWSEC,RURAL,_T,FEMALE,95
2018,Romania,LOWSEC,RURAL,_T,BOTHSEX,95
2018,Romania,PRIMAR,ALLAREA,_T,MALE,98
2018,Romania,LOWSEC,URBAN,_T,BOTHSEX,98
2018,Romania,LOWSEC,URBAN,_T,FEMALE,98
2018,Romania,LOWSEC,URBAN,_T,MALE,97
2018,Romania,UPPSEC,URBAN,_T,MALE,91
2018,Romania,UPPSEC,URBAN,_T,BOTHSEX,90
2018,Romania,UPPSEC,ALLAREA,_T,FEMALE,84
2018,Romania,UPPSEC,RURAL,_T,BOTHSEX,74
2018,Romania,UPPSEC,ALLAREA,_T,MALE,83
2018,Romania,UPPSEC,RURAL,_T,FEMALE,75
2018,Romania,UPPSEC,URBAN,_T,FEMALE,90
2018,Romania,LOWSEC,ALLAREA,_T,MALE,96
2018,Romania,LOWSEC,ALLAREA,_T,BOTHSEX,96
2018,Romania,LOWSEC,ALLAREA,_T,FEMALE,97
2018,Romania,PRIMAR,URBAN,_T,BOTHSEX,98
2018,Romania,PRIMAR,URBAN,_T,MALE,97
2018,Romania,PRIMAR,RURAL,_T,FEMALE,99
2018,Romania,PRIMAR,RURAL,_T,MALE,98
2018,Romania,PRIMAR,RURAL,_T,BOTHSEX,99
2018,Romania,PRIMAR,URBAN,_T,FEMALE,100
2018,Romania,PRIMAR,ALLAREA,_T,BOTHSEX,98
2018,Romania,PRIMAR,ALLAREA,_T,FEMALE,99
2018,Romania,UPPSEC,RURAL,_T,MALE,74
2018,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,84
2019,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,85
2019,Romania,UPPSEC,RURAL,_T,MALE,79
2019,Romania,UPPSEC,URBAN,_T,FEMALE,90
2019,Romania,UPPSEC,RURAL,_T,FEMALE,75
2019,Romania,UPPSEC,ALLAREA,_T,MALE,86
2019,Romania,UPPSEC,RURAL,_T,BOTHSEX,77
2019,Romania,UPPSEC,ALLAREA,_T,FEMALE,83
2019,Romania,PRIMAR,RURAL,_T,MALE,98
2019,Romania,PRIMAR,URBAN,_T,MALE,99
2019,Romania,PRIMAR,URBAN,_T,BOTHSEX,99
2019,Romania,LOWSEC,ALLAREA,_T,FEMALE,97
2019,Romania,LOWSEC,URBAN,_T,MALE,98
2019,Romania,LOWSEC,URBAN,_T,FEMALE,97
2019,Romania,LOWSEC,URBAN,_T,BOTHSEX,98
2019,Romania,PRIMAR,ALLAREA,_T,MALE,99
2019,Romania,LOWSEC,RURAL,_T,BOTHSEX,96
2019,Romania,UPPSEC,URBAN,_T,MALE,91
2019,Romania,UPPSEC,URBAN,_T,BOTHSEX,91
2019,Romania,PRIMAR,ALLAREA,_T,FEMALE,100
2019,Romania,PRIMAR,ALLAREA,_T,BOTHSEX,99
2019,Romania,PRIMAR,URBAN,_T,FEMALE,99
2019,Romania,PRIMAR,RURAL,_T,BOTHSEX,99
2019,Romania,PRIMAR,RURAL,_T,FEMALE,100
2019,Romania,LOWSEC,RURAL,_T,FEMALE,96
2019,Romania,LOWSEC,RURAL,_T,MALE,96
2019,Romania,LOWSEC,ALLAREA,_T,BOTHSEX,97
2019,Romania,LOWSEC,ALLAREA,_T,MALE,97
2020,Romania,LOWSEC,ALLAREA,_T,MALE,96
2020,Romania,LOWSEC,ALLAREA,_T,BOTHSEX,96
2020,Romania,LOWSEC,RURAL,_T,MALE,94
2020,Romania,PRIMAR,RURAL,_T,FEMALE,99
2020,Romania,PRIMAR,RURAL,_T,BOTHSEX,99
2020,Romania,PRIMAR,RURAL,_T,MALE,100
2020,Romania,PRIMAR,URBAN,_T,FEMALE,99
2020,Romania,PRIMAR,ALLAREA,_T,BOTHSEX,99
2020,Romania,PRIMAR,ALLAREA,_T,FEMALE,99
2020,Romania,UPPSEC,URBAN,_T,BOTHSEX,91
2020,Romania,LOWSEC,RURAL,_T,FEMALE,96
2020,Romania,LOWSEC,RURAL,_T,BOTHSEX,95
2020,Romania,PRIMAR,ALLAREA,_T,MALE,99
2020,Romania,LOWSEC,URBAN,_T,BOTHSEX,98
2020,Romania,LOWSEC,URBAN,_T,FEMALE,97
2020,Romania,LOWSEC,URBAN,_T,MALE,98
2020,Romania,LOWSEC,ALLAREA,_T,FEMALE,97
2020,Romania,PRIMAR,URBAN,_T,BOTHSEX,98
2020,Romania,PRIMAR,URBAN,_T,MALE,98
2020,Romania,UPPSEC,URBAN,_T,MALE,91
2020,Romania,UPPSEC,ALLAREA,_T,FEMALE,83
2020,Romania,UPPSEC,RURAL,_T,BOTHSEX,76
2020,Romania,UPPSEC,ALLAREA,_T,MALE,86
2020,Romania,UPPSEC,RURAL,_T,FEMALE,73
2020,Romania,UPPSEC,URBAN,_T,FEMALE,91
2020,Romania,UPPSEC,RURAL,_T,MALE,80
2020,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,84
2021,Romania,UPPSEC,ALLAREA,_T,BOTHSEX,84
2021,Romania,UPPSEC,URBAN,_T,BOTHSEX,91
2021,Romania,PRIMAR,ALLAREA,_T,FEMALE,99
2021,Romania,PRIMAR,ALLAREA,_T,BOTHSEX,99
2021,Romania,PRIMAR,URBAN,_T,FEMALE,99
2021,Romania,PRIMAR,RURAL,_T,MALE,100
2021,Romania,PRIMAR,RURAL,_T,BOTHSEX,99
2021,Romania,PRIMAR,RURAL,_T,FEMALE,99
2021,Romania,PRIMAR,URBAN,_T,MALE,99
2021,Romania,PRIMAR,URBAN,_T,BOTHSEX,99
2021,Romania,UPPSEC,RURAL,_T,MALE,75
2021,Romania,UPPSEC,URBAN,_T,FEMALE,91
2021,Romania,UPPSEC,RURAL,_T,FEMALE,75
2021,Romania,UPPSEC,ALLAREA,_T,MALE,84
2021,Romania,UPPSEC,RURAL,_T,BOTHSEX,75
2021,Romania,UPPSEC,ALLAREA,_T,FEMALE,84
2021,Romania,UPPSEC,URBAN,_T,MALE,92
2021,Romania,LOWSEC,ALLAREA,_T,FEMALE,97
2021,Romania,LOWSEC,URBAN,_T,MALE,98
2021,Romania,LOWSEC,URBAN,_T,FEMALE,98
2021,Romania,LOWSEC,URBAN,_T,BOTHSEX,98
2021,Romania,PRIMAR,ALLAREA,_T,MALE,99
2021,Romania,LOWSEC,RURAL,_T,BOTHSEX,94
2021,Romania,LOWSEC,RURAL,_T,FEMALE,96
2021,Romania,LOWSEC,RURAL,_T,MALE,92
2021,Romania,LOWSEC,ALLAREA,_T,BOTHSEX,96
2021,Romania,LOWSEC,ALLAREA,_T,MALE,95
2000,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2000,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2000,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2000,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2000,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2000,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2000,Serbia,UPPSEC,ALLAREA,_T,FEMALE,63
2000,Serbia,UPPSEC,ALLAREA,_T,MALE,53
2000,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,58
2001,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2001,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2001,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2001,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,58
2001,Serbia,UPPSEC,ALLAREA,_T,MALE,53
2001,Serbia,UPPSEC,ALLAREA,_T,FEMALE,63
2001,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2001,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2001,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2002,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2002,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2002,Serbia,UPPSEC,ALLAREA,_T,FEMALE,64
2002,Serbia,UPPSEC,ALLAREA,_T,MALE,54
2002,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,59
2002,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2002,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2002,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2002,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2003,Serbia,UPPSEC,ALLAREA,_T,MALE,55
2003,Serbia,UPPSEC,ALLAREA,_T,FEMALE,65
2003,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2003,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2003,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2003,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2003,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2003,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,60
2003,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2004,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2004,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2004,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2004,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2004,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2004,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2004,Serbia,UPPSEC,ALLAREA,_T,FEMALE,66
2004,Serbia,UPPSEC,ALLAREA,_T,MALE,56
2004,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,61
2005,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,64
2005,Serbia,UPPSEC,ALLAREA,Q1,BOTHSEX,28
2005,Serbia,UPPSEC,ALLAREA,Q2,BOTHSEX,46
2005,Serbia,UPPSEC,ALLAREA,_T,MALE,58
2005,Serbia,UPPSEC,ALLAREA,Q5,BOTHSEX,90
2005,Serbia,UPPSEC,ALLAREA,_T,FEMALE,70
2005,Serbia,UPPSEC,RURAL,_T,BOTHSEX,49
2005,Serbia,UPPSEC,ALLAREA,Q3,BOTHSEX,64
2005,Serbia,UPPSEC,ALLAREA,Q4,BOTHSEX,80
2005,Serbia,UPPSEC,URBAN,_T,BOTHSEX,77
2005,Serbia,PRIMAR,ALLAREA,Q1,BOTHSEX,96
2005,Serbia,LOWSEC,RURAL,_T,BOTHSEX,97
2005,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,97
2005,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2005,Serbia,LOWSEC,URBAN,_T,BOTHSEX,97
2005,Serbia,LOWSEC,ALLAREA,_T,MALE,96
2005,Serbia,LOWSEC,ALLAREA,Q1,BOTHSEX,90
2005,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2005,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,99
2005,Serbia,PRIMAR,URBAN,_T,BOTHSEX,99
2005,Serbia,PRIMAR,ALLAREA,Q3,BOTHSEX,99
2005,Serbia,PRIMAR,ALLAREA,Q2,BOTHSEX,100
2005,Serbia,PRIMAR,ALLAREA,Q4,BOTHSEX,100
2005,Serbia,PRIMAR,RURAL,_T,BOTHSEX,99
2005,Serbia,PRIMAR,ALLAREA,Q5,BOTHSEX,100
2005,Serbia,PRIMAR,ALLAREA,_T,MALE,99
2005,Serbia,LOWSEC,ALLAREA,Q5,BOTHSEX,99
2005,Serbia,LOWSEC,ALLAREA,Q4,BOTHSEX,99
2005,Serbia,LOWSEC,ALLAREA,Q3,BOTHSEX,100
2005,Serbia,LOWSEC,ALLAREA,Q2,BOTHSEX,98
2006,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2006,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2006,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2006,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2006,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2006,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2006,Serbia,UPPSEC,ALLAREA,_T,FEMALE,68
2006,Serbia,UPPSEC,ALLAREA,_T,MALE,58
2006,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,63
2007,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,64
2007,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2007,Serbia,UPPSEC,ALLAREA,_T,MALE,58
2007,Serbia,UPPSEC,ALLAREA,_T,FEMALE,70
2007,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2007,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2007,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2007,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2007,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2008,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2008,Serbia,UPPSEC,ALLAREA,_T,FEMALE,71
2008,Serbia,UPPSEC,ALLAREA,_T,MALE,59
2008,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,65
2008,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2008,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2008,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2008,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2008,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2009,Serbia,PRIMAR,ALLAREA,_T,FEMALE,99
2009,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2009,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2009,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2009,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2009,Serbia,LOWSEC,ALLAREA,_T,MALE,98
2009,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,67
2009,Serbia,UPPSEC,ALLAREA,_T,MALE,61
2009,Serbia,UPPSEC,ALLAREA,_T,FEMALE,72
2010,Serbia,PRIMAR,URBAN,Q4,MALE,100
2010,Serbia,LOWSEC,ALLAREA,Q2,BOTHSEX,99
2010,Serbia,LOWSEC,ALLAREA,Q1,FEMALE,87
2010,Serbia,LOWSEC,ALLAREA,Q1,MALE,95
2010,Serbia,LOWSEC,ALLAREA,Q2,FEMALE,97
2010,Serbia,LOWSEC,ALLAREA,Q2,MALE,100
2010,Serbia,LOWSEC,ALLAREA,_T,FEMALE,98
2010,Serbia,LOWSEC,ALLAREA,_T,BOTHSEX,98
2010,Serbia,LOWSEC,URBAN,_T,MALE,99
2010,Serbia,LOWSEC,URBAN,Q4,FEMALE,100
2010,Serbia,PRIMAR,ALLAREA,_T,MALE,100
2010,Serbia,PRIMAR,ALLAREA,Q1,FEMALE,99
2010,Serbia,PRIMAR,ALLAREA,Q1,BOTHSEX,100
2010,Serbia,PRIMAR,ALLAREA,Q1,MALE,100
2010,Serbia,LOWSEC,RURAL,Q2,MALE,100
2010,Serbia,LOWSEC,RURAL,Q2,FEMALE,96
2010,Serbia,LOWSEC,RURAL,Q3,BOTHSEX,100
2010,Serbia,LOWSEC,RURAL,_T,BOTHSEX,98
2010,Serbia,PRIMAR,URBAN,_T,BOTHSEX,100
2010,Serbia,PRIMAR,URBAN,_T,FEMALE,100
2010,Serbia,PRIMAR,ALLAREA,_T,FEMALE,100
2010,Serbia,PRIMAR,ALLAREA,Q3,MALE,100
2010,Serbia,PRIMAR,ALLAREA,Q4,MALE,100
2010,Serbia,PRIMAR,ALLAREA,Q4,BOTHSEX,100
2010,Serbia,PRIMAR,ALLAREA,Q2,BOTHSEX,100
2010,Serbia,PRIMAR,ALLAREA,Q4,FEMALE,100
2010,Serbia,PRIMAR,ALLAREA,Q2,MALE,100
2010,Serbia,PRIMAR,RURAL,_T,FEMALE,100
2010,Serbia,PRIMAR,RURAL,_T,MALE,100
2010,Serbia,PRIMAR,RURAL,Q1,BOTHSEX,100
2010,Serbia,PRIMAR,URBAN,Q1,BOTHSEX,99
2010,Serbia,PRIMAR,URBAN,_T,MALE,100
2010,Serbia,PRIMAR,URBAN,Q3,BOTHSEX,100
2010,Serbia,PRIMAR,URBAN,Q3,FEMALE,100
2010,Serbia,PRIMAR,URBAN,Q4,BOTHSEX,100
2010,Serbia,UPPSEC,ALLAREA,_T,FEMALE,72
2010,Serbia,UPPSEC,ALLAREA,Q2,FEMALE,66
2010,Serbia,UPPSEC,ALLAREA,Q3,BOTHSEX,73
2010,Serbia,UPPSEC,URBAN,_T,MALE,76
2010,Serbia,UPPSEC,ALLAREA,Q3,FEMALE,79
2010,Serbia,UPPSEC,ALLAREA,Q3,MALE,68
2010,Serbia,UPPSEC,ALLAREA,_T,MALE,66
2010,Serbia,UPPSEC,ALLAREA,Q5,BOTHSEX,91
2010,Serbia,UPPSEC,URBAN,Q1,BOTHSEX,39
2010,Serbia,PRIMAR,RURAL,Q2,MALE,100
2010,Serbia,UPPSEC,ALLAREA,_T,BOTHSEX,69
2010,Serbia,UPPSEC,URBAN,Q4,BOTHSEX,80
2010,Serbia,UPPSEC,URBAN,Q4,MALE,72
2010,Serbia,LOWSEC,URBAN,Q5,FEMALE,100
2010,Serbia,UPPSEC,URBAN,Q5,FEMALE,90
2010,Serbia,UPPSEC,RURAL,Q1,MALE,12
2010,Serbia,UPPSEC,RURAL,Q1,FEMALE,16
2010,Serbia,UPPSEC,RURAL,Q2,MALE,53
2010,Serbia,UPPSEC,URBAN,Q4,FEMALE,86
2010,Serbia,UPPSEC,ALLAREA,Q1,MALE,19
2010,Serbia,UPPSEC,ALLAREA,Q4,FEMALE,81
2010,Serbia,UPPSEC,RURAL,_T,FEMALE,51
2010,Serbia,UPPSEC,URBAN,Q3,MALE,70
2010,Serbia,LOWSEC,URBAN,Q5,BOTHSEX,100
2010,Serbia,UPPSEC,RURAL,Q1,BOTHSEX,14
2010,Serbia,UPPSEC,URBAN,Q5,BOTHSEX,91
2010,Serbia,UPPSEC,URBAN,Q5,MALE,91
2010,Serbia,UPPSEC,RURAL,Q2,BOTHSEX,60
2010,Serbia,LOWSEC,ALLAREA,Q4,BOTHSEX,100
2010,Serbia,LOWSEC,ALLAREA,Q3,BOTHSEX,100
2010,Serbia,PRIMAR,URBAN,Q5,MALE,100
2010,Serbia,LOWSEC,ALLAREA,Q3,MALE,100
2010,Serbia,PRIMAR,URBAN,Q5,BOTHSEX,100
2010,Serbia,PRIMAR,URBAN,Q5,FEMALE,100
2010,Serbia,PRIMAR,URBAN,Q4,FEMALE,100
2010,Serbia,LOWSEC,URBAN,Q1,BOTHSEX,85
2010,Serbia,LOWSEC,URBAN,_T,BOTHSEX,99
2010,Serbia,LOWSEC,URBAN,Q4,BOTHSEX,100
2010,Serbia,LOWSEC,URBAN,_T,FEMALE,99
2010,Serbia,LOWSEC,URBAN,Q3,BOTHSEX,100
2010,Serbia,LOWSEC,URBAN,Q3,FEMALE,100
2010,Serbia,LOWSEC,URBAN,Q4,MALE,100
2010,Serbia,LOWSEC,RURAL,_T,FEMALE,96
2010,Serbia,LOWSEC,RURAL,_T,MALE,99
2010,Serbia,LOWSEC,RURAL,Q2,BOTHSEX,98
2010,Serbia,LOWSEC,RURAL,Q1,FEMALE,89
2010,Serbia,LOWSEC,RURAL,Q1,MALE,96
2010,Serbia,LOWSEC,RURAL,Q1,BOTHSEX,93
2010,Serbia,PRIMAR,ALLAREA,_T,BOTHSEX,100
2010,Serbia,PRIMAR,ALLAREA,Q3,BOTHSEX,100
2010,Serbia,PRIMAR,ALLAREA,Q2,FEMALE,100
2010,Serbia,PRIMAR,ALLAREA,Q3,FEMALE,100
2010,Serbia,PRIMAR,ALLAREA,Q5,BOTHSEX,100
2010,Serbia,PRIMAR,RURAL,_T,BOTHSEX,100
2010,Serbia,PRIMAR,ALLAREA,Q5,MALE,100
2010,Serbia,PRIMAR,ALLAREA,Q5,FEMALE,100
2010,Serbia,UPPSEC,RURAL,_T,BOTHSEX,51
2010,Serbia,UPPSEC,RURAL,Q3,FEMALE,54
2010,Serbia,UPPSEC,ALLAREA,Q2,MALE,56
2010,Serbia,UPPSEC,URBAN,Q2,BOTHSEX,63
2010,Serbia,UPPSEC,ALLAREA,Q5,MALE,91
2010,Serbia,UPPSEC,URBAN,_T,BOTHSEX,79
2010,Serbia,UPPSEC,ALLAREA,Q4,BOTHSEX,78
2010,Serbia,PRIMAR,RURAL,Q1,MALE,100
2010,Serbia,PRIMAR,RURAL,Q1,FEMALE,100
2010,Serbia,UPPSEC,ALLAREA,Q5,FEMALE,90
2010,Serbia,PRIMAR,RURAL,Q2,FEMALE,100
2010,Serbia,UPPSEC,RURAL,Q4,BOTHSEX,69
2010,Serbia,PRIMAR,RURAL,Q2,BOTHSEX,100
2010,Serbia,PRIMAR,RURAL,Q3,BOTHSEX,100
2010,Serbia,UPPSEC,ALLAREA,Q2,BOTHSEX,61
2010,Serbia,UPPSEC,ALLAREA,Q4,MALE,73
2010,Serbia,UPPSEC,URBAN,_T,FEMALE,83
2010,Serbia,UPPSEC,ALLAREA,Q1,BOTHSEX,22
2010,Serbia,UPPSEC,ALLAREA,Q1,FEMALE,24
2010,Serbia,UPPSEC,RURAL,_T,MALE,51
2010,Serbia,UPPSEC,RURAL,Q2,FEMALE,67
2010,Serbia,LOWSEC,URBAN,Q5,MALE,100
2010,Serbia,UPPSEC,RURAL,Q3,BOTHSEX,62
2010,Serbia,UPPSEC,URBAN,Q3,FEMALE,87
2010,Serbia,UPPSEC,URBAN,Q3,BOTHSEX,79
2010,Serbia,LOWSEC,ALLAREA,_T,MALE,99
2010,Serbia,LOWSEC,ALLAREA,Q1,BOTHSEX,91
2010,Serbia,LOWSEC,ALLAREA,Q5,BOTHSEX,100
2010,Serbia,LOWSEC,ALLAREA,Q5,FEMALE,100
2010,Serbia,LOWSEC,ALLAREA,Q5,MALE,100
2010,Serbia,LOWSEC,ALLAREA,Q4,FEMALE,100
2010,Serbia,LOWSEC,ALLAREA,Q4,MALE,100
2010,Serbia,LOWSEC,ALLAREA,Q3,FEMALE,100
2011,Serbia,PRIMAR,URBAN,Q1,BOTHSEX,99
2011,Serbia,PRIMAR,URBAN,Q2,FEMALE,0
