Year,GeoAreaName,Education level,Value
2002,Portugal,UPPSEC,100
2002,Portugal,PRIMAR,100
2002,Portugal,LOWSEC,100
2003,Portugal,LOWSEC,100
2003,Portugal,SECOND,100
2003,Portugal,PRIMAR,100
2003,Portugal,UPPSEC,100
2004,Portugal,UPPSEC,100
2004,Portugal,PRIMAR,100
2004,Portugal,SECOND,100
2004,Portugal,LOWSEC,100
2005,Portugal,LOWSEC,100
2005,Portugal,SECOND,100
2005,Portugal,PRIMAR,100
2005,Portugal,UPPSEC,100
2006,Portugal,UPPSEC,100
2006,Portugal,PRIMAR,100
2006,Portugal,SECOND,100
2006,Portugal,LOWSEC,100
2007,Portugal,LOWSEC,100
2007,Portugal,SECOND,100
2007,Portugal,PRIMAR,100
2007,Portugal,UPPSEC,100
2008,Portugal,UPPSEC,100
2008,Portugal,PRIMAR,100
2008,Portugal,SECOND,100
2008,Portugal,LOWSEC,100
2009,Portugal,LOWSEC,100
2009,Portugal,SECOND,100
2009,Portugal,PRIMAR,100
2009,Portugal,UPPSEC,100
2010,Portugal,UPPSEC,100
2010,Portugal,PRIMAR,100
2010,Portugal,SECOND,100
2010,Portugal,LOWSEC,100
2011,Portugal,LOWSEC,100
2011,Portugal,SECOND,100
2011,Portugal,PRIMAR,100
2011,Portugal,UPPSEC,100
2012,Portugal,UPPSEC,100
2012,Portugal,PRIMAR,100
2012,Portugal,SECOND,100
2012,Portugal,LOWSEC,100
2013,Portugal,LOWSEC,100
2013,Portugal,SECOND,100
2013,Portugal,PRIMAR,100
2013,Portugal,UPPSEC,100
2014,Portugal,UPPSEC,100
2014,Portugal,PRIMAR,100
2014,Portugal,SECOND,100
2014,Portugal,LOWSEC,100
2015,Portugal,LOWSEC,100
2015,Portugal,SECOND,100
2015,Portugal,PRIMAR,100
2015,Portugal,UPPSEC,100
2016,Portugal,UPPSEC,100
2016,Portugal,PRIMAR,100
2016,Portugal,SECOND,100
2016,Portugal,LOWSEC,100
2017,Portugal,LOWSEC,100
2017,Portugal,SECOND,100
2017,Portugal,UPPSEC,100
2018,Portugal,UPPSEC,100
2018,Portugal,PRIMAR,100
2018,Portugal,SECOND,100
2018,Portugal,LOWSEC,100
2015,Romania,SECOND,96.42248
2018,Romania,SECOND,100
2019,Romania,SECOND,66.13973
2015,Serbia,PRIMAR,27.05999
2018,Serbia,SECOND,99.75788
2019,Serbia,PRIMAR,26.99887
2014,Slovakia,UPPSEC,78.37756
2015,Slovakia,UPPSEC,89.75313
2015,Slovakia,PRIMAR,58.39524
2015,Slovakia,SECOND,100
2016,Slovakia,UPPSEC,89.65995
2018,Slovakia,SECOND,99.60195
2019,Slovakia,PRIMAR,57.72231
2000,Slovenia,LOWSEC,100
2000,Slovenia,PRIMAR,100
2001,Slovenia,PRIMAR,100
2001,Slovenia,LOWSEC,100
2002,Slovenia,LOWSEC,100
2002,Slovenia,PRIMAR,100
2003,Slovenia,PRIMAR,100
2003,Slovenia,LOWSEC,100
2004,Slovenia,LOWSEC,100
2004,Slovenia,PRIMAR,100
2004,Slovenia,SECOND,100
2004,Slovenia,UPPSEC,100
2005,Slovenia,UPPSEC,100
2005,Slovenia,SECOND,100
2005,Slovenia,PRIMAR,100
2005,Slovenia,LOWSEC,100
2006,Slovenia,LOWSEC,100
2006,Slovenia,PRIMAR,100
2006,Slovenia,UPPSEC,100
2006,Slovenia,SECOND,100
2007,Slovenia,UPPSEC,100
2007,Slovenia,SECOND,100
2007,Slovenia,PRIMAR,100
2007,Slovenia,LOWSEC,100
2008,Slovenia,LOWSEC,100
2008,Slovenia,PRIMAR,100
2008,Slovenia,SECOND,100
2008,Slovenia,UPPSEC,100
2009,Slovenia,UPPSEC,100
2009,Slovenia,SECOND,100
2009,Slovenia,PRIMAR,100
2009,Slovenia,LOWSEC,100
2010,Slovenia,LOWSEC,100
2010,Slovenia,PRIMAR,100
2010,Slovenia,SECOND,100
2010,Slovenia,UPPSEC,100
2011,Slovenia,UPPSEC,100
2011,Slovenia,SECOND,100
2011,Slovenia,PRIMAR,100
2011,Slovenia,LOWSEC,100
2012,Slovenia,LOWSEC,100
2012,Slovenia,PRIMAR,100
2012,Slovenia,SECOND,100
2012,Slovenia,UPPSEC,100
2013,Slovenia,UPPSEC,100
2013,Slovenia,SECOND,100
2013,Slovenia,PRIMAR,100
2013,Slovenia,LOWSEC,100
2014,Slovenia,LOWSEC,100
2014,Slovenia,SECOND,100
2014,Slovenia,PRIMAR,100
2014,Slovenia,UPPSEC,100
2015,Slovenia,UPPSEC,100
2015,Slovenia,PRIMAR,100
2015,Slovenia,SECOND,100
2015,Slovenia,LOWSEC,100
2016,Slovenia,LOWSEC,100
2016,Slovenia,SECOND,100
2016,Slovenia,PRIMAR,100
2016,Slovenia,UPPSEC,100
2018,Slovenia,SECOND,100
2000,Spain,PRIMAR,100
2000,Spain,LOWSEC,100
2001,Spain,LOWSEC,100
2001,Spain,PRIMAR,100
2002,Spain,PRIMAR,100
2002,Spain,LOWSEC,100
2003,Spain,LOWSEC,100
2003,Spain,PRIMAR,100
2004,Spain,PRIMAR,100
2004,Spain,LOWSEC,100
2005,Spain,LOWSEC,100
2005,Spain,PRIMAR,100
2006,Spain,PRIMAR,100
2006,Spain,LOWSEC,100
2007,Spain,LOWSEC,100
2007,Spain,PRIMAR,100
2007,Spain,SECOND,100
2007,Spain,UPPSEC,100
2008,Spain,UPPSEC,100
2008,Spain,SECOND,100
2008,Spain,PRIMAR,100
2008,Spain,LOWSEC,100
2009,Spain,LOWSEC,100
2009,Spain,PRIMAR,100
2009,Spain,SECOND,100
2009,Spain,UPPSEC,100
2015,Austria,SECOND,99.79323
2018,Austria,SECOND,98.54848
2019,Austria,PRIMAR,68.72364
2010,Spain,SECOND,100
2010,Spain,PRIMAR,100
2010,Spain,UPPSEC,100
2010,Spain,LOWSEC,100
2011,Spain,LOWSEC,100
2011,Spain,UPPSEC,100
2011,Spain,PRIMAR,100
2021,Uzbekistan,PRIMAR,96.84707
2021,Uzbekistan,SECOND,96.77065
2021,Uzbekistan,UPPSEC,98.04401
2021,Uzbekistan,UPPSEC,98.04401
