Year,GeoAreaName,Education level,Location,Quantile,Value
2005,Czechia,LOWSEC,ALLAREA,_T,1
2005,Czechia,UPPSEC,ALLAREA,_T,1.01933
2006,Czechia,UPPSEC,ALLAREA,_T,1.02041
2006,Czechia,LOWSEC,ALLAREA,_T,1
2006,Czechia,PRIMAR,ALLAREA,_T,1
2019,Belarus,LOWSEC,RURAL,Q1,1.01136
2019,Belarus,LOWSEC,RURAL,Q2,0
2019,Belarus,PRIMAR,RURAL,Q1,1
2020,Belarus,UPPSEC,ALLAREA,_T,1.0268
2020,Belarus,LOWSEC,ALLAREA,_T,1.00101
2020,Belarus,PRIMAR,ALLAREA,_T,1.001
2000,Estonia,UPPSEC,ALLAREA,_T,1.10857
2000,Estonia,LOWSEC,ALLAREA,_T,1.03122
2007,Czechia,PRIMAR,ALLAREA,_T,1
2007,Czechia,LOWSEC,ALLAREA,_T,1
2007,Czechia,UPPSEC,ALLAREA,_T,1.02361
2008,Czechia,UPPSEC,ALLAREA,_T,1.0268
2008,Czechia,LOWSEC,ALLAREA,_T,1
2008,Czechia,PRIMAR,ALLAREA,_T,1
2009,Czechia,PRIMAR,ALLAREA,_T,1
2009,Czechia,LOWSEC,ALLAREA,_T,1
2009,Czechia,UPPSEC,ALLAREA,_T,1.02995
2010,Czechia,UPPSEC,ALLAREA,_T,1.03205
2010,Czechia,LOWSEC,ALLAREA,_T,1
2010,Czechia,PRIMAR,ALLAREA,_T,1
2011,Czechia,PRIMAR,ALLAREA,_T,1
2011,Czechia,LOWSEC,ALLAREA,_T,1
2011,Czechia,UPPSEC,ALLAREA,_T,1.03308
2012,Czechia,UPPSEC,ALLAREA,_T,1.03412
2012,Czechia,LOWSEC,ALLAREA,_T,1
2012,Czechia,PRIMAR,ALLAREA,_T,1
2016,Armenia,PRIMAR,URBAN,Q4,1
2016,Armenia,PRIMAR,URBAN,Q3,0.98963
2016,Armenia,PRIMAR,URBAN,Q2,0
2016,Armenia,LOWSEC,URBAN,Q3,1.06409
2016,Armenia,LOWSEC,URBAN,Q5,1.00663
2016,Armenia,PRIMAR,ALLAREA,Q5,1
2016,Armenia,LOWSEC,URBAN,Q4,1
2016,Armenia,UPPSEC,RURAL,Q1,1.13843
2000,Estonia,PRIMAR,ALLAREA,_T,0.999
2001,Estonia,PRIMAR,ALLAREA,_T,0.999
2001,Estonia,LOWSEC,ALLAREA,_T,1.03323
2001,Estonia,UPPSEC,ALLAREA,_T,1.11098
2002,Estonia,UPPSEC,ALLAREA,_T,1.11098
2002,Estonia,LOWSEC,ALLAREA,_T,1.03424
2002,Estonia,PRIMAR,ALLAREA,_T,1
2003,Estonia,PRIMAR,ALLAREA,_T,1
2003,Estonia,LOWSEC,ALLAREA,_T,1.03424
2016,Armenia,UPPSEC,RURAL,Q2,1.30526
2016,Armenia,PRIMAR,URBAN,_T,1.00247
2016,Armenia,LOWSEC,ALLAREA,Q3,1.07249
2016,Armenia,LOWSEC,ALLAREA,Q2,1.04818
2016,Armenia,UPPSEC,ALLAREA,_T,1.24772
2016,Armenia,PRIMAR,ALLAREA,Q4,1
2016,Armenia,LOWSEC,RURAL,Q1,1.15211
2017,Armenia,UPPSEC,ALLAREA,_T,1.04691
2013,Czechia,PRIMAR,ALLAREA,_T,1
2013,Czechia,LOWSEC,ALLAREA,_T,1
2013,Czechia,UPPSEC,ALLAREA,_T,1.03617
2014,Czechia,UPPSEC,ALLAREA,_T,1.03719
2014,Czechia,LOWSEC,ALLAREA,_T,1
2014,Czechia,PRIMAR,ALLAREA,_T,1
2015,Czechia,PRIMAR,ALLAREA,_T,1
2015,Czechia,LOWSEC,ALLAREA,_T,1
2015,Czechia,UPPSEC,ALLAREA,_T,1.03928
2009,Albania,LOWSEC,ALLAREA,Q1,0.86104
2009,Albania,PRIMAR,URBAN,Q1,0
2009,Albania,PRIMAR,RURAL,Q5,0
2009,Albania,LOWSEC,URBAN,Q2,0
2009,Albania,LOWSEC,URBAN,Q3,1.01104
2009,Albania,PRIMAR,RURAL,_T,1.00404
2009,Albania,PRIMAR,ALLAREA,Q3,1.00155
2009,Albania,UPPSEC,URBAN,Q3,0.68594
2017,Armenia,LOWSEC,ALLAREA,_T,1.00709
2017,Armenia,PRIMAR,ALLAREA,_T,1.001
2018,Armenia,PRIMAR,ALLAREA,_T,0.99809
2018,Armenia,LOWSEC,ALLAREA,_T,0.98183
2018,Armenia,UPPSEC,ALLAREA,_T,1.07716
2019,Armenia,UPPSEC,ALLAREA,_T,1.0296
2019,Armenia,LOWSEC,ALLAREA,_T,1.00608
2019,Armenia,PRIMAR,ALLAREA,_T,1.001
2020,Armenia,PRIMAR,ALLAREA,_T,1.001
2020,Armenia,LOWSEC,ALLAREA,_T,1.00708
2020,Armenia,UPPSEC,ALLAREA,_T,1.02424
2000,Belgium,PRIMAR,ALLAREA,_T,0.999
2000,Belgium,LOWSEC,ALLAREA,_T,0.95011
2000,Belgium,UPPSEC,ALLAREA,_T,1.06786
2001,Belgium,UPPSEC,ALLAREA,_T,1.06991
2001,Belgium,LOWSEC,ALLAREA,_T,0.95223
2001,Belgium,PRIMAR,ALLAREA,_T,0.999
2002,Belgium,PRIMAR,ALLAREA,_T,0.999
2003,Estonia,UPPSEC,ALLAREA,_T,1.10845
2004,Estonia,UPPSEC,ALLAREA,_T,1.10604
2004,Estonia,LOWSEC,ALLAREA,_T,1.03525
2004,Estonia,PRIMAR,ALLAREA,_T,1
2005,Estonia,PRIMAR,ALLAREA,_T,1
2005,Estonia,LOWSEC,ALLAREA,_T,1.03525
2005,Estonia,UPPSEC,ALLAREA,_T,1.10694
2006,Estonia,UPPSEC,ALLAREA,_T,1.16147
2006,Estonia,LOWSEC,ALLAREA,_T,1.04139
2006,Estonia,PRIMAR,ALLAREA,_T,1.00348
2007,Estonia,PRIMAR,ALLAREA,_T,0.99649
2007,Estonia,LOWSEC,ALLAREA,_T,1.02667
2007,Estonia,UPPSEC,ALLAREA,_T,1.17757
2008,Estonia,UPPSEC,ALLAREA,_T,1.12787
2008,Estonia,LOWSEC,ALLAREA,_T,1.03737
2008,Estonia,PRIMAR,ALLAREA,_T,1.0015
2009,Estonia,PRIMAR,ALLAREA,_T,1.0016
2009,Estonia,LOWSEC,ALLAREA,_T,1.02198
2009,Estonia,UPPSEC,ALLAREA,_T,1.07842
2016,Czechia,UPPSEC,ALLAREA,_T,1.04131
2016,Czechia,LOWSEC,ALLAREA,_T,1
2016,Czechia,PRIMAR,ALLAREA,_T,1
2017,Czechia,PRIMAR,ALLAREA,_T,1
2017,Czechia,LOWSEC,ALLAREA,_T,1
2017,Czechia,UPPSEC,ALLAREA,_T,1.04339
2018,Czechia,UPPSEC,ALLAREA,_T,1.04541
2018,Czechia,LOWSEC,ALLAREA,_T,1
2018,Czechia,PRIMAR,ALLAREA,_T,1
2010,Estonia,UPPSEC,ALLAREA,_T,1.12806
2010,Estonia,LOWSEC,ALLAREA,_T,1.0274
2010,Estonia,PRIMAR,ALLAREA,_T,1.0078
2011,Estonia,PRIMAR,ALLAREA,_T,0.998
2011,Estonia,LOWSEC,ALLAREA,_T,1.03215
2011,Estonia,UPPSEC,ALLAREA,_T,1.08929
2012,Estonia,UPPSEC,ALLAREA,_T,1.11995
2012,Estonia,LOWSEC,ALLAREA,_T,0.99657
2012,Estonia,PRIMAR,ALLAREA,_T,1.0085
2013,Estonia,PRIMAR,ALLAREA,_T,1.0025
2009,Albania,UPPSEC,ALLAREA,Q5,1.04012
2009,Albania,PRIMAR,URBAN,_T,0.97971
2009,Albania,PRIMAR,RURAL,Q4,0
2009,Albania,UPPSEC,ALLAREA,_T,0.90918
2009,Albania,PRIMAR,ALLAREA,Q4,0.98892
2009,Albania,LOWSEC,RURAL,Q2,0.72212
2010,Albania,UPPSEC,ALLAREA,_T,0.93376
2010,Albania,LOWSEC,ALLAREA,_T,1.01247
2013,Estonia,LOWSEC,ALLAREA,_T,0.99168
2013,Estonia,UPPSEC,ALLAREA,_T,1.10525
2014,Estonia,UPPSEC,ALLAREA,_T,1.13604
2014,Estonia,LOWSEC,ALLAREA,_T,1.00944
2014,Estonia,PRIMAR,ALLAREA,_T,1
2015,Estonia,PRIMAR,ALLAREA,_T,1
2015,Estonia,LOWSEC,ALLAREA,_T,1.0004
2015,Estonia,UPPSEC,ALLAREA,_T,1.14248
2016,Estonia,LOWSEC,ALLAREA,_T,0.99899
2016,Estonia,UPPSEC,ALLAREA,_T,1.10244
2016,Estonia,PRIMAR,ALLAREA,_T,1.0031
2017,Estonia,PRIMAR,ALLAREA,_T,1.0015
2017,Estonia,UPPSEC,ALLAREA,_T,1.12209
2017,Estonia,LOWSEC,ALLAREA,_T,1.00101
2018,Estonia,LOWSEC,ALLAREA,_T,1.00454
2018,Estonia,UPPSEC,ALLAREA,_T,1.1178
2018,Estonia,PRIMAR,ALLAREA,_T,0.9997
2019,Estonia,PRIMAR,ALLAREA,_T,1.0017
2019,Estonia,UPPSEC,ALLAREA,_T,1.1472
2019,Estonia,LOWSEC,ALLAREA,_T,0.99909
2020,Estonia,LOWSEC,ALLAREA,_T,1.0209
2020,Estonia,UPPSEC,ALLAREA,_T,1.02336
2020,Estonia,PRIMAR,ALLAREA,_T,1.00841
2021,Estonia,PRIMAR,ALLAREA,_T,1.00862
2021,Estonia,UPPSEC,ALLAREA,_T,1.03525
2021,Estonia,LOWSEC,ALLAREA,_T,1.0106
2000,Finland,LOWSEC,ALLAREA,_T,1
2000,Finland,UPPSEC,ALLAREA,_T,1.06572
2000,Finland,PRIMAR,ALLAREA,_T,1
2019,Czechia,PRIMAR,ALLAREA,_T,1
2019,Czechia,LOWSEC,ALLAREA,_T,1
2019,Czechia,UPPSEC,ALLAREA,_T,1.04536
2020,Czechia,UPPSEC,ALLAREA,_T,1.04632
2020,Czechia,LOWSEC,ALLAREA,_T,1
2020,Czechia,PRIMAR,ALLAREA,_T,1
2000,Denmark,UPPSEC,ALLAREA,_T,1.13333
2000,Denmark,LOWSEC,ALLAREA,_T,1
2000,Denmark,PRIMAR,ALLAREA,_T,1
2001,Finland,PRIMAR,ALLAREA,_T,1
2001,Finland,UPPSEC,ALLAREA,_T,1.06572
2001,Finland,LOWSEC,ALLAREA,_T,1
2002,Finland,LOWSEC,ALLAREA,_T,1
2002,Finland,UPPSEC,ALLAREA,_T,1.06681
2002,Finland,PRIMAR,ALLAREA,_T,1
2003,Finland,PRIMAR,ALLAREA,_T,1
2003,Finland,UPPSEC,ALLAREA,_T,1.06908
2003,Finland,LOWSEC,ALLAREA,_T,1
2002,Belgium,LOWSEC,ALLAREA,_T,0.95539
2002,Belgium,UPPSEC,ALLAREA,_T,1.07092
2003,Belgium,UPPSEC,ALLAREA,_T,1.07193
2003,Belgium,LOWSEC,ALLAREA,_T,0.95852
2003,Belgium,PRIMAR,ALLAREA,_T,0.999
2004,Belgium,PRIMAR,ALLAREA,_T,0.999
2004,Belgium,LOWSEC,ALLAREA,_T,0.96166
2004,Belgium,UPPSEC,ALLAREA,_T,1.07521
2005,Belgium,UPPSEC,ALLAREA,_T,1.0762
2004,Finland,LOWSEC,ALLAREA,_T,1
2004,Finland,UPPSEC,ALLAREA,_T,1.07143
2004,Finland,PRIMAR,ALLAREA,_T,1
2005,Finland,PRIMAR,ALLAREA,_T,1
2005,Finland,UPPSEC,ALLAREA,_T,1.07481
2005,Finland,LOWSEC,ALLAREA,_T,1
2006,Finland,LOWSEC,ALLAREA,_T,1.00191
2006,Finland,UPPSEC,ALLAREA,_T,1.05028
2006,Finland,PRIMAR,ALLAREA,_T,1
2005,Belgium,LOWSEC,ALLAREA,_T,0.96487
2005,Belgium,PRIMAR,ALLAREA,_T,0.999
2006,Belgium,PRIMAR,ALLAREA,_T,1.00276
2006,Belgium,LOWSEC,ALLAREA,_T,1.03104
2006,Belgium,UPPSEC,ALLAREA,_T,1.09195
2007,Belgium,UPPSEC,ALLAREA,_T,1.07262
2007,Belgium,LOWSEC,ALLAREA,_T,1.05986
2007,Belgium,PRIMAR,ALLAREA,_T,1.0047
2008,Belgium,PRIMAR,ALLAREA,_T,1.01428
2007,Finland,PRIMAR,ALLAREA,_T,1
2007,Finland,UPPSEC,ALLAREA,_T,0.99921
2007,Finland,LOWSEC,ALLAREA,_T,1.00272
2008,Finland,LOWSEC,ALLAREA,_T,0.9976
2008,Finland,UPPSEC,ALLAREA,_T,0.98062
2008,Finland,PRIMAR,ALLAREA,_T,1
2009,Finland,PRIMAR,ALLAREA,_T,1
2009,Finland,UPPSEC,ALLAREA,_T,1.02596
2009,Finland,LOWSEC,ALLAREA,_T,1.00381
2010,Finland,LOWSEC,ALLAREA,_T,0.99689
2008,Belgium,LOWSEC,ALLAREA,_T,1.03965
2008,Belgium,UPPSEC,ALLAREA,_T,1.05282
2009,Belgium,UPPSEC,ALLAREA,_T,1.05573
2009,Belgium,LOWSEC,ALLAREA,_T,1.02351
2009,Belgium,PRIMAR,ALLAREA,_T,0.72471
2010,Belgium,PRIMAR,ALLAREA,_T,1.01835
2010,Belgium,LOWSEC,ALLAREA,_T,1.05067
2010,Belgium,UPPSEC,ALLAREA,_T,1.04323
2011,Belgium,UPPSEC,ALLAREA,_T,1.08834
2011,Belgium,LOWSEC,ALLAREA,_T,1.04962
2001,Denmark,PRIMAR,ALLAREA,_T,1
2001,Denmark,LOWSEC,ALLAREA,_T,1
2001,Denmark,UPPSEC,ALLAREA,_T,1.13183
2002,Denmark,UPPSEC,ALLAREA,_T,1.13167
2002,Denmark,LOWSEC,ALLAREA,_T,1
2002,Denmark,PRIMAR,ALLAREA,_T,1
2003,Denmark,PRIMAR,ALLAREA,_T,1
2003,Denmark,LOWSEC,ALLAREA,_T,1
2003,Denmark,UPPSEC,ALLAREA,_T,1.13033
2011,Belgium,PRIMAR,ALLAREA,_T,0.68048
2012,Belgium,PRIMAR,ALLAREA,_T,1.01509
2012,Belgium,LOWSEC,ALLAREA,_T,1.05441
2012,Belgium,UPPSEC,ALLAREA,_T,1.07483
2013,Belgium,UPPSEC,ALLAREA,_T,1.09169
2013,Belgium,LOWSEC,ALLAREA,_T,1.03433
2013,Belgium,PRIMAR,ALLAREA,_T,1.00376
2014,Belgium,PRIMAR,ALLAREA,_T,1.00275
2014,Belgium,LOWSEC,ALLAREA,_T,1.03201
2014,Belgium,UPPSEC,ALLAREA,_T,1.07758
2004,Denmark,UPPSEC,ALLAREA,_T,1.12796
2004,Denmark,LOWSEC,ALLAREA,_T,1
2004,Denmark,PRIMAR,ALLAREA,_T,1
2005,Denmark,PRIMAR,ALLAREA,_T,1
2005,Denmark,LOWSEC,ALLAREA,_T,1
2005,Denmark,UPPSEC,ALLAREA,_T,1.13121
2006,Denmark,UPPSEC,ALLAREA,_T,1.10151
2006,Denmark,LOWSEC,ALLAREA,_T,1.00111
2006,Denmark,PRIMAR,ALLAREA,_T,1.03375
2010,Finland,UPPSEC,ALLAREA,_T,1.01582
2010,Finland,PRIMAR,ALLAREA,_T,1
2011,Finland,PRIMAR,ALLAREA,_T,1
2011,Finland,UPPSEC,ALLAREA,_T,1.02207
2011,Finland,LOWSEC,ALLAREA,_T,1.00421
2012,Finland,LOWSEC,ALLAREA,_T,1.0017
2012,Finland,UPPSEC,ALLAREA,_T,1.04051
2012,Finland,PRIMAR,ALLAREA,_T,1
2013,Finland,PRIMAR,ALLAREA,_T,1
2013,Finland,UPPSEC,ALLAREA,_T,1.02962
2015,Belgium,UPPSEC,ALLAREA,_T,1.06236
2015,Belgium,LOWSEC,ALLAREA,_T,1.03918
2015,Belgium,PRIMAR,ALLAREA,_T,1.00204
2016,Belgium,PRIMAR,ALLAREA,_T,1.00454
2016,Belgium,LOWSEC,ALLAREA,_T,1.02046
2016,Belgium,UPPSEC,ALLAREA,_T,1.06478
2017,Belgium,UPPSEC,ALLAREA,_T,1.05799
2017,Belgium,LOWSEC,ALLAREA,_T,1.03899
2017,Belgium,PRIMAR,ALLAREA,_T,1.01641
2018,Belgium,PRIMAR,ALLAREA,_T,0.99425
2018,Belgium,LOWSEC,ALLAREA,_T,1.03074
2018,Belgium,UPPSEC,ALLAREA,_T,1.10178
2019,Belgium,UPPSEC,ALLAREA,_T,1.08954
2019,Belgium,LOWSEC,ALLAREA,_T,1.04474
2019,Belgium,PRIMAR,ALLAREA,_T,1.00212
2020,Belgium,PRIMAR,ALLAREA,_T,1.00171
2020,Belgium,LOWSEC,ALLAREA,_T,0.99704
2020,Belgium,UPPSEC,ALLAREA,_T,1.04913
2021,Belgium,UPPSEC,ALLAREA,_T,1.05655
2021,Belgium,LOWSEC,ALLAREA,_T,1.0001
2007,Denmark,PRIMAR,ALLAREA,_T,1
2007,Denmark,LOWSEC,ALLAREA,_T,1.001
2007,Denmark,UPPSEC,ALLAREA,_T,1.14079
2008,Denmark,UPPSEC,ALLAREA,_T,1.17524
2008,Denmark,LOWSEC,ALLAREA,_T,0.9981
2008,Denmark,PRIMAR,ALLAREA,_T,1
2009,Denmark,PRIMAR,ALLAREA,_T,1
2009,Denmark,LOWSEC,ALLAREA,_T,1
2009,Denmark,UPPSEC,ALLAREA,_T,1.18811
2010,Denmark,UPPSEC,ALLAREA,_T,1.14796
2013,Finland,LOWSEC,ALLAREA,_T,1.0032
2014,Finland,LOWSEC,ALLAREA,_T,1.0005
2014,Finland,UPPSEC,ALLAREA,_T,1.04981
2014,Finland,PRIMAR,ALLAREA,_T,1
2015,Finland,PRIMAR,ALLAREA,_T,1
2015,Finland,UPPSEC,ALLAREA,_T,1.04118
2015,Finland,LOWSEC,ALLAREA,_T,1.01271
2016,Finland,LOWSEC,ALLAREA,_T,1.00862
2016,Finland,UPPSEC,ALLAREA,_T,1.03336
2016,Finland,PRIMAR,ALLAREA,_T,1
2017,Finland,PRIMAR,ALLAREA,_T,1
2017,Finland,UPPSEC,ALLAREA,_T,1.04982
2017,Finland,LOWSEC,ALLAREA,_T,1.00452
2018,Finland,LOWSEC,ALLAREA,_T,1.011
2018,Finland,UPPSEC,ALLAREA,_T,1.00588
2018,Finland,PRIMAR,ALLAREA,_T,1
2019,Finland,PRIMAR,ALLAREA,_T,1
2019,Finland,UPPSEC,ALLAREA,_T,0.97327
2019,Finland,LOWSEC,ALLAREA,_T,0.99218
2020,Finland,LOWSEC,ALLAREA,_T,1.00443
2020,Finland,UPPSEC,ALLAREA,_T,1.03774
2020,Finland,PRIMAR,ALLAREA,_T,1
2021,Finland,PRIMAR,ALLAREA,_T,1
2021,Finland,UPPSEC,ALLAREA,_T,0.98253
2021,Finland,LOWSEC,ALLAREA,_T,0.9917
2000,France,LOWSEC,ALLAREA,_T,1.01455
2000,France,UPPSEC,ALLAREA,_T,1.03261
2000,France,PRIMAR,ALLAREA,_T,1.00401
2001,France,PRIMAR,ALLAREA,_T,1.00401
2021,Belgium,PRIMAR,ALLAREA,_T,1.01337
2000,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00713
2000,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,1.00164
2000,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.0333
2001,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.0735
2001,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.99074
2001,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00101
2002,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00101
2002,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.9928
2010,Denmark,LOWSEC,ALLAREA,_T,1
2010,Denmark,PRIMAR,ALLAREA,_T,1
2011,Denmark,PRIMAR,ALLAREA,_T,1
2011,Denmark,LOWSEC,ALLAREA,_T,1
2011,Denmark,UPPSEC,ALLAREA,_T,1.12728
2012,Denmark,UPPSEC,ALLAREA,_T,1.12743
2012,Denmark,LOWSEC,ALLAREA,_T,1.0007
2012,Denmark,PRIMAR,ALLAREA,_T,1
2013,Denmark,PRIMAR,ALLAREA,_T,1
2013,Denmark,LOWSEC,ALLAREA,_T,1.0018
2002,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.07925
2003,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.08318
2003,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.99281
2003,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00201
2004,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00101
2004,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.99384
2004,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.08861
2005,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.09717
2001,France,UPPSEC,ALLAREA,_T,1.03369
2001,France,LOWSEC,ALLAREA,_T,1.01558
2002,France,LOWSEC,ALLAREA,_T,1.0166
2002,France,UPPSEC,ALLAREA,_T,1.03365
2002,France,PRIMAR,ALLAREA,_T,1.00401
2003,France,PRIMAR,ALLAREA,_T,1.00401
2003,France,UPPSEC,ALLAREA,_T,1.03952
2003,France,LOWSEC,ALLAREA,_T,1.01762
2004,France,LOWSEC,ALLAREA,_T,1.0176
2005,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.99589
2005,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00101
2006,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,0.99829
2006,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.99919
2006,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.12687
2007,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.11244
2007,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.99795
2007,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00101
2008,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,0.99898
2008,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00201
2008,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.1206
2009,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.12541
2009,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00201
2009,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,1
2010,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,1
2010,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00201
2010,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.12704
2004,France,UPPSEC,ALLAREA,_T,1.04306
2004,France,PRIMAR,ALLAREA,_T,1.00401
2005,France,PRIMAR,ALLAREA,_T,1.00401
2005,France,UPPSEC,ALLAREA,_T,1.04421
2005,France,LOWSEC,ALLAREA,_T,1.01756
2006,France,LOWSEC,ALLAREA,_T,1.00596
2006,France,UPPSEC,ALLAREA,_T,1.06164
2006,France,PRIMAR,ALLAREA,_T,1.0004
2007,France,PRIMAR,ALLAREA,_T,1.00581
2013,Denmark,UPPSEC,ALLAREA,_T,1.14354
2014,Denmark,UPPSEC,ALLAREA,_T,1.07403
2014,Denmark,LOWSEC,ALLAREA,_T,1.00679
2014,Denmark,PRIMAR,ALLAREA,_T,1
2015,Denmark,PRIMAR,ALLAREA,_T,1
2015,Denmark,LOWSEC,ALLAREA,_T,1.01059
2015,Denmark,UPPSEC,ALLAREA,_T,1.1115
2016,Denmark,UPPSEC,ALLAREA,_T,1.10925
2016,Denmark,LOWSEC,ALLAREA,_T,1.01005
2016,Denmark,PRIMAR,ALLAREA,_T,1
2011,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.00845
2011,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.003
2011,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,1.00144
2012,Bosnia and Herzegovina,PRIMAR,ALLAREA,Q3,1.01929
2012,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00303
2012,Bosnia and Herzegovina,UPPSEC,ALLAREA,Q5,0.99224
2012,Bosnia and Herzegovina,UPPSEC,URBAN,Q3,0
2012,Bosnia and Herzegovina,UPPSEC,RURAL,_T,1.01019
2017,Denmark,PRIMAR,ALLAREA,_T,1
2017,Denmark,LOWSEC,ALLAREA,_T,1.00232
2017,Denmark,UPPSEC,ALLAREA,_T,1.1432
2018,Denmark,UPPSEC,ALLAREA,_T,1.13765
2018,Denmark,LOWSEC,ALLAREA,_T,1.00735
2018,Denmark,PRIMAR,ALLAREA,_T,1
2019,Denmark,PRIMAR,ALLAREA,_T,1
2019,Denmark,LOWSEC,ALLAREA,_T,1.00444
2019,Denmark,UPPSEC,ALLAREA,_T,1.10382
2020,Denmark,UPPSEC,ALLAREA,_T,1.10955
2010,Albania,PRIMAR,ALLAREA,_T,1.00716
2011,Albania,PRIMAR,ALLAREA,_T,1.00817
2011,Albania,LOWSEC,ALLAREA,_T,1.01246
2011,Albania,UPPSEC,ALLAREA,_T,0.9549
2012,Albania,UPPSEC,ALLAREA,_T,0.97755
2012,Albania,LOWSEC,ALLAREA,_T,1.01245
2012,Albania,PRIMAR,ALLAREA,_T,1.00817
2013,Albania,PRIMAR,ALLAREA,_T,1.00919
2013,Albania,LOWSEC,ALLAREA,_T,1.01244
2007,France,UPPSEC,ALLAREA,_T,1.06261
2007,France,LOWSEC,ALLAREA,_T,1.00294
2008,France,LOWSEC,ALLAREA,_T,1.00294
2008,France,UPPSEC,ALLAREA,_T,1.06136
2008,France,PRIMAR,ALLAREA,_T,0.99308
2009,France,PRIMAR,ALLAREA,_T,1.0005
2009,France,UPPSEC,ALLAREA,_T,1.06835
2009,France,LOWSEC,ALLAREA,_T,1.01213
2010,France,LOWSEC,ALLAREA,_T,1.00193
2010,France,UPPSEC,ALLAREA,_T,1.07039
2010,France,PRIMAR,ALLAREA,_T,0.9996
2011,France,PRIMAR,ALLAREA,_T,1.0029
2011,France,UPPSEC,ALLAREA,_T,1.06334
2011,France,LOWSEC,ALLAREA,_T,1.0182
2012,France,LOWSEC,ALLAREA,_T,1.0122
2012,France,UPPSEC,ALLAREA,_T,1.05773
2012,France,PRIMAR,ALLAREA,_T,1.0013
2013,France,PRIMAR,ALLAREA,_T,0.99749
2013,France,UPPSEC,ALLAREA,_T,1.04286
2013,France,LOWSEC,ALLAREA,_T,1.00293
2014,France,LOWSEC,ALLAREA,_T,1.00223
2014,France,UPPSEC,ALLAREA,_T,1.04068
2014,France,PRIMAR,ALLAREA,_T,1.0001
2015,France,PRIMAR,ALLAREA,_T,1.00846
2015,France,UPPSEC,ALLAREA,_T,1.03315
2015,France,LOWSEC,ALLAREA,_T,1.00182
2016,France,LOWSEC,ALLAREA,_T,1.00656
2016,France,UPPSEC,ALLAREA,_T,1.05554
2016,France,PRIMAR,ALLAREA,_T,0.9997
2017,France,PRIMAR,ALLAREA,_T,0.99739
2013,Albania,UPPSEC,ALLAREA,_T,1.00289
2014,Albania,UPPSEC,ALLAREA,_T,1.02195
2014,Albania,LOWSEC,ALLAREA,_T,1.01242
2014,Albania,PRIMAR,ALLAREA,_T,1.01021
2015,Albania,PRIMAR,ALLAREA,_T,1.01021
2015,Albania,LOWSEC,ALLAREA,_T,1.01344
2015,Albania,UPPSEC,ALLAREA,_T,1.03801
2016,Albania,UPPSEC,ALLAREA,_T,1.04551
2016,Albania,LOWSEC,ALLAREA,_T,1.01343
2017,France,UPPSEC,ALLAREA,_T,1.06375
2017,France,LOWSEC,ALLAREA,_T,1.01933
2018,France,LOWSEC,ALLAREA,_T,1.00656
2018,France,UPPSEC,ALLAREA,_T,1.0332
2018,France,PRIMAR,ALLAREA,_T,1.0001
2019,France,PRIMAR,ALLAREA,_T,0.99318
2019,France,UPPSEC,ALLAREA,_T,1.0649
2019,France,LOWSEC,ALLAREA,_T,1.00636
2020,France,LOWSEC,ALLAREA,_T,1.01497
2020,France,UPPSEC,ALLAREA,_T,1.07013
