Year,GeoAreaName,Education level,Location,Quantile,Value
2016,Republic of Moldova,UPPSEC,ALLAREA,_T,1.08333
2016,Republic of Moldova,PRIMAR,ALLAREA,_T,1.01005
2017,Republic of Moldova,PRIMAR,ALLAREA,_T,1.01005
2017,Republic of Moldova,UPPSEC,ALLAREA,_T,1.08413
2017,Republic of Moldova,LOWSEC,ALLAREA,_T,1.02999
2000,Montenegro,UPPSEC,ALLAREA,_T,1.03111
2000,Montenegro,PRIMAR,ALLAREA,_T,1.00305
2000,Montenegro,LOWSEC,ALLAREA,_T,0.99063
2001,Montenegro,LOWSEC,ALLAREA,_T,0.99168
2019,Luxembourg,LOWSEC,ALLAREA,_T,1.00805
2019,Luxembourg,PRIMAR,ALLAREA,_T,0.98872
2019,Luxembourg,UPPSEC,ALLAREA,_T,1.07028
2020,Luxembourg,UPPSEC,ALLAREA,_T,1.12436
2020,Luxembourg,PRIMAR,ALLAREA,_T,1.00767
2020,Luxembourg,LOWSEC,ALLAREA,_T,0.91967
2021,Luxembourg,LOWSEC,ALLAREA,_T,1.00908
2021,Luxembourg,PRIMAR,ALLAREA,_T,0.9928
2021,Luxembourg,UPPSEC,ALLAREA,_T,1.14797
2000,Malta,LOWSEC,ALLAREA,_T,1.001
2000,Malta,PRIMAR,ALLAREA,_T,1
2000,Malta,UPPSEC,ALLAREA,_T,1.08159
2001,Malta,UPPSEC,ALLAREA,_T,1.10241
2001,Malta,PRIMAR,ALLAREA,_T,1
2001,Malta,LOWSEC,ALLAREA,_T,1.001
2002,Malta,LOWSEC,ALLAREA,_T,1.001
2002,Malta,PRIMAR,ALLAREA,_T,1
2002,Malta,UPPSEC,ALLAREA,_T,1.11412
2003,Malta,UPPSEC,ALLAREA,_T,1.12963
2001,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2001,Montenegro,UPPSEC,ALLAREA,_T,1.03221
2002,Montenegro,UPPSEC,ALLAREA,_T,1.03608
2002,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2002,Montenegro,LOWSEC,ALLAREA,_T,0.99376
2003,Montenegro,LOWSEC,ALLAREA,_T,0.99376
2003,Montenegro,PRIMAR,ALLAREA,_T,1.00304
2003,Montenegro,UPPSEC,ALLAREA,_T,1.04125
2004,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2020,Norway,PRIMAR,ALLAREA,_T,1
2020,Norway,LOWSEC,ALLAREA,_T,1.00793
2021,Norway,LOWSEC,ALLAREA,_T,1
2021,Norway,PRIMAR,ALLAREA,_T,1.011
2021,Norway,UPPSEC,ALLAREA,_T,1.04827
2000,Poland,UPPSEC,ALLAREA,_T,1.03433
2000,Poland,PRIMAR,ALLAREA,_T,1
2000,Poland,LOWSEC,ALLAREA,_T,1.08742
2001,Poland,LOWSEC,ALLAREA,_T,1.08908
2015,Kazakhstan,LOWSEC,URBAN,Q4,0.99663
2015,Kazakhstan,PRIMAR,URBAN,Q4,1
2015,Kazakhstan,PRIMAR,URBAN,Q5,1.00738
2015,Kazakhstan,PRIMAR,URBAN,Q2,1
2015,Kazakhstan,PRIMAR,URBAN,Q1,1
2015,Kazakhstan,LOWSEC,RURAL,Q3,1
2015,Kazakhstan,LOWSEC,RURAL,_T,0.99586
2015,Kazakhstan,LOWSEC,RURAL,Q5,0
2003,Malta,PRIMAR,ALLAREA,_T,1
2003,Malta,LOWSEC,ALLAREA,_T,1.001
2004,Malta,LOWSEC,ALLAREA,_T,1.001
2004,Malta,PRIMAR,ALLAREA,_T,1
2004,Malta,UPPSEC,ALLAREA,_T,1.13701
2005,Malta,UPPSEC,ALLAREA,_T,1.14089
2005,Malta,PRIMAR,ALLAREA,_T,1
2005,Malta,LOWSEC,ALLAREA,_T,1.001
2006,Malta,LOWSEC,ALLAREA,_T,1.001
2006,Malta,PRIMAR,ALLAREA,_T,1
2006,Malta,UPPSEC,ALLAREA,_T,1.14309
2007,Malta,UPPSEC,ALLAREA,_T,1.15137
2007,Malta,PRIMAR,ALLAREA,_T,1
2007,Malta,LOWSEC,ALLAREA,_T,1.001
2008,Malta,LOWSEC,ALLAREA,_T,1.001
2008,Malta,PRIMAR,ALLAREA,_T,1
2008,Malta,UPPSEC,ALLAREA,_T,1.15806
2009,Malta,UPPSEC,ALLAREA,_T,1.16565
2009,Malta,PRIMAR,ALLAREA,_T,1
2009,Malta,LOWSEC,ALLAREA,_T,1.001
2010,Malta,LOWSEC,ALLAREA,_T,1.001
2010,Malta,PRIMAR,ALLAREA,_T,1
2010,Malta,UPPSEC,ALLAREA,_T,1.17134
2011,Malta,UPPSEC,ALLAREA,_T,1.17765
2011,Malta,PRIMAR,ALLAREA,_T,1
2011,Malta,LOWSEC,ALLAREA,_T,1.001
2012,Malta,LOWSEC,ALLAREA,_T,1.001
2012,Malta,PRIMAR,ALLAREA,_T,1
2012,Malta,UPPSEC,ALLAREA,_T,1.18131
2013,Malta,UPPSEC,ALLAREA,_T,1.18589
2013,Malta,PRIMAR,ALLAREA,_T,1
2013,Malta,LOWSEC,ALLAREA,_T,1.002
2014,Malta,LOWSEC,ALLAREA,_T,1.001
2014,Malta,PRIMAR,ALLAREA,_T,1
2014,Malta,UPPSEC,ALLAREA,_T,1.19048
2015,Malta,UPPSEC,ALLAREA,_T,1.1943
2001,Poland,PRIMAR,ALLAREA,_T,1
2001,Poland,UPPSEC,ALLAREA,_T,1.03529
2002,Poland,UPPSEC,ALLAREA,_T,1.03522
2002,Poland,PRIMAR,ALLAREA,_T,1
2002,Poland,LOWSEC,ALLAREA,_T,1.0887
2003,Poland,LOWSEC,ALLAREA,_T,1.08298
2003,Poland,PRIMAR,ALLAREA,_T,1.001
2003,Poland,UPPSEC,ALLAREA,_T,1.03617
2004,Poland,UPPSEC,ALLAREA,_T,1.03818
2015,Kazakhstan,LOWSEC,RURAL,Q4,0
2015,Kazakhstan,UPPSEC,URBAN,Q1,1.11225
2015,Kazakhstan,UPPSEC,URBAN,_T,1.03192
2015,Kazakhstan,PRIMAR,ALLAREA,Q1,1
2015,Kazakhstan,UPPSEC,ALLAREA,Q5,1.00887
2015,Kazakhstan,UPPSEC,URBAN,Q3,1.03474
2015,Kazakhstan,PRIMAR,ALLAREA,_T,1.00127
2015,Kazakhstan,UPPSEC,RURAL,Q1,0.99162
2015,Malta,PRIMAR,ALLAREA,_T,1
2015,Malta,LOWSEC,ALLAREA,_T,1.001
2016,Malta,LOWSEC,ALLAREA,_T,1.001
2016,Malta,PRIMAR,ALLAREA,_T,1
2016,Malta,UPPSEC,ALLAREA,_T,1.19949
2017,Malta,UPPSEC,ALLAREA,_T,1.20225
2017,Malta,PRIMAR,ALLAREA,_T,1
2017,Malta,LOWSEC,ALLAREA,_T,1.001
2018,Malta,LOWSEC,ALLAREA,_T,1.001
2004,Poland,PRIMAR,ALLAREA,_T,1.001
2004,Poland,LOWSEC,ALLAREA,_T,1.07419
2005,Poland,LOWSEC,ALLAREA,_T,1.06334
2005,Poland,PRIMAR,ALLAREA,_T,1.001
2005,Poland,UPPSEC,ALLAREA,_T,1.03911
2006,Poland,UPPSEC,ALLAREA,_T,1.04288
2006,Poland,PRIMAR,ALLAREA,_T,1.00341
2006,Poland,LOWSEC,ALLAREA,_T,1.01536
2007,Poland,LOWSEC,ALLAREA,_T,1.00953
2015,Kazakhstan,PRIMAR,URBAN,_T,1.00276
2015,Kazakhstan,LOWSEC,ALLAREA,Q1,0.99159
2015,Kazakhstan,LOWSEC,ALLAREA,Q4,0.99676
2015,Kazakhstan,UPPSEC,ALLAREA,Q3,1.03952
2015,Kazakhstan,UPPSEC,RURAL,Q3,1.04488
2015,Kazakhstan,UPPSEC,RURAL,Q2,0.97829
2015,Kazakhstan,UPPSEC,RURAL,_T,1.00101
2015,Kazakhstan,UPPSEC,ALLAREA,Q1,1.01066
2004,Montenegro,LOWSEC,ALLAREA,_T,0.99377
2004,Montenegro,UPPSEC,ALLAREA,_T,1.04615
2005,Montenegro,UPPSEC,ALLAREA,_T,1.00187
2005,Montenegro,LOWSEC,ALLAREA,_T,0.99213
2005,Montenegro,PRIMAR,ALLAREA,_T,1.01244
2006,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2006,Montenegro,LOWSEC,ALLAREA,_T,0.99585
2006,Montenegro,UPPSEC,ALLAREA,_T,1.05518
2007,Montenegro,UPPSEC,ALLAREA,_T,1.05423
2015,Kazakhstan,PRIMAR,ALLAREA,Q5,1.00689
2015,Kazakhstan,LOWSEC,URBAN,Q1,1
2015,Kazakhstan,PRIMAR,ALLAREA,Q4,1
2015,Kazakhstan,LOWSEC,URBAN,Q5,1.00164
2015,Kazakhstan,PRIMAR,URBAN,Q3,1
2015,Kazakhstan,LOWSEC,ALLAREA,Q3,1.0017
2015,Kazakhstan,UPPSEC,ALLAREA,Q2,0.97878
2015,Kazakhstan,PRIMAR,RURAL,Q1,1
2007,Montenegro,LOWSEC,ALLAREA,_T,0.99586
2007,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2008,Montenegro,PRIMAR,ALLAREA,_T,1.00304
2008,Montenegro,LOWSEC,ALLAREA,_T,0.9969
2008,Montenegro,UPPSEC,ALLAREA,_T,1.05202
2009,Montenegro,UPPSEC,ALLAREA,_T,1.04866
2009,Montenegro,LOWSEC,ALLAREA,_T,0.99793
2009,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2010,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2015,Kazakhstan,PRIMAR,RURAL,Q3,0.99469
2015,Kazakhstan,LOWSEC,RURAL,Q1,0.99021
2015,Kazakhstan,LOWSEC,URBAN,_T,0.99995
2015,Kazakhstan,PRIMAR,RURAL,_T,0.99999
2015,Kazakhstan,UPPSEC,ALLAREA,_T,1.02087
2015,Kazakhstan,UPPSEC,RURAL,Q4,0
2015,Kazakhstan,UPPSEC,URBAN,Q5,1.00647
2015,Kazakhstan,UPPSEC,URBAN,Q2,0.98108
2010,Montenegro,LOWSEC,ALLAREA,_T,1
2010,Montenegro,UPPSEC,ALLAREA,_T,1.04666
2011,Montenegro,UPPSEC,ALLAREA,_T,1.04596
2011,Montenegro,LOWSEC,ALLAREA,_T,1.00103
2011,Montenegro,PRIMAR,ALLAREA,_T,1.00203
2012,Montenegro,PRIMAR,ALLAREA,_T,1.00101
2012,Montenegro,LOWSEC,ALLAREA,_T,1.00206
2012,Montenegro,UPPSEC,ALLAREA,_T,1.04401
2013,Montenegro,PRIMAR,URBAN,Q1,0
2018,Malta,PRIMAR,ALLAREA,_T,1
2018,Malta,UPPSEC,ALLAREA,_T,1.20516
2000,Romania,LOWSEC,ALLAREA,_T,1.00738
2000,Romania,UPPSEC,ALLAREA,_T,0.96966
2000,Romania,PRIMAR,ALLAREA,_T,1
2001,Romania,PRIMAR,ALLAREA,_T,1.00101
2001,Romania,UPPSEC,ALLAREA,_T,0.96862
2001,Romania,LOWSEC,ALLAREA,_T,1.00737
2002,Romania,LOWSEC,ALLAREA,_T,1.0063
2002,Romania,UPPSEC,ALLAREA,_T,0.97027
2002,Romania,PRIMAR,ALLAREA,_T,1.00101
2003,Romania,PRIMAR,ALLAREA,_T,1.00101
2003,Romania,UPPSEC,ALLAREA,_T,0.96917
2003,Romania,LOWSEC,ALLAREA,_T,1.00524
2004,Romania,LOWSEC,ALLAREA,_T,1.00524
2004,Romania,UPPSEC,ALLAREA,_T,0.97326
2004,Romania,PRIMAR,ALLAREA,_T,1.00101
2005,Romania,PRIMAR,ALLAREA,_T,1.00101
2015,Kazakhstan,UPPSEC,RURAL,Q5,0
2015,Kazakhstan,UPPSEC,URBAN,Q4,1.05666
2015,Kazakhstan,LOWSEC,ALLAREA,Q5,1.00162
2015,Kazakhstan,PRIMAR,RURAL,Q5,0
2015,Kazakhstan,PRIMAR,RURAL,Q4,1
2015,Kazakhstan,LOWSEC,ALLAREA,Q2,0.99709
2015,Kazakhstan,UPPSEC,ALLAREA,Q4,1.0397
2015,Kazakhstan,LOWSEC,RURAL,Q2,0.99625
2007,Poland,PRIMAR,ALLAREA,_T,1.0013
2007,Poland,UPPSEC,ALLAREA,_T,1.0314
2008,Poland,UPPSEC,ALLAREA,_T,1.02943
2008,Poland,PRIMAR,ALLAREA,_T,1.0015
2008,Poland,LOWSEC,ALLAREA,_T,1.00274
2009,Poland,LOWSEC,ALLAREA,_T,1.01002
2009,Poland,PRIMAR,ALLAREA,_T,1.0009
2009,Poland,UPPSEC,ALLAREA,_T,1.03895
2010,Poland,UPPSEC,ALLAREA,_T,1.04972
2010,Poland,PRIMAR,ALLAREA,_T,1.0008
2005,Romania,UPPSEC,ALLAREA,_T,0.97733
2005,Romania,LOWSEC,ALLAREA,_T,1.00627
2006,Romania,LOWSEC,ALLAREA,_T,1.01196
2006,Romania,UPPSEC,ALLAREA,_T,1.00242
2006,Romania,PRIMAR,ALLAREA,_T,0.99543
2007,Romania,PRIMAR,ALLAREA,_T,1.01634
2007,Romania,UPPSEC,ALLAREA,_T,1.00909
2007,Romania,LOWSEC,ALLAREA,_T,1.01165
2008,Romania,LOWSEC,ALLAREA,_T,1.01268
2010,Poland,LOWSEC,ALLAREA,_T,1.01414
2011,Poland,LOWSEC,ALLAREA,_T,1.01182
2011,Poland,PRIMAR,ALLAREA,_T,1.0034
2011,Poland,UPPSEC,ALLAREA,_T,1.05499
2012,Poland,UPPSEC,ALLAREA,_T,1.06769
2012,Poland,PRIMAR,ALLAREA,_T,1.00301
2012,Poland,LOWSEC,ALLAREA,_T,1.01293
2013,Poland,LOWSEC,ALLAREA,_T,1.01015
2013,Poland,PRIMAR,ALLAREA,_T,0.9998
2013,Poland,UPPSEC,ALLAREA,_T,1.07407
2008,Romania,UPPSEC,ALLAREA,_T,1.01463
2008,Romania,PRIMAR,ALLAREA,_T,0.99817
2009,Romania,PRIMAR,ALLAREA,_T,1.00354
2009,Romania,UPPSEC,ALLAREA,_T,1.00127
2009,Romania,LOWSEC,ALLAREA,_T,1.00735
2010,Romania,LOWSEC,ALLAREA,_T,1.01973
2010,Romania,UPPSEC,ALLAREA,_T,1.00464
2010,Romania,PRIMAR,ALLAREA,_T,0.99288
2011,Romania,PRIMAR,ALLAREA,_T,1.00733
2011,Romania,UPPSEC,ALLAREA,_T,1.02077
2015,Kazakhstan,PRIMAR,ALLAREA,Q3,0.99727
2015,Kazakhstan,LOWSEC,URBAN,Q3,1.00294
2015,Kazakhstan,PRIMAR,ALLAREA,Q2,1.00258
2015,Kazakhstan,LOWSEC,URBAN,Q2,1
2015,Kazakhstan,PRIMAR,RURAL,Q2,1.00313
2016,Kazakhstan,PRIMAR,ALLAREA,_T,1.001
2016,Kazakhstan,UPPSEC,ALLAREA,_T,1.00513
2016,Kazakhstan,LOWSEC,ALLAREA,_T,1.00201
2014,Poland,UPPSEC,ALLAREA,_T,1.06289
2014,Poland,PRIMAR,ALLAREA,_T,1.0005
2014,Poland,LOWSEC,ALLAREA,_T,1.01376
2015,Poland,LOWSEC,ALLAREA,_T,1.01162
2015,Poland,PRIMAR,ALLAREA,_T,0.9981
2015,Poland,UPPSEC,ALLAREA,_T,1.04652
2016,Poland,UPPSEC,ALLAREA,_T,1.03486
2016,Poland,PRIMAR,ALLAREA,_T,0.99699
2016,Poland,LOWSEC,ALLAREA,_T,1.00132
2017,Poland,LOWSEC,ALLAREA,_T,1.00182
2017,Poland,UPPSEC,ALLAREA,_T,1.03004
2017,Poland,PRIMAR,ALLAREA,_T,1.00351
2018,Poland,PRIMAR,ALLAREA,_T,1.00283
2018,Poland,UPPSEC,ALLAREA,_T,1.04322
2018,Poland,LOWSEC,ALLAREA,_T,1.00506
2019,Poland,LOWSEC,ALLAREA,_T,1.0102
2019,Poland,UPPSEC,ALLAREA,_T,1.04589
2019,Poland,PRIMAR,ALLAREA,_T,1.02662
2020,Poland,PRIMAR,ALLAREA,_T,1.09232
2020,Poland,UPPSEC,ALLAREA,_T,1.0248
2017,Kazakhstan,LOWSEC,ALLAREA,_T,1.002
2017,Kazakhstan,UPPSEC,ALLAREA,_T,1.00512
2017,Kazakhstan,PRIMAR,ALLAREA,_T,1.001
2018,Kazakhstan,PRIMAR,ALLAREA,_T,1.001
2018,Kazakhstan,UPPSEC,ALLAREA,_T,1.00409
2018,Kazakhstan,LOWSEC,ALLAREA,_T,1.002
2019,Kazakhstan,LOWSEC,ALLAREA,_T,1.001
2019,Kazakhstan,UPPSEC,ALLAREA,_T,1.00408
2019,Kazakhstan,PRIMAR,ALLAREA,_T,1.001
2020,Poland,LOWSEC,ALLAREA,_T,1.01537
2021,Poland,LOWSEC,ALLAREA,_T,1.0114
2021,Poland,UPPSEC,ALLAREA,_T,1.02956
2021,Poland,PRIMAR,ALLAREA,_T,1.01151
2000,Portugal,PRIMAR,ALLAREA,_T,1.001
2000,Portugal,UPPSEC,ALLAREA,_T,1.28327
2000,Portugal,LOWSEC,ALLAREA,_T,1.12927
2001,Portugal,LOWSEC,ALLAREA,_T,1.12664
2001,Portugal,UPPSEC,ALLAREA,_T,1.28598
2011,Romania,LOWSEC,ALLAREA,_T,1.0082
2012,Romania,LOWSEC,ALLAREA,_T,0.99979
2012,Romania,UPPSEC,ALLAREA,_T,1.02626
2012,Romania,PRIMAR,ALLAREA,_T,1.0026
2013,Romania,PRIMAR,ALLAREA,_T,0.99607
2013,Romania,UPPSEC,ALLAREA,_T,1.0255
2013,Romania,LOWSEC,ALLAREA,_T,1.00822
2014,Romania,LOWSEC,ALLAREA,_T,1.00811
2014,Romania,UPPSEC,ALLAREA,_T,1.03623
2014,Romania,PRIMAR,ALLAREA,_T,0.99014
2001,Portugal,PRIMAR,ALLAREA,_T,1.001
2002,Portugal,PRIMAR,ALLAREA,_T,1.001
2002,Portugal,UPPSEC,ALLAREA,_T,1.28288
2002,Portugal,LOWSEC,ALLAREA,_T,1.12397
2003,Portugal,LOWSEC,ALLAREA,_T,1.12646
2003,Portugal,UPPSEC,ALLAREA,_T,1.28496
2003,Portugal,PRIMAR,ALLAREA,_T,1.001
2004,Portugal,PRIMAR,ALLAREA,_T,1.001
2004,Portugal,UPPSEC,ALLAREA,_T,1.28497
2004,Portugal,LOWSEC,ALLAREA,_T,1.12704
2005,Portugal,LOWSEC,ALLAREA,_T,1.125
2005,Portugal,UPPSEC,ALLAREA,_T,1.28547
2005,Portugal,PRIMAR,ALLAREA,_T,1.001
2006,Portugal,PRIMAR,ALLAREA,_T,1.00161
2006,Portugal,UPPSEC,ALLAREA,_T,1.31336
2006,Portugal,LOWSEC,ALLAREA,_T,1.12473
2007,Portugal,LOWSEC,ALLAREA,_T,1.07691
2007,Portugal,UPPSEC,ALLAREA,_T,1.22953
2007,Portugal,PRIMAR,ALLAREA,_T,0.99749
2008,Portugal,PRIMAR,ALLAREA,_T,1.00661
2008,Portugal,UPPSEC,ALLAREA,_T,1.28674
2008,Portugal,LOWSEC,ALLAREA,_T,1.12056
2009,Portugal,LOWSEC,ALLAREA,_T,1.10201
2009,Portugal,UPPSEC,ALLAREA,_T,1.15153
2009,Portugal,PRIMAR,ALLAREA,_T,1.00221
2010,Portugal,PRIMAR,ALLAREA,_T,0.9982
2010,Portugal,UPPSEC,ALLAREA,_T,1.11329
2010,Portugal,LOWSEC,ALLAREA,_T,1.10881
2013,Montenegro,PRIMAR,URBAN,Q5,1
2013,Montenegro,LOWSEC,ALLAREA,Q3,1.01212
2013,Montenegro,PRIMAR,URBAN,Q4,1
2013,Montenegro,PRIMAR,URBAN,Q2,0
2013,Montenegro,PRIMAR,URBAN,Q3,1
2013,Montenegro,LOWSEC,URBAN,Q1,0
2013,Montenegro,LOWSEC,URBAN,Q2,1
2013,Montenegro,PRIMAR,ALLAREA,Q5,1
2011,Portugal,LOWSEC,ALLAREA,_T,1.05518
2011,Portugal,UPPSEC,ALLAREA,_T,1.18685
2011,Portugal,PRIMAR,ALLAREA,_T,1.00544
2012,Portugal,PRIMAR,ALLAREA,_T,1.00361
2012,Portugal,UPPSEC,ALLAREA,_T,1.2274
2012,Portugal,LOWSEC,ALLAREA,_T,1.05078
2013,Portugal,LOWSEC,ALLAREA,_T,1.02809
2013,Portugal,UPPSEC,ALLAREA,_T,1.20165
2013,Portugal,PRIMAR,ALLAREA,_T,0.99899
2014,Portugal,PRIMAR,ALLAREA,_T,1.0013
2013,Montenegro,PRIMAR,ALLAREA,Q3,1
2013,Montenegro,PRIMAR,ALLAREA,Q2,1
2013,Montenegro,LOWSEC,RURAL,Q3,0
2013,Montenegro,UPPSEC,ALLAREA,_T,1.03747
2013,Montenegro,UPPSEC,ALLAREA,Q2,1.20667
2013,Montenegro,UPPSEC,ALLAREA,Q1,1.08767
2013,Montenegro,LOWSEC,ALLAREA,_T,1.00618
2013,Montenegro,LOWSEC,URBAN,Q5,1
2020,Kazakhstan,PRIMAR,ALLAREA,_T,1.001
2020,Kazakhstan,UPPSEC,ALLAREA,_T,1.00407
2020,Kazakhstan,LOWSEC,ALLAREA,_T,1.002
2000,Kyrgyzstan,LOWSEC,ALLAREA,_T,1.00306
2000,Kyrgyzstan,PRIMAR,ALLAREA,_T,1.00301
2000,Kyrgyzstan,UPPSEC,ALLAREA,_T,1.0205
2001,Kyrgyzstan,UPPSEC,ALLAREA,_T,1.01802
2001,Kyrgyzstan,PRIMAR,ALLAREA,_T,1.00301
2001,Kyrgyzstan,LOWSEC,ALLAREA,_T,1.00306
2014,Portugal,UPPSEC,ALLAREA,_T,1.15395
2014,Portugal,LOWSEC,ALLAREA,_T,1.02885
2015,Portugal,LOWSEC,ALLAREA,_T,1.02447
2015,Portugal,UPPSEC,ALLAREA,_T,1.14831
2015,Portugal,PRIMAR,ALLAREA,_T,0.9984
2016,Portugal,PRIMAR,ALLAREA,_T,1.0041
2016,Portugal,UPPSEC,ALLAREA,_T,1.11489
2016,Portugal,LOWSEC,ALLAREA,_T,1.03269
2017,Portugal,LOWSEC,ALLAREA,_T,1.03998
2017,Portugal,UPPSEC,ALLAREA,_T,1.10005
2002,Kyrgyzstan,LOWSEC,ALLAREA,_T,1.00306
2002,Kyrgyzstan,PRIMAR,ALLAREA,_T,1.00301
2002,Kyrgyzstan,UPPSEC,ALLAREA,_T,1.0167
2003,Kyrgyzstan,UPPSEC,ALLAREA,_T,1.01435
2003,Kyrgyzstan,PRIMAR,ALLAREA,_T,1.00301
2003,Kyrgyzstan,LOWSEC,ALLAREA,_T,1.00306
2004,Kyrgyzstan,LOWSEC,ALLAREA,_T,1.00408
2004,Kyrgyzstan,PRIMAR,ALLAREA,_T,1.00402
2004,Kyrgyzstan,UPPSEC,ALLAREA,_T,1.01098
2005,Kyrgyzstan,UPPSEC,ALLAREA,_T,1.00765
2005,Kyrgyzstan,PRIMAR,ALLAREA,_T,1.00402
2005,Kyrgyzstan,LOWSEC,ALLAREA,_T,1.00408
2006,Kyrgyzstan,LOWSEC,ALLAREA,_T,1.01498
2006,Kyrgyzstan,PRIMAR,URBAN,Q3,1.00872
2006,Kyrgyzstan,LOWSEC,URBAN,Q1,1.02231
2006,Kyrgyzstan,PRIMAR,ALLAREA,Q4,1.014
2006,Kyrgyzstan,LOWSEC,ALLAREA,Q3,0.9972
2015,Romania,PRIMAR,ALLAREA,_T,0.99294
2015,Romania,UPPSEC,ALLAREA,_T,1.00831
2015,Romania,LOWSEC,ALLAREA,_T,0.98657
2016,Romania,LOWSEC,ALLAREA,_T,0.99296
2016,Romania,UPPSEC,ALLAREA,_T,0.97036
2016,Romania,PRIMAR,ALLAREA,_T,0.99646
2017,Romania,PRIMAR,ALLAREA,_T,0.99878
2017,Romania,UPPSEC,ALLAREA,_T,0.99446
2017,Romania,LOWSEC,ALLAREA,_T,1.00188
2018,Romania,LOWSEC,ALLAREA,_T,1.00661
2018,Romania,UPPSEC,ALLAREA,_T,1.00311
2018,Romania,PRIMAR,ALLAREA,_T,1.01351
2019,Romania,PRIMAR,ALLAREA,_T,1.01114
2019,Romania,UPPSEC,ALLAREA,_T,0.97192
2019,Romania,LOWSEC,ALLAREA,_T,0.9967
2020,Romania,LOWSEC,ALLAREA,_T,1.00393
2020,Romania,UPPSEC,ALLAREA,_T,0.96898
2020,Romania,PRIMAR,ALLAREA,_T,1.00222
2021,Romania,PRIMAR,ALLAREA,_T,0.99446
2021,Romania,UPPSEC,ALLAREA,_T,0.99845
2017,Portugal,PRIMAR,ALLAREA,_T,1.0024
2018,Portugal,PRIMAR,ALLAREA,_T,1.002
2018,Portugal,UPPSEC,ALLAREA,_T,1.08846
2018,Portugal,LOWSEC,ALLAREA,_T,1.03127
2019,Portugal,LOWSEC,ALLAREA,_T,1.01383
2019,Portugal,UPPSEC,ALLAREA,_T,1.103
2019,Portugal,PRIMAR,ALLAREA,_T,1.0044
2020,Portugal,PRIMAR,ALLAREA,_T,1.0001
2020,Portugal,UPPSEC,ALLAREA,_T,1.1242
2020,Portugal,LOWSEC,ALLAREA,_T,1.0197
2006,Kyrgyzstan,PRIMAR,RURAL,Q5,0
2006,Kyrgyzstan,PRIMAR,URBAN,Q4,1.02763
2006,Kyrgyzstan,PRIMAR,URBAN,Q5,0.99958
2006,Kyrgyzstan,PRIMAR,RURAL,Q2,1.00172
2006,Kyrgyzstan,LOWSEC,RURAL,_T,1.01726
2006,Kyrgyzstan,LOWSEC,RURAL,Q5,0
2006,Kyrgyzstan,LOWSEC,RURAL,Q4,1.04928
2006,Kyrgyzstan,UPPSEC,RURAL,_T,0.97964
2013,Montenegro,LOWSEC,URBAN,Q4,0.97664
2013,Montenegro,LOWSEC,URBAN,Q3,1
2013,Montenegro,PRIMAR,ALLAREA,Q4,1
2013,Montenegro,PRIMAR,RURAL,Q2,0
2013,Montenegro,LOWSEC,RURAL,Q2,0
2013,Montenegro,LOWSEC,RURAL,Q1,1.01879
2013,Montenegro,LOWSEC,RURAL,_T,1.01223
2013,Montenegro,PRIMAR,ALLAREA,_T,0.99801
2021,Portugal,LOWSEC,ALLAREA,_T,1.00273
2021,Portugal,UPPSEC,ALLAREA,_T,1.05519
2021,Portugal,PRIMAR,ALLAREA,_T,1
2000,Slovakia,LOWSEC,ALLAREA,_T,1
2000,Slovakia,PRIMAR,ALLAREA,_T,1
2000,Slovakia,UPPSEC,ALLAREA,_T,1.01036
2001,Slovakia,UPPSEC,ALLAREA,_T,1.00934
2001,Slovakia,PRIMAR,ALLAREA,_T,1
2001,Slovakia,LOWSEC,ALLAREA,_T,1
2006,Kyrgyzstan,UPPSEC,RURAL,Q3,0.86585
2006,Kyrgyzstan,UPPSEC,RURAL,Q2,0.96414
2006,Kyrgyzstan,UPPSEC,ALLAREA,Q4,1.00999
2006,Kyrgyzstan,LOWSEC,ALLAREA,Q1,0.99937
2006,Kyrgyzstan,PRIMAR,URBAN,_T,1.01037
2006,Kyrgyzstan,PRIMAR,ALLAREA,Q1,1.00286
2006,Kyrgyzstan,UPPSEC,URBAN,Q1,1.22639
2006,Kyrgyzstan,UPPSEC,URBAN,_T,1.09571
2006,Kyrgyzstan,UPPSEC,URBAN,Q3,1.23902
2006,Kyrgyzstan,UPPSEC,URBAN,Q2,1.09042
2006,Kyrgyzstan,UPPSEC,ALLAREA,_T,1.04901
2006,Kyrgyzstan,UPPSEC,ALLAREA,Q2,0.99062
2006,Kyrgyzstan,UPPSEC,ALLAREA,Q1,1.10745
2006,Kyrgyzstan,LOWSEC,URBAN,Q5,1.02662
2006,Kyrgyzstan,PRIMAR,ALLAREA,Q5,0.99963
2006,Kyrgyzstan,LOWSEC,URBAN,Q4,0.97105
2006,Kyrgyzstan,PRIMAR,URBAN,Q1,1
2006,Kyrgyzstan,PRIMAR,URBAN,Q2,1.00372
2006,Kyrgyzstan,UPPSEC,ALLAREA,Q3,0.95245
2006,Kyrgyzstan,LOWSEC,ALLAREA,Q2,1.01559
2006,Kyrgyzstan,PRIMAR,RURAL,Q4,1
