Year,GeoAreaName,Type of renewable technology,Value
2018,North Macedonia,BIOENERGY,0
2018,North Macedonia,ALL,8.33
2018,North Macedonia,MARINE,0
2018,North Macedonia,MULTIPLE,0
2019,North Macedonia,ALL,0
2015,Turkmenistan,GEOTHERMAL,0
2015,Turkmenistan,HYDROPOWER,0
2015,Turkmenistan,WIND,0
2015,Turkmenistan,MARINE,0
2015,Turkmenistan,SOLAR,0.11
2018,Kosovo,SOLAR,0.02
2018,Kosovo,MARINE,0
2019,Kosovo,MARINE,0
2019,Kosovo,SOLAR,0.03
2019,Kosovo,MULTIPLE,87.93
2019,North Macedonia,BIOENERGY,0
2019,North Macedonia,WIND,0
2019,North Macedonia,GEOTHERMAL,0
2019,North Macedonia,SOLAR,0
2019,North Macedonia,MULTIPLE,0
2019,North Macedonia,MARINE,0
2019,North Macedonia,HYDROPOWER,0
2020,North Macedonia,HYDROPOWER,0
2020,North Macedonia,MULTIPLE,0
2020,North Macedonia,MARINE,0
2015,Turkmenistan,MULTIPLE,0.02
2016,Turkmenistan,BIOENERGY,0
2016,Turkmenistan,ALL,0.08
2016,Turkmenistan,MULTIPLE,0.06
2016,Turkmenistan,SOLAR,0.02
2019,Kosovo,GEOTHERMAL,0
2019,Kosovo,WIND,0
2019,Kosovo,HYDROPOWER,0
2019,Kosovo,BIOENERGY,0
2019,Kosovo,ALL,87.96
2020,North Macedonia,SOLAR,7.4
2020,North Macedonia,GEOTHERMAL,7.4
2020,North Macedonia,WIND,0
2020,North Macedonia,BIOENERGY,7.12
2020,North Macedonia,ALL,21.92
2021,North Macedonia,MULTIPLE,0.07
2021,North Macedonia,ALL,39.28
2021,North Macedonia,MARINE,0
2021,North Macedonia,BIOENERGY,0
2021,North Macedonia,GEOTHERMAL,0
2016,Turkmenistan,WIND,0
2016,Turkmenistan,HYDROPOWER,0
2016,Turkmenistan,GEOTHERMAL,0
2016,Turkmenistan,MARINE,0
2017,Turkmenistan,MARINE,0
2020,Kosovo,SOLAR,0.02
2020,Kosovo,MARINE,0
2020,Kosovo,WIND,0
2020,Kosovo,ALL,0.02
2020,Kosovo,MULTIPLE,0
2020,Kosovo,GEOTHERMAL,0
2020,Kosovo,BIOENERGY,0
2020,Kosovo,HYDROPOWER,0
2021,Kosovo,SOLAR,0.07
2021,Kosovo,WIND,0
2017,Turkmenistan,ALL,0.06
2017,Turkmenistan,BIOENERGY,0
2017,Turkmenistan,GEOTHERMAL,0
2017,Turkmenistan,SOLAR,0
2017,Turkmenistan,MULTIPLE,0.06
2017,Turkmenistan,HYDROPOWER,0
2017,Turkmenistan,WIND,0
2018,Turkmenistan,HYDROPOWER,0
2018,Turkmenistan,GEOTHERMAL,0
2018,Turkmenistan,MULTIPLE,0
2018,Turkmenistan,WIND,0
2018,Turkmenistan,SOLAR,0
2018,Turkmenistan,BIOENERGY,0
2018,Turkmenistan,ALL,0
2018,Turkmenistan,MARINE,0
2019,Turkmenistan,ALL,0.04
2019,Turkmenistan,BIOENERGY,0
2019,Turkmenistan,HYDROPOWER,0
2019,Turkmenistan,SOLAR,0
2019,Turkmenistan,WIND,0
2021,Kosovo,MULTIPLE,0
2021,Kosovo,BIOENERGY,0
2021,Kosovo,GEOTHERMAL,0
2021,Kosovo,MARINE,0
2021,Kosovo,HYDROPOWER,0
2019,Turkmenistan,MULTIPLE,0.04
2019,Turkmenistan,GEOTHERMAL,0
2019,Turkmenistan,MARINE,0
2020,Turkmenistan,WIND,0
2020,Turkmenistan,SOLAR,0
2021,Kosovo,ALL,0.07
2000,Kyrgyzstan,MARINE,0
2000,Kyrgyzstan,MULTIPLE,8.71
2000,Kyrgyzstan,GEOTHERMAL,0
2000,Kyrgyzstan,HYDROPOWER,0
2020,Turkmenistan,MULTIPLE,0
2020,Turkmenistan,HYDROPOWER,0
2020,Turkmenistan,MARINE,0
2020,Turkmenistan,GEOTHERMAL,0
2020,Turkmenistan,BIOENERGY,0
2000,Kyrgyzstan,WIND,0
2000,Kyrgyzstan,ALL,8.71
2000,Kyrgyzstan,BIOENERGY,0
2000,Kyrgyzstan,SOLAR,0
2001,Kyrgyzstan,GEOTHERMAL,0
2020,Turkmenistan,ALL,0
2021,Turkmenistan,GEOTHERMAL,0
2021,Turkmenistan,MARINE,0
2021,Turkmenistan,HYDROPOWER,0
2021,Turkmenistan,SOLAR,0
2001,Kyrgyzstan,BIOENERGY,0
2001,Kyrgyzstan,MULTIPLE,0
2001,Kyrgyzstan,MARINE,0
2001,Kyrgyzstan,SOLAR,0
2001,Kyrgyzstan,HYDROPOWER,0
2001,Kyrgyzstan,ALL,0
2001,Kyrgyzstan,WIND,0
2002,Kyrgyzstan,BIOENERGY,0
2002,Kyrgyzstan,ALL,0
2002,Kyrgyzstan,GEOTHERMAL,0
2002,Kyrgyzstan,MULTIPLE,0
2002,Kyrgyzstan,WIND,0
2002,Kyrgyzstan,MARINE,0
2002,Kyrgyzstan,HYDROPOWER,0
2002,Kyrgyzstan,SOLAR,0
2003,Kyrgyzstan,MARINE,0
2003,Kyrgyzstan,GEOTHERMAL,0
2003,Kyrgyzstan,SOLAR,0
2003,Kyrgyzstan,HYDROPOWER,0
2003,Kyrgyzstan,WIND,0
2003,Kyrgyzstan,MULTIPLE,0
2003,Kyrgyzstan,BIOENERGY,0
2003,Kyrgyzstan,ALL,0
2004,Kyrgyzstan,WIND,0
2004,Kyrgyzstan,SOLAR,0
2004,Kyrgyzstan,MULTIPLE,0.05
2004,Kyrgyzstan,ALL,0.05
2004,Kyrgyzstan,BIOENERGY,0
2004,Kyrgyzstan,GEOTHERMAL,0
2004,Kyrgyzstan,MARINE,0
2004,Kyrgyzstan,HYDROPOWER,0
2005,Kyrgyzstan,SOLAR,0
2005,Kyrgyzstan,HYDROPOWER,0
2005,Kyrgyzstan,WIND,0
2005,Kyrgyzstan,BIOENERGY,0
2005,Kyrgyzstan,ALL,0
2005,Kyrgyzstan,MULTIPLE,0
2005,Kyrgyzstan,MARINE,0
2005,Kyrgyzstan,GEOTHERMAL,0
2006,Kyrgyzstan,GEOTHERMAL,0
2006,Kyrgyzstan,MULTIPLE,0
2006,Kyrgyzstan,WIND,0
2006,Kyrgyzstan,SOLAR,0
2006,Kyrgyzstan,HYDROPOWER,0
2006,Kyrgyzstan,ALL,0
2006,Kyrgyzstan,BIOENERGY,0
2006,Kyrgyzstan,MARINE,0
2007,Kyrgyzstan,ALL,0
2007,Kyrgyzstan,MARINE,0
2007,Kyrgyzstan,GEOTHERMAL,0
2007,Kyrgyzstan,BIOENERGY,0
2007,Kyrgyzstan,HYDROPOWER,0
2007,Kyrgyzstan,MULTIPLE,0
2007,Kyrgyzstan,SOLAR,0
2007,Kyrgyzstan,WIND,0
2008,Kyrgyzstan,ALL,0.41
2008,Kyrgyzstan,GEOTHERMAL,0
2008,Kyrgyzstan,MARINE,0
2008,Kyrgyzstan,MULTIPLE,0.38
2008,Kyrgyzstan,SOLAR,0
2008,Kyrgyzstan,HYDROPOWER,0.03
2008,Kyrgyzstan,WIND,0
2008,Kyrgyzstan,BIOENERGY,0
2009,Kyrgyzstan,HYDROPOWER,0
2009,Kyrgyzstan,ALL,0.17
2009,Kyrgyzstan,GEOTHERMAL,0
2009,Kyrgyzstan,MULTIPLE,0.17
2009,Kyrgyzstan,MARINE,0
2009,Kyrgyzstan,BIOENERGY,0
2009,Kyrgyzstan,WIND,0
2009,Kyrgyzstan,SOLAR,0
2010,Kyrgyzstan,SOLAR,0
2010,Kyrgyzstan,BIOENERGY,0.03
2010,Kyrgyzstan,MULTIPLE,1.41
2010,Kyrgyzstan,GEOTHERMAL,0
2010,Kyrgyzstan,ALL,1.48
2010,Kyrgyzstan,MARINE,0
2010,Kyrgyzstan,HYDROPOWER,0.05
2010,Kyrgyzstan,WIND,0
2011,Kyrgyzstan,WIND,0
2011,Kyrgyzstan,HYDROPOWER,0.06
2011,Kyrgyzstan,MARINE,0
2011,Kyrgyzstan,GEOTHERMAL,0
2011,Kyrgyzstan,ALL,25.01
2011,Kyrgyzstan,MULTIPLE,24.95
2011,Kyrgyzstan,BIOENERGY,0
2011,Kyrgyzstan,SOLAR,0
2012,Kyrgyzstan,HYDROPOWER,0.62
2012,Kyrgyzstan,WIND,0
2012,Kyrgyzstan,SOLAR,0
2012,Kyrgyzstan,BIOENERGY,0
2012,Kyrgyzstan,MULTIPLE,0
2012,Kyrgyzstan,ALL,0.62
2012,Kyrgyzstan,MARINE,0
2012,Kyrgyzstan,GEOTHERMAL,0
2013,Kyrgyzstan,MULTIPLE,0.35
2013,Kyrgyzstan,SOLAR,0
2013,Kyrgyzstan,WIND,0
2013,Kyrgyzstan,HYDROPOWER,13.86
2013,Kyrgyzstan,ALL,14.2
2013,Kyrgyzstan,BIOENERGY,0
2013,Kyrgyzstan,GEOTHERMAL,0
2013,Kyrgyzstan,MARINE,0
2014,Kyrgyzstan,GEOTHERMAL,0
2014,Kyrgyzstan,HYDROPOWER,0
2014,Kyrgyzstan,MULTIPLE,0
2014,Kyrgyzstan,WIND,0
2014,Kyrgyzstan,BIOENERGY,0
2014,Kyrgyzstan,ALL,0
2014,Kyrgyzstan,MARINE,0
2014,Kyrgyzstan,SOLAR,0
2015,Kyrgyzstan,GEOTHERMAL,0
2015,Kyrgyzstan,ALL,0.02
2015,Kyrgyzstan,MULTIPLE,0
2015,Kyrgyzstan,HYDROPOWER,0.02
2015,Kyrgyzstan,SOLAR,0
2015,Kyrgyzstan,WIND,0
2015,Kyrgyzstan,MARINE,0
2015,Kyrgyzstan,BIOENERGY,0
2016,Kyrgyzstan,MARINE,0
2016,Kyrgyzstan,ALL,39.26
2016,Kyrgyzstan,GEOTHERMAL,0
2016,Kyrgyzstan,HYDROPOWER,39.26
2016,Kyrgyzstan,MULTIPLE,0.01
2016,Kyrgyzstan,WIND,0
2016,Kyrgyzstan,SOLAR,0
2016,Kyrgyzstan,BIOENERGY,0
2017,Kyrgyzstan,MULTIPLE,0.05
2017,Kyrgyzstan,HYDROPOWER,1.16
2017,Kyrgyzstan,GEOTHERMAL,0
2017,Kyrgyzstan,ALL,1.28
2021,Turkmenistan,WIND,0
2021,Turkmenistan,ALL,0.03
2021,Turkmenistan,BIOENERGY,0
2021,Turkmenistan,MULTIPLE,0.03
2021,North Macedonia,SOLAR,27.94
2021,North Macedonia,WIND,11.27
2021,North Macedonia,HYDROPOWER,0
2021,North Macedonia,HYDROPOWER,0
