Year,GeoAreaName,Migratory status,Sex,Value
2010,Italy,NONMIG,FEMALE,0
2010,Italy,NONMIG,BOTHSEX,0
2005,Spain,_T,FEMALE,2955
2005,Spain,_T,BOTHSEX,5999
2006,Spain,_T,FEMALE,2918
2006,Spain,_T,MALE,7966
2006,Spain,_T,BOTHSEX,5868
2007,Spain,_T,MALE,7796
2007,Spain,_T,FEMALE,2960
2007,Spain,_T,BOTHSEX,5748
2010,Italy,NONMIG,MALE,0
2011,Italy,NONMIG,FEMALE,0
2011,Italy,_T,FEMALE,1116.3
2011,Italy,NONMIG,BOTHSEX,0
2011,Italy,NONMIG,MALE,0
2011,Italy,_T,MALE,2208.68
2000,Azerbaijan,_T,BOTHSEX,14
2001,Azerbaijan,_T,BOTHSEX,9
2001,Azerbaijan,_T,FEMALE,1
2001,Azerbaijan,_T,MALE,15
2002,Azerbaijan,_T,FEMALE,4
2002,Azerbaijan,_T,BOTHSEX,12
2002,Azerbaijan,_T,MALE,17
2003,Azerbaijan,_T,BOTHSEX,16
2008,Spain,_T,FEMALE,2799
2008,Spain,_T,MALE,6801
2008,Spain,_T,BOTHSEX,5055
2009,Spain,_T,MALE,5505.3
2009,Spain,_T,FEMALE,2430.19
2009,Spain,_T,BOTHSEX,4121.03
2010,Spain,_T,BOTHSEX,3861.11
2011,Italy,_T,BOTHSEX,1768.71
2012,Italy,_T,FEMALE,998.81
2012,Italy,_T,BOTHSEX,1569.36
2012,Italy,_T,MALE,1970.86
2012,Italy,NONMIG,FEMALE,0
2012,Italy,NONMIG,MALE,0
2003,Azerbaijan,_T,FEMALE,0.8
2003,Azerbaijan,_T,MALE,29
2004,Azerbaijan,_T,MALE,34
2004,Azerbaijan,_T,BOTHSEX,19
2004,Azerbaijan,_T,FEMALE,4
2005,Azerbaijan,_T,MALE,27
2005,Azerbaijan,_T,BOTHSEX,15
2005,Azerbaijan,_T,FEMALE,2
2010,Spain,_T,FEMALE,2317.1
2010,Spain,_T,MALE,5159.96
2011,Spain,NONMIG,BOTHSEX,3242.15
2011,Spain,_T,BOTHSEX,3205.83
2011,Spain,_T,MALE,4251.36
2011,Spain,_T,FEMALE,1983.47
2006,Azerbaijan,_T,BOTHSEX,20
2006,Azerbaijan,_T,FEMALE,2
2006,Azerbaijan,_T,MALE,36
2007,Azerbaijan,_T,MALE,37
2007,Azerbaijan,_T,BOTHSEX,20
2007,Azerbaijan,_T,FEMALE,2
2008,Azerbaijan,_T,BOTHSEX,21
2008,Azerbaijan,_T,MALE,39
2012,Italy,NONMIG,BOTHSEX,0
2013,Italy,_T,BOTHSEX,1469.23
2013,Italy,NONMIG,MALE,0
2013,Italy,_T,FEMALE,952.46
2013,Italy,NONMIG,FEMALE,0
2013,Italy,NONMIG,BOTHSEX,0
2011,Spain,NONMIG,MALE,4245.15
2011,Spain,NONMIG,FEMALE,2044.37
2012,Spain,NONMIG,MALE,3432.07
2012,Spain,_T,FEMALE,1612.43
2012,Spain,NONMIG,BOTHSEX,2600.52
2012,Spain,_T,MALE,3437.8
2008,Azerbaijan,_T,FEMALE,3
2016,Azerbaijan,_T,MALE,19
2016,Azerbaijan,_T,BOTHSEX,12
2016,Azerbaijan,_T,FEMALE,2
2017,Azerbaijan,_T,FEMALE,3
2017,Azerbaijan,_T,MALE,11
2017,Azerbaijan,_T,BOTHSEX,8
2012,Spain,NONMIG,FEMALE,1664.5
2012,Spain,_T,BOTHSEX,2570.27
2013,Spain,NONMIG,BOTHSEX,2623.32
2013,Spain,NONMIG,MALE,3377.47
2013,Spain,_T,FEMALE,1710.26
2013,Spain,NONMIG,FEMALE,1777.4
2018,Azerbaijan,_T,FEMALE,1
2018,Azerbaijan,_T,MALE,15
2018,Azerbaijan,_T,BOTHSEX,9
2019,Azerbaijan,_T,MALE,21
2019,Azerbaijan,_T,FEMALE,5
2019,Azerbaijan,_T,BOTHSEX,15
2020,Azerbaijan,_T,BOTHSEX,12
2013,Spain,_T,BOTHSEX,2580.64
2013,Spain,_T,MALE,3370.21
2014,Spain,NONMIG,MALE,3690.86
2014,Spain,_T,MALE,3681.94
2014,Spain,_T,BOTHSEX,2788.52
2014,Spain,NONMIG,BOTHSEX,2831.84
2013,Italy,_T,MALE,1837.54
2014,Italy,_T,FEMALE,932.64
2014,Italy,_T,BOTHSEX,1406.32
2014,Italy,NONMIG,FEMALE,0
2014,Italy,NONMIG,BOTHSEX,0
2014,Italy,_T,MALE,1747.84
2014,Spain,NONMIG,FEMALE,1905.49
2014,Spain,_T,FEMALE,1835.74
2015,Spain,_T,BOTHSEX,2767.57
2015,Spain,NONMIG,BOTHSEX,2804.82
2015,Spain,NONMIG,MALE,3620.26
2015,Spain,NONMIG,FEMALE,1894.01
2014,Italy,NONMIG,MALE,0
2015,Italy,NONMIG,FEMALE,0
2015,Italy,_T,MALE,1644.58
2015,Italy,NONMIG,BOTHSEX,0
2015,Italy,_T,FEMALE,852.6
2015,Italy,NONMIG,MALE,0
2015,Spain,_T,FEMALE,1824.18
2015,Spain,_T,MALE,3620.78
2016,Spain,MIGPER,BOTHSEX,2960.79
2016,Spain,NONMIG,MALE,3647.81
2016,Spain,NONMIG,FEMALE,1851.89
2016,Spain,MIGPER,MALE,4100.44
2016,Spain,_T,BOTHSEX,2807.18
2016,Spain,NONMIG,BOTHSEX,2791.47
2015,Italy,_T,BOTHSEX,1313.89
2016,Italy,_T,BOTHSEX,1300.51
2017,Italy,_T,BOTHSEX,1277.69
2018,Italy,_T,BOTHSEX,1255.67
2019,Italy,_T,BOTHSEX,1238.38
2020,Italy,_T,BOTHSEX,1413.27
2000,Kazakhstan,_T,MALE,221.9
2016,Spain,_T,MALE,3690.73
2016,Spain,_T,FEMALE,1833.23
2016,Spain,MIGPER,FEMALE,1645.92
2017,Spain,MIGPER,FEMALE,1687.48
2017,Spain,NONMIG,BOTHSEX,2816.07
2017,Spain,NONMIG,FEMALE,1819.23
2017,Spain,MIGPER,BOTHSEX,3092.03
2017,Spain,_T,MALE,3777.71
2000,Kazakhstan,_T,FEMALE,49.8
2000,Kazakhstan,_T,BOTHSEX,141.9
2001,Kazakhstan,_T,BOTHSEX,111.7
2001,Kazakhstan,_T,FEMALE,38.8
2001,Kazakhstan,_T,MALE,172.7
2002,Kazakhstan,_T,BOTHSEX,115.8
2002,Kazakhstan,_T,FEMALE,45.6
2002,Kazakhstan,_T,MALE,165
2017,Spain,_T,BOTHSEX,2842.41
2017,Spain,_T,FEMALE,1807.16
2017,Spain,NONMIG,MALE,3724.05
2017,Spain,MIGPER,MALE,4266.35
2018,Spain,NONMIG,FEMALE,1765.82
2018,Spain,_T,FEMALE,1762.65
2018,Spain,MIGPER,BOTHSEX,3158.33
2018,Spain,_T,BOTHSEX,2823.92
2003,Kazakhstan,_T,BOTHSEX,107.3
2003,Kazakhstan,_T,FEMALE,41.6
2003,Kazakhstan,_T,MALE,162
2004,Kazakhstan,_T,BOTHSEX,101.2
2004,Kazakhstan,_T,MALE,156.8
2004,Kazakhstan,_T,FEMALE,35.3
2005,Kazakhstan,_T,FEMALE,35.7
2005,Kazakhstan,_T,BOTHSEX,96.1
2005,Kazakhstan,_T,MALE,146.7
2006,Kazakhstan,_T,FEMALE,36.9
2006,Kazakhstan,_T,MALE,121.3
2006,Kazakhstan,_T,BOTHSEX,87.2
2007,Kazakhstan,_T,FEMALE,28.5
2007,Kazakhstan,_T,BOTHSEX,72.5
2007,Kazakhstan,_T,MALE,108.6
2008,Kazakhstan,_T,MALE,96.4
2008,Kazakhstan,_T,FEMALE,26
2008,Kazakhstan,_T,BOTHSEX,65.1
2013,Kazakhstan,_T,MALE,89.87
2013,Kazakhstan,_T,BOTHSEX,58.28
2013,Kazakhstan,_T,FEMALE,21.46
2015,Kazakhstan,_T,BOTHSEX,49.89
2018,Spain,MIGPER,MALE,4333.88
2018,Spain,NONMIG,MALE,3718.84
2018,Spain,MIGPER,FEMALE,1732.49
2018,Spain,NONMIG,BOTHSEX,2786.84
2018,Spain,_T,MALE,3782.89
2019,Spain,_T,MALE,3334.15
2019,Spain,NONMIG,BOTHSEX,2473.35
2019,Spain,NONMIG,FEMALE,1551.67
2015,Kazakhstan,_T,FEMALE,20.13
2015,Kazakhstan,_T,MALE,75.45
2017,Kazakhstan,_T,FEMALE,17.5
2017,Kazakhstan,_T,BOTHSEX,41.5
2017,Kazakhstan,_T,MALE,24
2019,Spain,_T,BOTHSEX,2513.2
2019,Spain,MIGPER,MALE,3861.94
2019,Spain,MIGPER,BOTHSEX,2851.35
2019,Spain,_T,FEMALE,1552.51
2019,Spain,MIGPER,FEMALE,1560.05
2019,Spain,NONMIG,MALE,3269.13
2020,Spain,MIGPER,MALE,3137.87
2020,Spain,NONMIG,FEMALE,1271.14
2000,Kyrgyzstan,_T,BOTHSEX,47
2001,Kyrgyzstan,_T,BOTHSEX,46
2002,Kyrgyzstan,_T,BOTHSEX,45
2003,Kyrgyzstan,_T,BOTHSEX,38
2004,Kyrgyzstan,_T,BOTHSEX,38
2005,Kyrgyzstan,_T,BOTHSEX,39
2006,Kyrgyzstan,_T,BOTHSEX,32
2007,Kyrgyzstan,_T,BOTHSEX,28
2020,Spain,MIGPER,BOTHSEX,2269.83
2020,Spain,_T,BOTHSEX,2042.51
2020,Spain,NONMIG,BOTHSEX,2015.73
2020,Spain,_T,FEMALE,1257.69
2020,Spain,NONMIG,MALE,2661.94
2020,Spain,_T,MALE,2714.68
2020,Spain,MIGPER,FEMALE,1135.42
2000,Sweden,_T,MALE,1110
2007,Kyrgyzstan,_T,MALE,42
2007,Kyrgyzstan,_T,FEMALE,16
2008,Kyrgyzstan,_T,MALE,52
2008,Kyrgyzstan,_T,BOTHSEX,32
2008,Kyrgyzstan,_T,FEMALE,13
2013,Kyrgyzstan,_T,MALE,63
2013,Kyrgyzstan,_T,FEMALE,16
2000,Sweden,_T,BOTHSEX,970
2000,Sweden,_T,FEMALE,810
2001,Sweden,_T,FEMALE,721
2001,Sweden,_T,MALE,1088
2001,Sweden,_T,BOTHSEX,912
2002,Sweden,_T,MALE,1057
2002,Sweden,_T,BOTHSEX,907
2002,Sweden,_T,FEMALE,744
2013,Kyrgyzstan,_T,BOTHSEX,38
2015,Kyrgyzstan,_T,MALE,37.9
2015,Kyrgyzstan,_T,BOTHSEX,22.1
2015,Kyrgyzstan,_T,FEMALE,8.4
2002,Latvia,_T,BOTHSEX,165.3
2003,Latvia,_T,BOTHSEX,157
2003,Sweden,_T,FEMALE,687
2003,Sweden,_T,BOTHSEX,828
2003,Sweden,_T,MALE,959
2004,Sweden,_T,FEMALE,661
2004,Sweden,_T,MALE,893
2004,Sweden,_T,BOTHSEX,782
2005,Sweden,_T,MALE,866
2005,Sweden,_T,FEMALE,639
2004,Latvia,_T,BOTHSEX,151.1
2005,Latvia,_T,BOTHSEX,163
2006,Latvia,_T,BOTHSEX,178.4
2007,Latvia,_T,BOTHSEX,179.1
2009,Latvia,_T,BOTHSEX,120.61
2009,Latvia,_T,MALE,158.74
2009,Latvia,_T,FEMALE,86.66
2005,Sweden,_T,BOTHSEX,757
2006,Sweden,_T,FEMALE,645
2006,Sweden,_T,BOTHSEX,751
2006,Sweden,_T,MALE,848
2007,Sweden,_T,MALE,774
2007,Sweden,_T,FEMALE,565
2007,Sweden,_T,BOTHSEX,674
2008,Sweden,_T,MALE,739
2010,Latvia,NONMIG,FEMALE,102.14
2010,Latvia,_T,MALE,178.11
2010,Latvia,_T,FEMALE,88.58
2010,Latvia,NONMIG,MALE,212.03
2010,Latvia,_T,BOTHSEX,130.77
2010,Latvia,NONMIG,BOTHSEX,153.06
2008,Sweden,_T,BOTHSEX,641
2008,Sweden,_T,FEMALE,534
2009,Sweden,_T,BOTHSEX,736.08
2009,Sweden,_T,FEMALE,637.08
2009,Sweden,NONMIG,FEMALE,0
2009,Sweden,NONMIG,MALE,0
2011,Latvia,_T,BOTHSEX,167.44
2011,Latvia,NONMIG,FEMALE,113.33
2011,Latvia,NONMIG,MALE,258.8
2011,Latvia,_T,FEMALE,105.18
2011,Latvia,NONMIG,BOTHSEX,179.96
2011,Latvia,_T,MALE,237.51
2009,Sweden,NONMIG,BOTHSEX,0
2009,Sweden,_T,MALE,827.16
2010,Sweden,NONMIG,BOTHSEX,0
2010,Sweden,NONMIG,MALE,0
2010,Sweden,_T,BOTHSEX,781.44
2010,Sweden,_T,FEMALE,667.13
2012,Latvia,NONMIG,BOTHSEX,191.24
2012,Latvia,_T,MALE,242.84
2012,Latvia,_T,FEMALE,118.15
2012,Latvia,_T,BOTHSEX,177.16
2012,Latvia,NONMIG,FEMALE,124.87
2012,Latvia,NONMIG,MALE,268.61
2010,Sweden,NONMIG,FEMALE,0
2010,Sweden,_T,MALE,885.98
2011,Sweden,_T,BOTHSEX,747.76
2011,Sweden,NONMIG,MALE,0
2011,Sweden,_T,FEMALE,630.53
2011,Sweden,_T,MALE,852.93
2013,Latvia,_T,FEMALE,129.69
2013,Latvia,NONMIG,FEMALE,135.97
2013,Latvia,_T,MALE,274.81
2013,Latvia,NONMIG,MALE,293.76
2013,Latvia,NONMIG,BOTHSEX,208.81
2013,Latvia,_T,BOTHSEX,197.8
2011,Sweden,NONMIG,FEMALE,0
2011,Sweden,NONMIG,BOTHSEX,0
2012,Sweden,NONMIG,BOTHSEX,0
2012,Sweden,_T,FEMALE,684.71
2012,Sweden,NONMIG,FEMALE,0
2012,Sweden,_T,MALE,880.61
2014,Latvia,NONMIG,FEMALE,119.41
2014,Latvia,_T,FEMALE,120.35
2014,Latvia,_T,BOTHSEX,189.02
2014,Latvia,NONMIG,MALE,265.07
2014,Latvia,_T,MALE,263.18
2014,Latvia,NONMIG,BOTHSEX,188.67
2012,Sweden,_T,BOTHSEX,787.72
2012,Sweden,NONMIG,MALE,0
2013,Sweden,NONMIG,FEMALE,0
2013,Sweden,_T,MALE,879.15
2013,Sweden,_T,BOTHSEX,792.84
2013,Sweden,_T,FEMALE,697.53
2015,Latvia,NONMIG,FEMALE,142.86
2015,Latvia,_T,BOTHSEX,218.21
2015,Latvia,_T,FEMALE,152.6
2015,Latvia,NONMIG,BOTHSEX,201.74
2015,Latvia,NONMIG,MALE,267.45
2015,Latvia,_T,MALE,289.97
2013,Sweden,NONMIG,BOTHSEX,0
2013,Sweden,NONMIG,MALE,0
2014,Sweden,NONMIG,MALE,0
2014,Sweden,_T,FEMALE,716.74
2014,Sweden,NONMIG,BOTHSEX,0
2014,Sweden,_T,BOTHSEX,767.09
2016,Latvia,_T,BOTHSEX,201.16
2017,Latvia,_T,BOTHSEX,207.06
2018,Latvia,_T,BOTHSEX,236.47
2019,Latvia,_T,BOTHSEX,215.55
2020,Latvia,_T,BOTHSEX,223.57
2021,Latvia,_T,BOTHSEX,301.2
2021,Latvia,_T,FEMALE,191.58
2014,Sweden,_T,MALE,812.85
2014,Sweden,NONMIG,FEMALE,0
2015,Sweden,NONMIG,FEMALE,0
2015,Sweden,_T,FEMALE,730.27
2015,Sweden,NONMIG,MALE,0
2015,Sweden,NONMIG,BOTHSEX,0
2015,Sweden,_T,MALE,819.91
2015,Sweden,_T,BOTHSEX,777.19
2016,Sweden,_T,BOTHSEX,1094
2016,Sweden,_T,FEMALE,622
2016,Sweden,_T,MALE,792
2017,Sweden,_T,BOTHSEX,753.28
2018,Sweden,_T,BOTHSEX,739.97
2021,Latvia,_T,MALE,420.15
2000,Lithuania,_T,FEMALE,145
2000,Lithuania,_T,BOTHSEX,268
2000,Lithuania,_T,MALE,407
2001,Lithuania,_T,BOTHSEX,248
2001,Lithuania,_T,MALE,374
2001,Lithuania,_T,FEMALE,134
2002,Lithuania,_T,MALE,377.5
2019,Sweden,_T,MALE,807.9
2019,Sweden,_T,FEMALE,659.1
2019,Sweden,_T,BOTHSEX,736.8
2020,Sweden,_T,BOTHSEX,663.2
2020,Sweden,_T,FEMALE,596.9
2020,Sweden,_T,MALE,725.1
2021,Sweden,_T,FEMALE,784.5
2021,Sweden,_T,MALE,815.3
2021,Sweden,_T,BOTHSEX,800.5
2000,Switzerland,_T,BOTHSEX,2580
2001,Switzerland,_T,BOTHSEX,2546
2002,Switzerland,_T,BOTHSEX,2534
2003,Switzerland,_T,BOTHSEX,2447
2004,Switzerland,_T,BOTHSEX,2342
2005,Switzerland,_T,BOTHSEX,2377
2002,Lithuania,_T,BOTHSEX,245
2002,Lithuania,_T,FEMALE,125
2003,Lithuania,_T,FEMALE,136
2003,Lithuania,_T,MALE,375
2003,Lithuania,_T,BOTHSEX,250
2004,Lithuania,_T,MALE,383
2004,Lithuania,_T,BOTHSEX,249
2004,Lithuania,_T,FEMALE,129
2006,Switzerland,_T,BOTHSEX,2349
2007,Switzerland,_T,BOTHSEX,2270
2008,Switzerland,_T,BOTHSEX,2295
2009,Switzerland,NONMIG,BOTHSEX,1209.83
2009,Switzerland,_T,BOTHSEX,1632.15
2009,Switzerland,_T,FEMALE,804.53
2009,Switzerland,NONMIG,FEMALE,648.97
2009,Switzerland,NONMIG,MALE,1642.53
2009,Switzerland,_T,MALE,2224.16
2010,Switzerland,_T,BOTHSEX,1850.02
2010,Switzerland,_T,FEMALE,815.76
2010,Switzerland,_T,MALE,2717.38
2005,Lithuania,_T,BOTHSEX,300
2005,Lithuania,_T,MALE,456
2005,Lithuania,_T,FEMALE,159
2006,Lithuania,_T,FEMALE,173
2006,Lithuania,_T,BOTHSEX,310
2006,Lithuania,_T,MALE,460
2007,Lithuania,_T,BOTHSEX,307
2007,Lithuania,_T,FEMALE,180
2010,Switzerland,NONMIG,MALE,2103.71
2010,Switzerland,NONMIG,BOTHSEX,1446.33
2010,Switzerland,NONMIG,FEMALE,709.13
2011,Switzerland,_T,FEMALE,868.03
2011,Switzerland,NONMIG,FEMALE,760.16
2011,Switzerland,_T,BOTHSEX,1810.64
2011,Switzerland,NONMIG,MALE,1943.09
2011,Switzerland,NONMIG,BOTHSEX,1417.58
2011,Switzerland,_T,MALE,2514
2012,Switzerland,_T,FEMALE,1005.3
2012,Switzerland,NONMIG,MALE,2302.96
2012,Switzerland,_T,MALE,2944.64
2007,Lithuania,_T,MALE,448
2008,Lithuania,_T,BOTHSEX,278
2008,Lithuania,_T,MALE,386
2008,Lithuania,_T,FEMALE,176
2009,Lithuania,NONMIG,BOTHSEX,175.21
2009,Lithuania,NONMIG,FEMALE,109.06
2009,Lithuania,_T,BOTHSEX,175.91
2012,Switzerland,NONMIG,BOTHSEX,1675.9
2012,Switzerland,NONMIG,FEMALE,895.25
2012,Switzerland,_T,BOTHSEX,2110.7
2013,Switzerland,_T,BOTHSEX,1928.81
2013,Switzerland,_T,FEMALE,874.08
2013,Switzerland,NONMIG,FEMALE,767.58
2013,Switzerland,NONMIG,BOTHSEX,1516.72
2013,Switzerland,NONMIG,MALE,2196.39
2013,Switzerland,_T,MALE,2831.26
2014,Switzerland,_T,FEMALE,849.4
2014,Switzerland,_T,MALE,2815.62
2014,Switzerland,NONMIG,FEMALE,742.06
2014,Switzerland,_T,BOTHSEX,1904.19
2014,Switzerland,NONMIG,BOTHSEX,1489.28
2014,Switzerland,NONMIG,MALE,2178.82
2015,Switzerland,_T,FEMALE,1155.16
2015,Switzerland,NONMIG,MALE,2055.12
2015,Switzerland,NONMIG,BOTHSEX,1627.5
2009,Lithuania,_T,FEMALE,109.17
2009,Lithuania,NONMIG,MALE,255.81
2009,Lithuania,_T,MALE,257.26
2010,Lithuania,_T,MALE,247.5
2010,Lithuania,_T,FEMALE,121.99
2010,Lithuania,_T,BOTHSEX,182.34
2015,Switzerland,NONMIG,FEMALE,1011.28
2016,Switzerland,_T,BOTHSEX,2178.75
2017,Switzerland,_T,BOTHSEX,2200.53
2018,Switzerland,_T,BOTHSEX,2267.3
2019,Switzerland,_T,BOTHSEX,2294.75
2020,Switzerland,_T,BOTHSEX,2108.12
2000,Türkiye,_T,BOTHSEX,35.1
2001,Türkiye,_T,BOTHSEX,44.6
2001,Türkiye,_T,MALE,54.1
2001,Türkiye,_T,FEMALE,6.6
2002,Türkiye,_T,MALE,48.4
2002,Türkiye,_T,BOTHSEX,40
2002,Türkiye,_T,FEMALE,6.3
2003,Türkiye,_T,BOTHSEX,28.4
2003,Türkiye,_T,FEMALE,4.2
2010,Lithuania,NONMIG,BOTHSEX,182.42
2010,Lithuania,NONMIG,MALE,247.8
2010,Lithuania,NONMIG,FEMALE,122.02
2011,Lithuania,_T,BOTHSEX,208.92
2011,Lithuania,_T,FEMALE,137.34
2011,Lithuania,NONMIG,MALE,285.31
2003,Türkiye,_T,MALE,34.8
2004,Türkiye,_T,FEMALE,3.9
2004,Türkiye,_T,BOTHSEX,27.4
2004,Türkiye,_T,MALE,33.4
2005,Türkiye,_T,MALE,29
2005,Türkiye,_T,FEMALE,3
2005,Türkiye,_T,BOTHSEX,24
2006,Türkiye,_T,FEMALE,4
2011,Lithuania,NONMIG,BOTHSEX,208.41
2011,Lithuania,NONMIG,FEMALE,136.93
2011,Lithuania,_T,MALE,285.68
2012,Lithuania,_T,MALE,325.97
2012,Lithuania,_T,BOTHSEX,241.41
2012,Lithuania,NONMIG,FEMALE,157.53
2006,Türkiye,_T,MALE,36
2006,Türkiye,_T,BOTHSEX,29
2007,Türkiye,_T,MALE,29
2007,Türkiye,_T,FEMALE,2.37
2007,Türkiye,_T,BOTHSEX,23
2008,Türkiye,MIGPER,BOTHSEX,0
2008,Türkiye,MIGPER,MALE,0
2008,Türkiye,_T,FEMALE,180.47
2008,Türkiye,_T,BOTHSEX,762.69
2008,Türkiye,NONMIG,BOTHSEX,763.42
2008,Türkiye,MIGPER,FEMALE,0
2008,Türkiye,_T,MALE,915.76
2008,Türkiye,NONMIG,FEMALE,180.79
2012,Lithuania,_T,FEMALE,163.08
2012,Lithuania,NONMIG,BOTHSEX,233
2012,Lithuania,NONMIG,MALE,314.68
2013,Lithuania,NONMIG,BOTHSEX,232.46
2013,Lithuania,NONMIG,FEMALE,163.97
2013,Lithuania,_T,BOTHSEX,235.39
2008,Türkiye,NONMIG,MALE,916.43
2009,Türkiye,NONMIG,FEMALE,152.12
2009,Türkiye,NONMIG,BOTHSEX,656.33
2009,Türkiye,_T,BOTHSEX,654.26
2009,Türkiye,_T,MALE,813.48
2009,Türkiye,MIGPER,MALE,88.6
2009,Türkiye,MIGPER,FEMALE,0
2009,Türkiye,NONMIG,MALE,814.69
2009,Türkiye,MIGPER,BOTHSEX,33.56
2009,Türkiye,_T,FEMALE,150.81
2010,Türkiye,NONMIG,FEMALE,148.19
2010,Türkiye,NONMIG,MALE,718.93
2010,Türkiye,_T,MALE,717.78
2010,Türkiye,NONMIG,BOTHSEX,580.81
2010,Türkiye,MIGPER,FEMALE,40.13
2010,Türkiye,_T,FEMALE,147.17
2010,Türkiye,_T,BOTHSEX,578.91
2010,Türkiye,MIGPER,BOTHSEX,77.69
2013,Lithuania,_T,FEMALE,165.68
2013,Lithuania,_T,MALE,307.34
2013,Lithuania,NONMIG,MALE,303.22
2014,Lithuania,_T,BOTHSEX,268.85
2014,Lithuania,NONMIG,FEMALE,180.45
2014,Lithuania,_T,MALE,363.82
2010,Türkiye,MIGPER,MALE,135.2
2011,Türkiye,NONMIG,MALE,727.74
2011,Türkiye,NONMIG,FEMALE,144.54
2011,Türkiye,_T,BOTHSEX,584.55
2011,Türkiye,MIGPER,BOTHSEX,213.9
2011,Türkiye,_T,FEMALE,144.1
2011,Türkiye,_T,MALE,726.89
2011,Türkiye,MIGPER,FEMALE,96.26
2011,Türkiye,MIGPER,MALE,360.94
2011,Türkiye,NONMIG,BOTHSEX,586.02
2012,Türkiye,NONMIG,BOTHSEX,579.59
2012,Türkiye,_T,BOTHSEX,578.4
2012,Türkiye,_T,MALE,713.03
2012,Türkiye,MIGPER,FEMALE,171.21
2012,Türkiye,NONMIG,MALE,713.57
2012,Türkiye,_T,FEMALE,177.61
2012,Türkiye,MIGPER,BOTHSEX,313.07
2012,Türkiye,MIGPER,MALE,503.2
2012,Türkiye,NONMIG,FEMALE,177.68
2013,Türkiye,_T,MALE,1384.18
2013,Türkiye,NONMIG,BOTHSEX,1173.45
2013,Türkiye,MIGPER,FEMALE,51.08
2013,Türkiye,_T,FEMALE,512.55
2013,Türkiye,MIGPER,BOTHSEX,116.32
2013,Türkiye,NONMIG,FEMALE,517.28
2013,Türkiye,_T,BOTHSEX,1168.79
2013,Türkiye,NONMIG,MALE,1387.17
2013,Türkiye,MIGPER,MALE,202.58
2014,Türkiye,_T,BOTHSEX,1275.92
2014,Türkiye,MIGPER,MALE,146.68
2014,Lithuania,NONMIG,MALE,363.56
2014,Lithuania,NONMIG,BOTHSEX,268.27
2014,Lithuania,_T,FEMALE,181.24
2015,Lithuania,_T,BOTHSEX,279.9
2015,Lithuania,NONMIG,BOTHSEX,280.04
2015,Lithuania,_T,FEMALE,191.16
2014,Türkiye,MIGPER,BOTHSEX,109.39
2014,Türkiye,NONMIG,BOTHSEX,1281.6
