Year,GeoAreaName,Education level,Sex,Value
2018,Albania,PRIMAR,FEMALE,90.90579
2018,Albania,PREPRI,FEMALE,85.82278
2018,Albania,PREPRI,MALE,0
2018,Albania,LOWSEC,FEMALE,59.39298
2018,Albania,LOWSEC,BOTHSEX,55.97
2018,Albania,LOWSEC,MALE,49.04714
2018,Albania,PRIMAR,MALE,84.3686
2018,Albania,PREPRI,BOTHSEX,85.82278
2018,Albania,PRIMAR,BOTHSEX,89.92081
2020,Albania,LOWSEC,MALE,60.34557
2020,Albania,SECOND,BOTHSEX,52.39228
2020,Albania,LOWSEC,BOTHSEX,51.32635
2020,Albania,LOWSEC,FEMALE,47.1803
2020,Albania,UPPSEC,FEMALE,57.00304
2020,Albania,SECOND,MALE,55.73248
2020,Albania,UPPSEC,BOTHSEX,54.16667
2020,Albania,SECOND,FEMALE,50.81885
2020,Albania,UPPSEC,MALE,48.38266
2021,Albania,UPPSEC,MALE,59.14454
2021,Albania,SECOND,FEMALE,65.10046
2021,Albania,UPPSEC,BOTHSEX,60.92731
2021,Albania,SECOND,MALE,71.21024
2021,Albania,UPPSEC,FEMALE,61.75068
2021,Albania,PRIMAR,FEMALE,60.08348
2021,Albania,SECOND,BOTHSEX,67.00588
2021,Albania,LOWSEC,MALE,78.40035
2021,Albania,PRIMAR,MALE,72.2099
2021,Albania,PRIMAR,BOTHSEX,61.76833
2021,Albania,LOWSEC,FEMALE,67.03762
2021,Albania,LOWSEC,BOTHSEX,70.55423
2000,Croatia,PRIMAR,FEMALE,100
2000,Croatia,LOWSEC,MALE,100
2000,Croatia,PRIMAR,MALE,100
2000,Croatia,PREPRI,MALE,89.47368
2000,Croatia,PREPRI,BOTHSEX,79.19021
2000,Croatia,PREPRI,FEMALE,79.15945
2000,Croatia,LOWSEC,BOTHSEX,100
2000,Croatia,LOWSEC,FEMALE,100
2000,Croatia,PRIMAR,BOTHSEX,100
2000,Croatia,UPPSEC,FEMALE,100
2000,Croatia,UPPSEC,BOTHSEX,100
2000,Croatia,SECOND,FEMALE,100
2000,Croatia,UPPSEC,MALE,100
2000,Croatia,SECOND,MALE,100
2000,Croatia,SECOND,BOTHSEX,100
2001,Croatia,SECOND,MALE,100
2001,Croatia,SECOND,BOTHSEX,100
2001,Croatia,UPPSEC,MALE,100
2001,Croatia,SECOND,FEMALE,100
2001,Croatia,UPPSEC,BOTHSEX,100
2001,Croatia,UPPSEC,FEMALE,100
2001,Croatia,PRIMAR,BOTHSEX,100
2001,Croatia,LOWSEC,FEMALE,100
2001,Croatia,LOWSEC,BOTHSEX,100
2001,Croatia,PREPRI,FEMALE,80.58833
2001,Croatia,PREPRI,BOTHSEX,80.62441
2001,Croatia,PREPRI,MALE,94.11765
2001,Croatia,PRIMAR,MALE,100
2001,Croatia,LOWSEC,MALE,100
2001,Croatia,PRIMAR,FEMALE,100
2021,Albania,PREPRI,MALE,0
2021,Albania,PREPRI,BOTHSEX,53.39731
2021,Albania,PREPRI,FEMALE,53.39731
2000,Azerbaijan,PRIMAR,MALE,99.98452
2000,Azerbaijan,PREPRI,FEMALE,79.15468
2000,Azerbaijan,PRIMAR,FEMALE,99.9226
2000,Azerbaijan,PREPRI,BOTHSEX,79.1496
2000,Azerbaijan,PREPRI,MALE,50
2000,Azerbaijan,PRIMAR,BOTHSEX,99.93328
2001,Azerbaijan,PRIMAR,BOTHSEX,99.94324
2001,Azerbaijan,PREPRI,MALE,0
2001,Azerbaijan,PREPRI,BOTHSEX,78.07429
2001,Azerbaijan,PRIMAR,FEMALE,99.94393
2001,Azerbaijan,PREPRI,FEMALE,78.07429
2001,Azerbaijan,PRIMAR,MALE,99.9397
2002,Azerbaijan,PRIMAR,MALE,100
2002,Azerbaijan,PREPRI,FEMALE,82.96579
2002,Azerbaijan,PRIMAR,FEMALE,100
2002,Azerbaijan,PREPRI,BOTHSEX,82.96579
2002,Azerbaijan,PREPRI,MALE,0
2002,Azerbaijan,PRIMAR,BOTHSEX,100
2003,Azerbaijan,PRIMAR,BOTHSEX,99.62546
2003,Azerbaijan,PREPRI,MALE,100
2003,Azerbaijan,PREPRI,BOTHSEX,82.73283
2003,Azerbaijan,PRIMAR,FEMALE,99.66942
2003,Azerbaijan,PREPRI,FEMALE,82.72495
2003,Azerbaijan,PRIMAR,MALE,99.3769
2004,Azerbaijan,PRIMAR,MALE,99.53358
2004,Azerbaijan,PREPRI,FEMALE,84.52565
2004,Azerbaijan,PRIMAR,FEMALE,99.86981
2000,Georgia,PRIMAR,FEMALE,94.68694
2000,Georgia,LOWSEC,MALE,26.64902
2000,Georgia,LOWSEC,BOTHSEX,76.8342
2000,Georgia,LOWSEC,FEMALE,92.0533
2000,Georgia,PREPRI,FEMALE,99.10093
2001,Georgia,PRIMAR,BOTHSEX,94.68193
2002,Georgia,PREPRI,MALE,0
2002,Georgia,PREPRI,BOTHSEX,98.6338
2002,Georgia,PREPRI,FEMALE,98.6338
2003,Georgia,PREPRI,FEMALE,96.57675
2004,Azerbaijan,PREPRI,BOTHSEX,84.52565
2004,Azerbaijan,PREPRI,MALE,0
2004,Azerbaijan,PRIMAR,BOTHSEX,99.81896
2005,Azerbaijan,PRIMAR,BOTHSEX,99.97633
2005,Azerbaijan,PREPRI,MALE,90
2005,Azerbaijan,PREPRI,BOTHSEX,83.71408
2005,Azerbaijan,PRIMAR,FEMALE,99.98891
2005,Azerbaijan,PREPRI,FEMALE,83.70828
2005,Azerbaijan,PRIMAR,MALE,99.90266
2006,Azerbaijan,PRIMAR,MALE,100
2003,Georgia,PREPRI,BOTHSEX,96.57675
2003,Georgia,PREPRI,MALE,0
2003,Georgia,PRIMAR,BOTHSEX,97.35758
2008,Georgia,PRIMAR,BOTHSEX,94.98885
2008,Georgia,UPPSEC,BOTHSEX,95.25217
2008,Georgia,LOWSEC,BOTHSEX,94.98829
2008,Georgia,PRIMAR,FEMALE,95.00835
2008,Georgia,SECOND,BOTHSEX,95.09519
2008,Georgia,PRIMAR,MALE,94.87662
2009,Georgia,PRIMAR,MALE,91.91113
2006,Azerbaijan,PREPRI,FEMALE,89.86001
2006,Azerbaijan,PRIMAR,FEMALE,99.9785
2006,Azerbaijan,PREPRI,BOTHSEX,89.86094
2006,Azerbaijan,PREPRI,MALE,100
2006,Azerbaijan,PRIMAR,BOTHSEX,99.98141
2007,Azerbaijan,PRIMAR,BOTHSEX,99.99773
2007,Azerbaijan,PREPRI,MALE,100
2007,Azerbaijan,PREPRI,BOTHSEX,90.49522
2007,Azerbaijan,PRIMAR,FEMALE,100
2007,Azerbaijan,PREPRI,FEMALE,90.49433
2009,Georgia,UPPSEC,MALE,92.71831
2009,Georgia,SECOND,BOTHSEX,94.71504
2009,Georgia,SECOND,MALE,92.34435
2009,Georgia,PRIMAR,FEMALE,95.01991
2009,Georgia,LOWSEC,BOTHSEX,94.58567
2009,Georgia,LOWSEC,MALE,91.92283
2009,Georgia,LOWSEC,FEMALE,95.01312
2009,Georgia,SECOND,FEMALE,95.11412
2009,Georgia,UPPSEC,BOTHSEX,94.83919
2009,Georgia,PRIMAR,BOTHSEX,94.58984
2002,Belarus,PREPRI,BOTHSEX,58.33068
2002,Belarus,PRIMAR,MALE,97.56098
2002,Belarus,PRIMAR,BOTHSEX,97.90378
2002,Belarus,PREPRI,MALE,18.98527
2002,Belarus,PREPRI,FEMALE,58.78568
2002,Belarus,PRIMAR,FEMALE,97.90655
2003,Belarus,PRIMAR,MALE,97.51037
2003,Belarus,PREPRI,BOTHSEX,70.578
2003,Belarus,PRIMAR,FEMALE,97.74442
2003,Belarus,PRIMAR,BOTHSEX,97.74236
2007,Azerbaijan,PRIMAR,MALE,99.98307
2008,Azerbaijan,PRIMAR,MALE,99.8594
2008,Azerbaijan,PREPRI,FEMALE,88.67019
2008,Azerbaijan,PRIMAR,FEMALE,99.95298
2008,Azerbaijan,PREPRI,BOTHSEX,88.65526
2008,Azerbaijan,PREPRI,MALE,76.92308
2008,Azerbaijan,PRIMAR,BOTHSEX,99.94087
2009,Azerbaijan,PRIMAR,BOTHSEX,99.91635
2009,Azerbaijan,PREPRI,BOTHSEX,90.20287
2010,Azerbaijan,PREPRI,BOTHSEX,90.90004
2010,Azerbaijan,PRIMAR,FEMALE,99.98703
2010,Azerbaijan,PRIMAR,MALE,99.92095
2010,Azerbaijan,PRIMAR,BOTHSEX,99.97936
2011,Azerbaijan,PRIMAR,BOTHSEX,99.98844
2011,Azerbaijan,PRIMAR,MALE,99.95954
2011,Azerbaijan,PRIMAR,FEMALE,99.99217
2011,Azerbaijan,PREPRI,FEMALE,91.72011
2011,Azerbaijan,PREPRI,BOTHSEX,91.67776
2011,Azerbaijan,PREPRI,MALE,85.07463
2012,Azerbaijan,PREPRI,MALE,96.72131
2004,Belarus,PRIMAR,BOTHSEX,98.52778
2004,Belarus,PRIMAR,FEMALE,98.53128
2004,Belarus,PREPRI,BOTHSEX,57.86762
2004,Belarus,PREPRI,FEMALE,57.67981
2004,Belarus,PREPRI,MALE,79.05759
2004,Belarus,PRIMAR,MALE,98.09524
2005,Belarus,PRIMAR,MALE,100
2005,Belarus,PREPRI,MALE,64.65863
2005,Belarus,PREPRI,FEMALE,64.37715
2005,Belarus,PREPRI,BOTHSEX,64.37876
2002,Croatia,PRIMAR,FEMALE,100
2002,Croatia,LOWSEC,MALE,100
2002,Croatia,PRIMAR,MALE,100
2002,Croatia,PREPRI,MALE,90.90909
2002,Croatia,PREPRI,BOTHSEX,77.65774
2002,Croatia,PREPRI,FEMALE,77.61561
2002,Croatia,LOWSEC,BOTHSEX,100
2002,Croatia,LOWSEC,FEMALE,100
2002,Croatia,PRIMAR,BOTHSEX,100
2002,Croatia,UPPSEC,FEMALE,100
2005,Belarus,PRIMAR,FEMALE,99.79578
2005,Belarus,PRIMAR,BOTHSEX,99.79722
2006,Belarus,PRIMAR,BOTHSEX,99.62961
2006,Belarus,PRIMAR,FEMALE,99.62708
2006,Belarus,PREPRI,BOTHSEX,64.53556
2006,Belarus,PREPRI,FEMALE,64.53551
2006,Belarus,PREPRI,MALE,64.54082
2006,Belarus,PRIMAR,MALE,100
2007,Belarus,PRIMAR,MALE,100
2007,Belarus,PREPRI,MALE,64.18919
2007,Belarus,PREPRI,FEMALE,64.24064
2007,Belarus,PREPRI,BOTHSEX,64.24013
2007,Belarus,PRIMAR,FEMALE,99.80871
2007,Belarus,PRIMAR,BOTHSEX,99.81007
2008,Belarus,PRIMAR,BOTHSEX,99.77155
2008,Belarus,PREPRI,BOTHSEX,69.19247
2008,Belarus,PREPRI,FEMALE,69.1893
2008,Belarus,PREPRI,MALE,69.54315
2009,Belarus,PREPRI,MALE,14.24419
2009,Belarus,PREPRI,FEMALE,64.54485
2012,Azerbaijan,PREPRI,BOTHSEX,91.72161
2012,Azerbaijan,PREPRI,FEMALE,91.69353
2012,Azerbaijan,PRIMAR,FEMALE,99.9946
2012,Azerbaijan,PRIMAR,MALE,99.97604
2012,Azerbaijan,PRIMAR,BOTHSEX,99.99272
2013,Azerbaijan,PRIMAR,BOTHSEX,99.56842
2013,Azerbaijan,PRIMAR,MALE,99.55224
2013,Azerbaijan,PRIMAR,FEMALE,99.57018
2014,Azerbaijan,PREPRI,BOTHSEX,86.26211
2014,Azerbaijan,PRIMAR,BOTHSEX,99.35141
2009,Belarus,PREPRI,BOTHSEX,64.15287
2009,Belarus,PRIMAR,FEMALE,99.86517
2009,Belarus,PRIMAR,MALE,100
2009,Belarus,PRIMAR,BOTHSEX,99.8662
2010,Belarus,PRIMAR,BOTHSEX,99.76158
2010,Belarus,PREPRI,BOTHSEX,62.28469
2010,Belarus,PREPRI,FEMALE,62.17302
2010,Belarus,PREPRI,MALE,67.75281
2011,Belarus,PREPRI,MALE,41.37291
2011,Belarus,PREPRI,FEMALE,61.7028
2002,Croatia,UPPSEC,BOTHSEX,100
2002,Croatia,SECOND,FEMALE,100
2002,Croatia,SECOND,BOTHSEX,100
2002,Croatia,UPPSEC,MALE,100
2002,Croatia,SECOND,MALE,100
2003,Croatia,SECOND,MALE,100
2003,Croatia,UPPSEC,MALE,100
2003,Croatia,SECOND,BOTHSEX,100
2003,Croatia,SECOND,FEMALE,100
2003,Croatia,UPPSEC,BOTHSEX,100
2015,Azerbaijan,PRIMAR,BOTHSEX,99.27994
2015,Azerbaijan,PREPRI,BOTHSEX,91.16109
2015,Azerbaijan,PREPRI,MALE,100
2015,Azerbaijan,PREPRI,FEMALE,91.14187
2016,Azerbaijan,PREPRI,FEMALE,87.95113
2016,Azerbaijan,PREPRI,MALE,100
2016,Azerbaijan,PREPRI,BOTHSEX,87.98922
2016,Azerbaijan,LOWSEC,FEMALE,91.61694
2016,Azerbaijan,LOWSEC,BOTHSEX,91.59518
2016,Azerbaijan,LOWSEC,MALE,91.53725
2011,Belarus,PREPRI,BOTHSEX,61.45983
2011,Belarus,PRIMAR,BOTHSEX,99.87735
2012,Belarus,PRIMAR,BOTHSEX,99.64399
2012,Belarus,PREPRI,BOTHSEX,82.38621
2012,Belarus,PRIMAR,FEMALE,99.64165
2012,Belarus,PREPRI,FEMALE,82.30518
2012,Belarus,PREPRI,MALE,88.12785
2012,Belarus,PRIMAR,MALE,100
2013,Belarus,PRIMAR,MALE,100
2013,Belarus,LOWSEC,MALE,98.21675
2017,Azerbaijan,LOWSEC,MALE,97.28728
2017,Azerbaijan,PRIMAR,MALE,97.86943
2017,Azerbaijan,LOWSEC,BOTHSEX,97.62284
2017,Azerbaijan,LOWSEC,FEMALE,97.74027
2017,Azerbaijan,PRIMAR,FEMALE,98.05512
2017,Azerbaijan,PRIMAR,BOTHSEX,98.03782
2018,Azerbaijan,PRIMAR,BOTHSEX,99.52143
2018,Azerbaijan,UPPSEC,FEMALE,95.01846
2018,Azerbaijan,PREPRI,BOTHSEX,91.0134
2018,Azerbaijan,PREPRI,MALE,100
2013,Belarus,PRIMAR,BOTHSEX,99.62851
2013,Belarus,UPPSEC,FEMALE,90.95771
2013,Belarus,SECOND,MALE,93.83995
2013,Belarus,UPPSEC,MALE,86.95989
2013,Belarus,SECOND,FEMALE,95.89644
2013,Belarus,UPPSEC,BOTHSEX,90.00259
2013,Belarus,SECOND,BOTHSEX,95.49654
2013,Belarus,PREPRI,MALE,91.73554
2013,Belarus,PREPRI,FEMALE,88.00993
2013,Belarus,LOWSEC,FEMALE,98.00307
2003,Croatia,UPPSEC,FEMALE,100
2003,Croatia,PRIMAR,BOTHSEX,100
2003,Croatia,LOWSEC,FEMALE,100
2003,Croatia,LOWSEC,BOTHSEX,100
2003,Croatia,PREPRI,FEMALE,83.79441
2003,Croatia,PREPRI,BOTHSEX,83.84432
2003,Croatia,PREPRI,MALE,100
2003,Croatia,PRIMAR,MALE,100
2003,Croatia,LOWSEC,MALE,100
2003,Croatia,PRIMAR,FEMALE,100
2009,Georgia,UPPSEC,FEMALE,95.21233
2014,Kazakhstan,PREPRI,FEMALE,100
2014,Kazakhstan,PRIMAR,FEMALE,100
2014,Kazakhstan,PREPRI,MALE,100
2014,Kazakhstan,PRIMAR,BOTHSEX,100
2014,Kazakhstan,PREPRI,BOTHSEX,100
2014,Kazakhstan,PRIMAR,MALE,100
2015,Kazakhstan,PRIMAR,MALE,100
2015,Kazakhstan,PRIMAR,BOTHSEX,100
2015,Kazakhstan,SECOND,FEMALE,100
2018,Azerbaijan,LOWSEC,FEMALE,99.8012
2018,Azerbaijan,LOWSEC,BOTHSEX,99.76004
2018,Azerbaijan,PRIMAR,MALE,96.52802
2018,Azerbaijan,LOWSEC,MALE,99.63643
2018,Azerbaijan,SECOND,BOTHSEX,98.3834
2018,Azerbaijan,SECOND,FEMALE,98.48303
2018,Azerbaijan,SECOND,MALE,98.09455
2018,Azerbaijan,UPPSEC,BOTHSEX,94.87882
2018,Azerbaijan,UPPSEC,MALE,94.50767
2018,Azerbaijan,PRIMAR,FEMALE,99.74905
2018,Azerbaijan,PREPRI,FEMALE,91.01261
2019,Azerbaijan,LOWSEC,MALE,98.80963
2019,Azerbaijan,PRIMAR,MALE,99.03654
2019,Azerbaijan,LOWSEC,BOTHSEX,99.59416
2019,Azerbaijan,LOWSEC,FEMALE,99.84347
2019,Azerbaijan,PREPRI,MALE,0
2019,Azerbaijan,PREPRI,BOTHSEX,91.75064
2019,Azerbaijan,SECOND,BOTHSEX,98.538
2019,Azerbaijan,PREPRI,FEMALE,91.75064
2019,Azerbaijan,PRIMAR,FEMALE,99.89456
2013,Belarus,LOWSEC,BOTHSEX,98.04022
2013,Belarus,PRIMAR,FEMALE,99.62641
2013,Belarus,PREPRI,BOTHSEX,88.03155
2014,Belarus,UPPSEC,BOTHSEX,91.1499
2014,Belarus,SECOND,FEMALE,96.37102
2014,Belarus,UPPSEC,MALE,88.518
2014,Belarus,SECOND,MALE,94.58045
2014,Belarus,UPPSEC,FEMALE,91.95834
2014,Belarus,PRIMAR,BOTHSEX,99.43707
2014,Belarus,SECOND,BOTHSEX,96.02673
2014,Belarus,PREPRI,BOTHSEX,92.11488
2014,Belarus,PRIMAR,FEMALE,99.43896
2014,Belarus,LOWSEC,BOTHSEX,98.14112
2014,Belarus,LOWSEC,FEMALE,98.1424
2014,Belarus,PREPRI,FEMALE,92.19957
2014,Belarus,PREPRI,MALE,84.19865
2014,Belarus,LOWSEC,MALE,98.13505
2014,Belarus,PRIMAR,MALE,99.02913
2015,Belarus,PRIMAR,FEMALE,99.38857
2015,Belarus,PREPRI,BOTHSEX,91.66628
2019,Azerbaijan,UPPSEC,MALE,93.64993
2019,Azerbaijan,UPPSEC,BOTHSEX,95.58054
2019,Azerbaijan,SECOND,MALE,97.28678
2019,Azerbaijan,SECOND,FEMALE,98.95976
2019,Azerbaijan,UPPSEC,FEMALE,96.34162
2019,Azerbaijan,PRIMAR,BOTHSEX,99.83149
2020,Azerbaijan,PREPRI,FEMALE,91.18866
2020,Azerbaijan,PREPRI,BOTHSEX,91.18866
2020,Azerbaijan,PREPRI,MALE,0
2020,Azerbaijan,LOWSEC,FEMALE,99.68016
2015,Kazakhstan,SECOND,MALE,100
2015,Kazakhstan,PRIMAR,FEMALE,100
2015,Kazakhstan,SECOND,BOTHSEX,100
2016,Kazakhstan,SECOND,BOTHSEX,100
2016,Kazakhstan,PRIMAR,FEMALE,100
2016,Kazakhstan,SECOND,MALE,100
2016,Kazakhstan,SECOND,FEMALE,100
2016,Kazakhstan,PRIMAR,BOTHSEX,100
2016,Kazakhstan,PRIMAR,MALE,100
2017,Kazakhstan,PRIMAR,MALE,100
2015,Belarus,PRIMAR,BOTHSEX,99.38717
2015,Belarus,UPPSEC,FEMALE,92.23427
2015,Belarus,SECOND,MALE,94.67963
2015,Belarus,UPPSEC,MALE,88.9664
2015,Belarus,SECOND,FEMALE,96.35791
2015,Belarus,UPPSEC,BOTHSEX,91.46547
2015,Belarus,PRIMAR,MALE,99.11504
2015,Belarus,LOWSEC,MALE,98.00299
2015,Belarus,PREPRI,MALE,86.58228
2015,Belarus,PREPRI,FEMALE,91.71313
2020,Azerbaijan,LOWSEC,BOTHSEX,99.66224
2020,Azerbaijan,PRIMAR,MALE,99.81132
2020,Azerbaijan,LOWSEC,MALE,99.60438
2020,Azerbaijan,PRIMAR,BOTHSEX,99.86056
2020,Azerbaijan,UPPSEC,FEMALE,96.32376
2020,Azerbaijan,SECOND,FEMALE,98.85038
2020,Azerbaijan,SECOND,MALE,97.80525
2020,Azerbaijan,UPPSEC,MALE,93.181
2020,Azerbaijan,UPPSEC,BOTHSEX,95.48052
2020,Azerbaijan,PRIMAR,FEMALE,99.86404
2017,Kazakhstan,PRIMAR,BOTHSEX,100
2017,Kazakhstan,SECOND,FEMALE,100
2017,Kazakhstan,SECOND,MALE,100
2017,Kazakhstan,PRIMAR,FEMALE,100
2017,Kazakhstan,SECOND,BOTHSEX,100
2018,Kazakhstan,SECOND,BOTHSEX,100
2018,Kazakhstan,PRIMAR,FEMALE,100
2018,Kazakhstan,SECOND,MALE,100
2018,Kazakhstan,SECOND,FEMALE,100
2018,Kazakhstan,PRIMAR,BOTHSEX,100
2018,Kazakhstan,PRIMAR,MALE,100
2019,Kazakhstan,PRIMAR,MALE,100
2019,Kazakhstan,PRIMAR,BOTHSEX,100
2019,Kazakhstan,SECOND,FEMALE,100
2019,Kazakhstan,SECOND,MALE,100
2019,Kazakhstan,PRIMAR,FEMALE,100
2019,Kazakhstan,SECOND,BOTHSEX,100
2020,Kazakhstan,SECOND,BOTHSEX,100
2020,Kazakhstan,PRIMAR,FEMALE,100
2020,Kazakhstan,SECOND,MALE,100
2015,Belarus,LOWSEC,FEMALE,97.99825
2015,Belarus,LOWSEC,BOTHSEX,97.99907
2015,Belarus,SECOND,BOTHSEX,96.03521
2016,Belarus,SECOND,BOTHSEX,96.09936
2016,Belarus,UPPSEC,BOTHSEX,91.40575
2016,Belarus,SECOND,FEMALE,96.38215
2016,Belarus,UPPSEC,MALE,89.39612
2016,Belarus,SECOND,MALE,94.92816
2016,Belarus,LOWSEC,MALE,98.15494
2016,Belarus,PRIMAR,MALE,99.17355
2020,Azerbaijan,SECOND,BOTHSEX,98.59482
2021,Azerbaijan,SECOND,BOTHSEX,98.86063
2021,Azerbaijan,LOWSEC,MALE,99.52937
2021,Azerbaijan,PRIMAR,MALE,99.80583
2021,Azerbaijan,LOWSEC,BOTHSEX,99.55177
2021,Azerbaijan,LOWSEC,FEMALE,99.55862
2021,Azerbaijan,PRIMAR,BOTHSEX,99.70946
2021,Azerbaijan,UPPSEC,MALE,95.79314
2021,Azerbaijan,PREPRI,MALE,65.57377
2021,Azerbaijan,PREPRI,BOTHSEX,91.29519
2016,Belarus,UPPSEC,FEMALE,92.02342
2016,Belarus,PRIMAR,BOTHSEX,99.47286
2016,Belarus,PREPRI,BOTHSEX,91.60679
2016,Belarus,PRIMAR,FEMALE,99.47449
2016,Belarus,LOWSEC,BOTHSEX,98.15696
2016,Belarus,LOWSEC,FEMALE,98.1574
2016,Belarus,PREPRI,FEMALE,91.65598
2016,Belarus,PREPRI,MALE,86.22449
2017,Belarus,LOWSEC,FEMALE,98.55864
2017,Belarus,PRIMAR,FEMALE,99.64705
2017,Belarus,LOWSEC,BOTHSEX,98.56951
2017,Belarus,PREPRI,BOTHSEX,92.20176
2017,Belarus,PRIMAR,BOTHSEX,99.64884
2017,Belarus,UPPSEC,FEMALE,92.52941
2017,Belarus,SECOND,MALE,94.9397
2017,Belarus,UPPSEC,MALE,88.64
2017,Belarus,PRIMAR,MALE,100
2017,Belarus,LOWSEC,MALE,98.61904
2017,Belarus,PREPRI,MALE,85.11628
2017,Belarus,PREPRI,FEMALE,92.27215
2017,Belarus,SECOND,FEMALE,96.81023
2017,Belarus,UPPSEC,BOTHSEX,91.60088
2017,Belarus,SECOND,BOTHSEX,96.44015
2018,Belarus,SECOND,BOTHSEX,96.6137
2018,Belarus,UPPSEC,BOTHSEX,91.54911
2018,Belarus,SECOND,FEMALE,96.98841
2018,Belarus,PREPRI,MALE,86.69834
2018,Belarus,LOWSEC,MALE,98.72057
2018,Belarus,PRIMAR,FEMALE,99.55256
2018,Belarus,PRIMAR,MALE,100
2018,Belarus,UPPSEC,MALE,88.48678
2018,Belarus,SECOND,MALE,95.10693
2018,Belarus,UPPSEC,FEMALE,92.51403
2018,Belarus,PRIMAR,BOTHSEX,99.55488
2018,Belarus,PREPRI,BOTHSEX,92.92819
2018,Belarus,LOWSEC,BOTHSEX,98.71773
2018,Belarus,LOWSEC,FEMALE,98.7171
2018,Belarus,PREPRI,FEMALE,92.9882
2019,Belarus,PREPRI,MALE,89.83051
2019,Belarus,PREPRI,FEMALE,94.17305
2019,Belarus,PRIMAR,FEMALE,99.51261
2019,Belarus,LOWSEC,BOTHSEX,98.78464
2019,Belarus,LOWSEC,FEMALE,98.80515
2019,Belarus,PREPRI,BOTHSEX,94.13243
2019,Belarus,PRIMAR,BOTHSEX,99.51502
2019,Belarus,UPPSEC,FEMALE,94.67701
2019,Belarus,PRIMAR,MALE,100
2019,Belarus,LOWSEC,MALE,98.69127
2019,Belarus,SECOND,MALE,96.26998
2019,Belarus,UPPSEC,MALE,92.02408
2020,Kazakhstan,SECOND,FEMALE,100
2020,Kazakhstan,PRIMAR,BOTHSEX,100
2020,Kazakhstan,PRIMAR,MALE,100
2000,Kyrgyzstan,PREPRI,BOTHSEX,32.1112
2000,Kyrgyzstan,PREPRI,MALE,0
2000,Kyrgyzstan,PREPRI,FEMALE,32.1112
2001,Kyrgyzstan,PREPRI,MALE,0
2001,Kyrgyzstan,PREPRI,BOTHSEX,34.24156
2001,Kyrgyzstan,PREPRI,FEMALE,34.24156
2002,Kyrgyzstan,PREPRI,BOTHSEX,35.22388
2019,Belarus,SECOND,FEMALE,97.62984
2019,Belarus,UPPSEC,BOTHSEX,94.04188
2019,Belarus,SECOND,BOTHSEX,97.3607
2020,Belarus,SECOND,BOTHSEX,97.37384
2020,Belarus,LOWSEC,BOTHSEX,98.68421
2020,Belarus,PREPRI,FEMALE,94.28584
2020,Belarus,PREPRI,MALE,85.71429
2020,Belarus,LOWSEC,MALE,98.6822
2020,Belarus,PRIMAR,FEMALE,99.48081
2020,Belarus,PRIMAR,MALE,99.13793
2002,Kyrgyzstan,PREPRI,MALE,0
2002,Kyrgyzstan,PREPRI,FEMALE,35.22388
2003,Kyrgyzstan,PREPRI,FEMALE,36.37977
2003,Kyrgyzstan,PRIMAR,FEMALE,52.00517
2003,Kyrgyzstan,PREPRI,MALE,33.33333
2003,Kyrgyzstan,SECOND,FEMALE,72.31343
2003,Kyrgyzstan,SECOND,MALE,70.57944
2003,Kyrgyzstan,PREPRI,BOTHSEX,36.37168
2003,Kyrgyzstan,PRIMAR,BOTHSEX,52.01894
2003,Kyrgyzstan,SECOND,BOTHSEX,71.80705
2020,Belarus,UPPSEC,BOTHSEX,94.31844
2020,Belarus,SECOND,FEMALE,97.55303
2020,Belarus,UPPSEC,MALE,93.0237
2020,Belarus,SECOND,MALE,96.63906
2020,Belarus,UPPSEC,FEMALE,94.71806
2020,Belarus,PRIMAR,BOTHSEX,99.47903
2020,Belarus,PREPRI,BOTHSEX,94.20098
2020,Belarus,LOWSEC,FEMALE,98.68465
2021,Belarus,PRIMAR,MALE,84.61538
2021,Belarus,PRIMAR,FEMALE,99.42367
2003,Kyrgyzstan,PRIMAR,MALE,52.42881
2004,Kyrgyzstan,PREPRI,FEMALE,38.18584
2004,Kyrgyzstan,PRIMAR,MALE,54.80379
2004,Kyrgyzstan,SECOND,BOTHSEX,73.26454
2004,Kyrgyzstan,PRIMAR,BOTHSEX,54.81708
2004,Kyrgyzstan,PREPRI,BOTHSEX,38.21318
2004,Kyrgyzstan,SECOND,MALE,71.96471
2004,Kyrgyzstan,SECOND,FEMALE,73.76118
2004,Kyrgyzstan,PREPRI,MALE,100
2004,Kyrgyzstan,PRIMAR,FEMALE,54.81763
2021,Azerbaijan,PREPRI,FEMALE,91.43361
2021,Azerbaijan,PRIMAR,FEMALE,99.70288
2021,Azerbaijan,UPPSEC,BOTHSEX,96.68343
2021,Azerbaijan,SECOND,MALE,98.55809
2021,Azerbaijan,SECOND,FEMALE,98.95617
2021,Azerbaijan,UPPSEC,FEMALE,96.99452
2002,Armenia,PREPRI,FEMALE,97.35761
2002,Armenia,PREPRI,BOTHSEX,97.13217
2002,Armenia,PREPRI,MALE,0
2004,Armenia,PRIMAR,FEMALE,66.4997
2021,Belarus,LOWSEC,MALE,98.74099
2021,Belarus,PREPRI,MALE,84.74178
2021,Belarus,PREPRI,FEMALE,94.73519
2021,Belarus,LOWSEC,BOTHSEX,98.75252
2021,Belarus,LOWSEC,FEMALE,98.75506
2021,Belarus,PREPRI,BOTHSEX,94.64092
2021,Belarus,SECOND,BOTHSEX,97.39722
