Indicator
#11-4-1_GB_XPD_CUL_PBPV
#11-4-1_GB_XPD_NAT_PBPV
#11-5-1_VC_DSR_AFFCT
#11-5-1_VC_DSR_DAFF
#11-5-1_VC_DSR_IJILN
#11-5-1_VC_DSR_MISS
#11-5-1_VC_DSR_MMHN
#11-5-1_VC_DSR_MORT
#11-5-1_VC_DSR_MTMP
#11-5-1_VC_DSR_PDAN
#11-5-1_VC_DSR_PDLN
#11-5-1_VC_DSR_PDYN
#11-5-2_VC_DSR_AGLH
#11-5-2_VC_DSR_CHLN
#11-5-2_VC_DSR_CILN
#11-5-2_VC_DSR_DDPA
#11-5-2_VC_DSR_GDPLS
#11-5-2_VC_DSR_HOLH
#11-5-2_VC_DSR_LSGP
#11-5-3_VC_DSR_BSDN
#11-5-3_VC_DSR_CDAN
#11-5-3_VC_DSR_CDYN
#11-5-3_VC_DSR_EFDN
#11-5-3_VC_DSR_ESDN
#11-5-3_VC_DSR_HFDN
#11-5-3_VC_DSR_HSDN
#11-5-3_VC_DSR_OBDN
#11-6-1_EN_REF_WASCOL
#11-6-2_EN_ATM_PM25
#11-7-1_EN_URB_OPENSP
#11-7-2_VC_VOH_SXPH
#11-a-1_SD_CPA_UPRDP
#11-b-1_SG_DSR_LGRGSR
#11-b-2_SG_DSR_SILN
#11-b-2_SG_DSR_SILS
#11-b-2_SG_GOV_LOGV
#12-1-1_SG_SCP_CNTRY
#12-1-1_SG_SCP_POLINS
#12-1-1_SG_SCP_TOTLN
#12-2-2_EN_MAT_DOMCMPC
#12-2-2_EN_MAT_DOMCMPG
#12-2-2_EN_MAT_DOMCMPT
#12-3-1_AG_FOOD_WST
#12-3-1_AG_FOOD_WST_PC
#12-4-1_SG_HAZ_CMRBASEL
#12-4-1_SG_HAZ_CMRMNMT
#12-4-1_SG_HAZ_CMRMNTRL
#12-4-1_SG_HAZ_CMRROTDAM
#12-4-1_SG_HAZ_CMRSTHOLM
#12-4-2_EN_EWT_COLLPCAP
#12-4-2_EN_EWT_COLLR
#12-4-2_EN_EWT_COLLV
#12-4-2_EN_EWT_GENPCAP
#12-4-2_EN_EWT_GENV
#12-4-2_EN_HAZ_EXP
#12-4-2_EN_HAZ_GENGDP
#12-4-2_EN_HAZ_GENV
#12-4-2_EN_HAZ_IMP
#12-4-2_EN_HAZ_PCAP
#12-4-2_EN_HAZ_TREATV
#12-4-2_EN_HAZ_TRTDISR
#12-4-2_EN_HAZ_TRTDISV
#12-4-2_EN_MWT_COLLV
#12-4-2_EN_MWT_EXP
#12-4-2_EN_MWT_GENV
#12-4-2_EN_MWT_IMP
#12-4-2_EN_MWT_TREATR
#12-4-2_EN_MWT_TREATV
#12-4-2_EN_TWT_GENV
#12-5-1_EN_EWT_RCYPCAP
#12-5-1_EN_EWT_RCYR
#12-5-1_EN_EWT_RCYV
#12-5-1_EN_MWT_RCYR
#12-5-1_EN_MWT_RCYV
#12-6-1_EN_SCP_FRMN
#12-7-1_SG_SCP_PROCN
#12-7-1_SG_SCP_PROCN_HS
#12-7-1_SG_SCP_PROCN_LS
#12-8-1_SE_GCEDESD_CUR
#12-8-1_SE_GCEDESD_NEP
#12-8-1_SE_GCEDESD_SAS
#12-8-1_SE_GCEDESD_TED
#12-a-1_EG_EGY_RNEW
#12-b-1_ST_EEV_ACCSEEA
#12-b-1_ST_EEV_ACCTSA
#12-b-1_ST_EEV_STDACCT
#12-c-1_ER_FFS_CMPT_CD
#12-c-1_ER_FFS_CMPT_GDP
#12-c-1_ER_FFS_CMPT_PC_CD
#13-1-1_VC_DSR_AFFCT
#13-1-1_VC_DSR_DAFF
#13-1-1_VC_DSR_IJILN
#13-1-1_VC_DSR_MISS
#13-1-1_VC_DSR_MMHN
#13-1-1_VC_DSR_MORT
#13-1-1_VC_DSR_MTMP
#13-1-1_VC_DSR_PDAN
#13-1-1_VC_DSR_PDLN
#13-1-1_VC_DSR_PDYN
#13-1-2_SG_DSR_LGRGSR
#13-1-3_SG_DSR_SILN
#13-1-3_SG_DSR_SILS
#13-1-3_SG_GOV_LOGV
#13-2-2_EN_ATM_GHGT_AIP
#13-2-2_EN_ATM_GHGT_NAIP
#13-3-1_SE_GCEDESD_CUR
#13-3-1_SE_GCEDESD_NEP
#13-3-1_SE_GCEDESD_SAS
#13-3-1_SE_GCEDESD_TED
#14-1-1_EN_MAR_BEALITSQ
#14-1-1_EN_MAR_BEALIT_BP
#14-1-1_EN_MAR_BEALIT_BV
#14-1-1_EN_MAR_BEALIT_EXP
#14-1-1_EN_MAR_BEALIT_OP
#14-1-1_EN_MAR_BEALIT_OV
#14-1-1_EN_MAR_CHLANM
#14-1-1_EN_MAR_CHLDEV
#14-2-1_EN_SCP_ECSYBA
#14-3-1_ER_OAW_MNACD
#14-4-1_ER_H2O_FWTL
#14-7-1_EN_SCP_FSHGDP
#14-a-1_ER_RDE_OSEX
#14-c-1_ER_UNCLOS_IMPLE
#14-c-1_ER_UNCLOS_RATACC
#15-1-1_AG_LND_FRST
#15-1-1_AG_LND_FRSTN
#15-1-1_AG_LND_TOTL
#15-1-2_ER_PTD_TERR
#15-2-1_AG_LND_FRSTBIOPHA
#15-2-1_AG_LND_FRSTCERT
#15-2-1_AG_LND_FRSTCHG
#15-2-1_AG_LND_FRSTMGT
#15-2-1_AG_LND_FRSTPRCT
#15-3-1_AG_LND_DGRD
#15-4-2_ER_MTN_DGRDA
#15-4-2_ER_MTN_DGRDP
#15-4-2_ER_MTN_GRNCOV
#15-4-2_ER_MTN_GRNCVI
#15-4-2_ER_MTN_TOTL
#15-5-1_ER_RSK_LST
#15-6-1_ER_CBD_ABSCLRHS
#15-6-1_ER_CBD_NAGOYA
#15-6-1_ER_CBD_ORSPGRFA
#15-6-1_ER_CBD_PTYPGRFA
#15-6-1_ER_CBD_SMTA
#15-8-1_ER_IAS_GLOFUN
#15-8-1_ER_IAS_LEGIS
#15-8-1_ER_IAS_NATBUD
#15-8-1_ER_IAS_NBSAP
#15-9-1_ER_BDY_ABT2NP
#15-9-1_ER_BDY_SEEA
#15-a-1_DC_ODA_BDVDL
#15-a-1_DC_ODA_BDVL
#15-b-1_DC_ODA_BDVDL
#15-b-1_DC_ODA_BDVL
#16-1-1_VC_IHR_PSRC
#16-1-1_VC_IHR_PSRCN
#16-1-3_VC_VOV_PHYL
#16-1-3_VC_VOV_ROBB
#16-1-3_VC_VOV_SEXL
#16-1-4_VC_SNS_WALN_DRK
#16-10-2_SG_INF_ACCSS
#16-2-1_VC_VAW_PHYPYV
#16-2-2_VC_HTF_DETV
#16-2-2_VC_HTF_DETVFL
#16-2-2_VC_HTF_DETVFLR
#16-2-2_VC_HTF_DETVOG
#16-2-2_VC_HTF_DETVOGR
#16-2-2_VC_HTF_DETVOP
#16-2-2_VC_HTF_DETVOPR
#16-2-2_VC_HTF_DETVR
#16-2-2_VC_HTF_DETVSX
#16-2-2_VC_HTF_DETVSXR
#16-2-3_VC_VAW_SXVLN
#16-3-1_VC_PRR_PHYV
#16-3-1_VC_PRR_ROBB
#16-3-1_VC_PRR_SEXV
#16-3-2_VC_PRS_UNSNT
#16-4-2_VC_ARM_SZTRACE
#16-5-1_IU_COR_BRIB
#16-5-2_IC_FRM_BRIB
#16-6-1_GF_XPD_GBPC
#16-6-2_SP_PSR_OSATIS_GOV
#16-6-2_SP_PSR_OSATIS_HLTH
#16-6-2_SP_PSR_OSATIS_PRM
#16-6-2_SP_PSR_OSATIS_SEC
#16-6-2_SP_PSR_SATIS_GOV
#16-6-2_SP_PSR_SATIS_HLTH
#16-6-2_SP_PSR_SATIS_PRM
#16-6-2_SP_PSR_SATIS_SEC
#16-7-1_SG_DMK_JDC
#16-7-1_SG_DMK_JDC_CNS
#16-7-1_SG_DMK_JDC_HGR
#16-7-1_SG_DMK_JDC_LWR
#16-7-1_SG_DMK_PARLCC_JC
#16-7-1_SG_DMK_PARLCC_LC
#16-7-1_SG_DMK_PARLCC_UC
#16-7-1_SG_DMK_PARLMP_LC
#16-7-1_SG_DMK_PARLMP_UC
#16-7-1_SG_DMK_PARLSP_LC
#16-7-1_SG_DMK_PARLSP_UC
#16-7-1_SG_DMK_PARLYN_LC
#16-7-1_SG_DMK_PARLYN_UC
#16-7-1_SG_DMK_PARLYP_LC
#16-7-1_SG_DMK_PARLYP_UC
#16-7-1_SG_DMK_PARLYR_LC
#16-7-1_SG_DMK_PARLYR_UC
#16-7-1_SG_DMK_PSRVC
#16-8-1_SG_INT_MBRDEV
#16-8-1_SG_INT_VRTDEV
#16-9-1_SG_REG_BRTH
#16-a-1_SG_NHR_IMPLN
#16-a-1_SG_NHR_INTEXSTN
#16-a-1_SG_NHR_NOAPPLN
#16-a-1_SG_NHR_NOSTUSN
#16-b-1_VC_VOV_GDSD
#17-1-1_GR_G14_GDP
#17-1-1_GR_G14_XDC
#17-1-2_GC_GOB_TAXD
#17-10-1_TM_TAX_WMFN
#17-10-1_TM_TAX_WMPS
#17-11-1_TX_EXP_GBMRCH
#17-11-1_TX_EXP_GBSVR
#17-11-1_TX_IMP_GBMRCH
#17-11-1_TX_IMP_GBSVR
#17-12-1_TM_TAX_DMFN
#17-12-1_TM_TAX_DPRF
#17-13-1_BN_CAB_XOKA_GD_ZS
#17-13-1_BN_KLT_PTXL_CD
#17-13-1_BX_KLT_DINV_WD_GD_ZS
#17-13-1_DP_DOD_DLD2_CR_CG_Z1
#17-13-1_DT_DOD_DECT_GN_ZS
#17-13-1_FB_BNK_CAPA_ZS
#17-13-1_FI_RES_TOTL_MO
#17-13-1_FM_LBL_BMNY_IR_ZS
#17-13-1_FM_LBL_BMNY_ZG
#17-13-1_FP_CPI_TOTL_ZG
#17-13-1_GC_BAL_CASH_GD_ZS
#17-13-1_GC_TAX_TOTL_GD_ZS
#17-13-1_NE_CON_GOVT_KD_ZG
#17-13-1_NE_CON_PRVT_KD_ZG
#17-13-1_NE_EXP_GNFS_KD_ZG
#17-13-1_NE_GDI_TOTL_KD_ZG
#17-13-1_NE_IMP_GNFS_KD_ZG
#17-13-1_NY_GDP_MKTP_KD_ZG
#17-13-1_PA_NUS_ATLS
#17-13-1_TG_VAL_TOTL_GD_ZS
#17-14-1_SG_CPA_SDEVP
#17-15-1_SG_PLN_PRPOLRES
#17-15-1_SG_PLN_PRVNDI
#17-15-1_SG_PLN_PRVRICTRY
#17-15-1_SG_PLN_PRVRIMON
#17-15-1_SG_PLN_RECNDI
#17-15-1_SG_PLN_RECRICTRY
#17-15-1_SG_PLN_RECRIMON
#17-15-1_SG_PLN_REPOLRES
#17-16-1_SG_PLN_MSTKSDG_P
#17-16-1_SG_PLN_MSTKSDG_R
#17-17-1_GF_COM_PPPI
#17-17-1_GF_COM_PPPI_KD
#17-18-2_SG_STT_FPOS
#17-18-3_SG_STT_NSDSFDDNR
#17-18-3_SG_STT_NSDSFDGVT
#17-18-3_SG_STT_NSDSFDOTHR
#17-18-3_SG_STT_NSDSFND
#17-18-3_SG_STT_NSDSIMPL
#17-19-1_SG_STT_CAPTY
#17-19-2_SG_REG_BRTH90N
#17-19-2_SG_REG_CENSUSN
#17-19-2_SG_REG_DETH75N
#17-2-1_DC_ODA_LDCG
#17-2-1_DC_ODA_LDCS
#17-2-1_DC_ODA_LLDC
#17-2-1_DC_ODA_LLDCG
#17-2-1_DC_ODA_SIDS
#17-2-1_DC_ODA_SIDSG
#17-2-1_DC_ODA_TOTG
#17-2-1_DC_ODA_TOTGGE
#17-2-1_DC_ODA_TOTL
#17-2-1_DC_ODA_TOTLGE
#17-3-1_GF_FRN_FDI
#17-3-2_BX_TRF_PWKR
#17-4-1_DT_TDS_DECT
#17-6-1_IT_NET_BBND
#17-6-1_IT_NET_BBNDN
#17-7-1_DC_ENVTECH_EXP
#17-7-1_DC_ENVTECH_IMP
#17-7-1_DC_ENVTECH_INV
#17-7-1_DC_ENVTECH_REXP
#17-7-1_DC_ENVTECH_RIMP
#17-7-1_DC_ENVTECH_TT
#17-8-1_IT_USE_ii99
#17-9-1_DC_FTA_TOTAL
#2-1-2_AG_PRD_FIESMS
#2-2-1_SH_STA_STNT
#2-2-1_SH_STA_STNTN
#2-2-2_SH_STA_WAST
#2-2-2_SH_STA_WASTN
#2-2-2_SN_STA_OVWGT
#2-2-2_SN_STA_OVWGTN
#2-2-3_SH_STA_ANEM
#2-2-3_SH_STA_ANEM_NPRG
#2-2-3_SH_STA_ANEM_PREG
#2-3-1_PD_AGR_LSFP
#2-3-1_PD_AGR_SSFP
#2-3-2_SI_AGR_LSFP
#2-3-2_SI_AGR_SSFP
#2-4-1_AG_LND_AGRBIO
#2-4-1_AG_LND_AGRWAG
#2-4-1_AG_LND_FERTMG
#2-4-1_AG_LND_FIES
#2-4-1_AG_LND_FOVH
#2-4-1_AG_LND_H2OAVAIL
#2-4-1_AG_LND_LNDSTR
#2-4-1_AG_LND_NFI
#2-4-1_AG_LND_PSTCDSMG
#2-4-1_AG_LND_RMM
#2-4-1_AG_LND_SDGRD
#2-4-1_AG_LND_SUST
#2-5-1_ER_GRF_ANIMKPT
#2-5-1_ER_GRF_ANIMRCNTN
#2-5-1_ER_GRF_ANIMRCNTN_TRB
#2-5-1_ER_GRF_PLNTSTOR
#2-5-2_ER_NOEX_LBREDN
#2-5-2_ER_RSK_LBREDS
#2-5-2_ER_UNK_LBREDN
#2-a-1_AG_PRD_AGVAS
#2-a-1_AG_PRD_ORTIND
#2-a-1_AG_XPD_AGSGB
#2-a-2_DC_TOF_AGRL
#2-b-1_AG_PRD_XSUBDY
#2-c-1_AG_FPA_CFPI
#2-c-1_AG_FPA_COMM
#3-1-1_SH_STA_MORT
#3-1-2_SH_STA_BRTC
#3-2-1_SH_DYN_IMRT
#3-2-1_SH_DYN_IMRTN
#3-2-1_SH_DYN_MORT
#3-2-1_SH_DYN_MORTN
#3-2-2_SH_DYN_NMRT
#3-2-2_SH_DYN_NMRTN
#3-3-1_SH_HIV_INCD
#3-3-2_SH_TBS_INCD
#3-3-3_SH_STA_MALR
#3-3-4_SH_HAP_HBSAG
#3-3-5_SH_TRP_INTVN
#3-4-1_SH_DTH_NCD
#3-4-1_SH_DTH_NCOM
#3-4-2_SH_STA_SCIDE
#3-4-2_SH_STA_SCIDEN
#3-5-1_SH_SUD_ALCOL
#3-5-1_SH_SUD_TREAT
#3-5-2_SH_ALC_CONSPT
#3-6-1_SH_STA_TRAF
#3-7-1_SH_FPL_MTMM
#3-7-2_SP_DYN_ADKL
#3-8-1_SH_ACS_UNHC
#3-8-2_SH_XPD_EARN10
#3-8-2_SH_XPD_EARN25
#3-9-1_SH_AAP_ASMORT
#3-9-1_SH_HAP_ASMORT
#3-9-1_SH_STA_ASAIRP
#3-9-2_SH_STA_WASHARI
#3-9-3_SH_STA_POISN
#3-a-1_SH_PRV_SMOK
#3-b-1_SH_ACS_DTP3
#3-b-2_DC_TOF_HLTHL
#3-b-2_DC_TOF_HLTHNT
#3-b-3_SH_HLF_EMED
#3-c-1_SH_MED_DEN
#3-c-1_SH_MED_HWRKDIS
#3-d-1_SH_IHR_CAPS
#3-d-2_SH_BLD_ECOLI
#3-d-2_SH_BLD_MRSA
#4-1-1_SE_TOT_PRFL
#4-1-2_SE_TOT_CPLR
#4-2-1_SE_DEV_ONTRK
#4-2-2_SE_PRE_PARTN
#4-3-1_SE_ADT_EDUCTRN
#4-4-1_SE_ADT_ACTS
#4-5-1_SE_AGP_CPRA
#4-5-1_SE_ALP_CPLR
#4-5-1_SE_AWP_CPRA
#4-5-1_SE_GPI_ICTS
#4-5-1_SE_GPI_PART
#4-5-1_SE_GPI_PTNPRE
#4-5-1_SE_GPI_TCAQ
#4-5-1_SE_IMP_FPOF
#4-5-1_SE_LGP_ACHI
#4-5-1_SE_NAP_ACHI
#4-5-1_SE_TOT_GPI
#4-5-1_SE_TOT_GPI_FS
#4-5-1_SE_TOT_RUPI
#4-5-1_SE_TOT_SESPI
#4-5-1_SE_TOT_SESPI_FS
#4-6-1_SE_ADT_FUNS
#4-7-1_SE_GCEDESD_CUR
#4-7-1_SE_GCEDESD_NEP
#4-7-1_SE_GCEDESD_SAS
#4-7-1_SE_GCEDESD_TED
#4-a-1_SE_ACC_HNDWSH
#4-a-1_SE_ACS_CMPTR
#4-a-1_SE_ACS_ELECT
#4-a-1_SE_ACS_H2O
#4-a-1_SE_ACS_INTNT
#4-a-1_SE_ACS_SANIT
#4-a-1_SE_INF_DSBL
#4-b-1_DC_TOF_SCHIPSL
#4-c-1_SE_TRA_GRDL
#5-1-1_SG_LGL_GENEQEMP
#5-1-1_SG_LGL_GENEQLFP
#5-1-1_SG_LGL_GENEQMAR
#5-1-1_SG_LGL_GENEQVAW
#5-2-1_VC_VAW_MARR
#5-3-1_SP_DYN_MRBF15
#5-3-1_SP_DYN_MRBF18
#5-4-1_SL_DOM_TSPD
#5-4-1_SL_DOM_TSPDCW
#5-4-1_SL_DOM_TSPDDC
#5-5-1_SG_GEN_LOCGELS
#5-5-1_SG_GEN_PARL
#5-5-1_SG_GEN_PARLN
#5-5-1_SG_GEN_PARLNT
#5-5-2_IC_GEN_MGTL
#5-5-2_IC_GEN_MGTL_19ICLS
#5-5-2_IC_GEN_MGTN
#5-5-2_IC_GEN_MGTN_19ICLS
#5-6-1_SH_FPL_INFM
#5-6-1_SH_FPL_INFMCU
#5-6-1_SH_FPL_INFMRH
#5-6-1_SH_FPL_INFMSR
#5-6-2_SH_LGR_ACSRHE
#5-6-2_SH_LGR_ACSRHEC1
#5-6-2_SH_LGR_ACSRHEC10
#5-6-2_SH_LGR_ACSRHEC11
#5-6-2_SH_LGR_ACSRHEC12
#5-6-2_SH_LGR_ACSRHEC13
#5-6-2_SH_LGR_ACSRHEC2
#5-6-2_SH_LGR_ACSRHEC3
#5-6-2_SH_LGR_ACSRHEC4
#5-6-2_SH_LGR_ACSRHEC5
#5-6-2_SH_LGR_ACSRHEC6
#5-6-2_SH_LGR_ACSRHEC7
#5-6-2_SH_LGR_ACSRHEC8
#5-6-2_SH_LGR_ACSRHEC9
#5-6-2_SH_LGR_ACSRHES1
#5-6-2_SH_LGR_ACSRHES2
#5-6-2_SH_LGR_ACSRHES3
#5-6-2_SH_LGR_ACSRHES4
#5-a-1_SP_GNP_WNOWNS
#5-a-1_SP_LGL_LNDAGSEC
#5-a-2_SG_LGL_LNDFEMOD
#5-b-1_IT_MOB_OWN
#5-c-1_SG_GEN_EQPWN
#6-1-1_SH_H2O_SAFE
#6-2-1_SH_SAN_DEFECT
#6-2-1_SH_SAN_HNDWSH
#6-2-1_SH_SAN_SAFE
#6-3-1_EN_WWT_GEN
#6-3-1_EN_WWT_TREAT
#6-3-1_EN_WWT_TREATR
#6-3-1_EN_WWT_WWDS
#6-3-2_EN_H2O_GRAMBQ
#6-3-2_EN_H2O_OPAMBQ
#6-3-2_EN_H2O_RVAMBQ
#6-3-2_EN_H2O_WBAMBQ
#6-4-1_ER_H2O_WUEYST
#6-4-2_ER_H2O_STRESS
#6-5-1_ER_H2O_IWRMD
#6-5-1_ER_H2O_IWRMD_EE
#6-5-1_ER_H2O_IWRMD_FI
#6-5-1_ER_H2O_IWRMD_IP
#6-5-1_ER_H2O_IWRMD_MI
#6-6-1_EN_LKRV_PWAC
#6-6-1_EN_LKRV_PWAN
#6-6-1_EN_LKRV_PWAP
#6-6-1_EN_LKRV_SWAC
#6-6-1_EN_LKRV_SWAN
#6-6-1_EN_LKRV_SWAP
#6-6-1_EN_LKW_QLTRB
#6-6-1_EN_LKW_QLTRST
#6-6-1_EN_RSRV_MNWAN
#6-6-1_EN_RSRV_MNWAP
#6-6-1_EN_RSRV_MXWAN
#6-6-1_EN_RSRV_MXWAP
#6-6-1_EN_WBE_HMWTL
#6-6-1_EN_WBE_INWTL
#6-6-1_EN_WBE_NDQTGRW
#6-6-1_EN_WBE_NDQTRVR
#6-6-1_EN_WBE_WTLN
#6-6-1_EN_WBE_WTLP
#6-a-1_DC_TOF_WASHL
#6-b-1_ER_H2O_PRDU
#6-b-1_ER_H2O_RURP
#6-b-1_ER_WAT_PART
#6-b-1_ER_WAT_PRDU
#7-1-1_EG_ACS_ELEC
#7-2-1_EG_FEC_RNEW
#7-3-1_EG_EGY_PRIM
#7-a-1_EG_IFF_RANDN
#7-b-1_EG_EGY_RNEW
#8-1-1_NY_GDP_PCAP
#8-10-1_FB_ATM_TOTL
#8-10-1_FB_CBK_BRCH
#8-10-2_FB_BNK_ACCSS
#8-10-2_FB_BNK_ACCSS_ILF
#8-10-2_FB_BNK_ACCSS_OLF
#8-2-1_SL_EMP_PCAP
#8-3-1_SL_ISV_IFEM
#8-3-1_SL_ISV_IFEM_19ICLS
#8-4-2_EN_MAT_DOMCMPC
#8-4-2_EN_MAT_DOMCMPG
#8-4-2_EN_MAT_DOMCMPT
#8-5-1_SL_EMP_EARN
#8-5-2_SL_TLF_UEM
#8-5-2_SL_TLF_UEMDIS
#8-5-2_SL_TLF_UEMDIS_19ICLS
#8-5-2_SL_TLF_UEM_19ICLS
#8-6-1_SL_TLF_NEET
#8-6-1_SL_TLF_NEET_19ICLS
#8-7-1_SL_TLF_CHLDEA
#8-7-1_SL_TLF_CHLDEC
#8-8-1_SL_EMP_FTLINJUR
#8-8-1_SL_EMP_INJUR
#8-8-2_SL_LBR_NTLCPL
#8-9-1_ST_GDP_ZS
#8-a-1_DC_TOF_TRDCMDL
#8-a-1_DC_TOF_TRDCML
#8-a-1_DC_TOF_TRDDBMDL
#8-a-1_DC_TOF_TRDDBML
#8-b-1_SL_CPA_YEMP
#9-1-1_SP_ROD_R2KM
#9-1-2_IS_RDP_FRGVOL
#9-1-2_IS_RDP_PFVOL
#9-1-2_IS_RDP_PORFVOL
#9-2-1_NV_IND_MANF
#9-2-1_NV_IND_MANFPC
#9-2-1_NV_IND_MANF_CD
#9-2-2_SL_TLF_MANF
#9-2-2_SL_TLF_MANF_19ICLS
#9-3-1_NV_IND_SSIS
#9-3-2_FC_ACC_SSID
#9-4-1_EN_ATM_CO2
#9-4-1_EN_ATM_CO2GDP
#9-4-1_EN_ATM_CO2MVA
#9-5-1_GB_XPD_RSDV
#9-5-2_GB_POP_SCIERD
#9-a-1_DC_TOF_INFRAL
#9-b-1_NV_IND_TECH
#9-c-1_IT_MOB_2GNTWK
#9-c-1_IT_MOB_3GNTWK
#9-c-1_IT_MOB_4GNTWK
