Year,GeoAreaName,Activity,Sex,Value
2019,Estonia,TOTAL,MALE,7.62
2019,Estonia,TOTAL,FEMALE,4.67
2020,Estonia,NONAGR,FEMALE,5.58
2020,Estonia,NONAGR,MALE,10.87
2020,Estonia,ISIC4_A,MALE,8.37
2020,Estonia,TOTAL,MALE,10.77
2020,Estonia,ISIC4_A,FEMALE,8.78
2020,Estonia,ISIC4_A,BOTHSEX,8.5
2020,Estonia,TOTAL,FEMALE,5.65
2020,Estonia,NONAGR,BOTHSEX,8.25
2020,Estonia,TOTAL,BOTHSEX,8.25
2021,Estonia,TOTAL,BOTHSEX,9.13
2021,Estonia,TOTAL,MALE,11.76
2021,Estonia,NONAGR,MALE,11.86
2021,Estonia,TOTAL,FEMALE,6.39
2021,Estonia,ISIC4_A,MALE,9.38
2021,Estonia,NONAGR,BOTHSEX,9.15
2021,Estonia,ISIC4_A,BOTHSEX,8.44
2021,Estonia,NONAGR,FEMALE,6.4
2007,Finland,ISIC4_A,MALE,37.78
2007,Finland,NONAGR,BOTHSEX,7.96
2007,Finland,TOTAL,FEMALE,6.47
2007,Finland,NONAGR,FEMALE,5.96
2007,Finland,NONAGR,MALE,9.81
2007,Finland,TOTAL,BOTHSEX,8.7
2007,Finland,TOTAL,MALE,10.72
2007,Finland,ISIC4_A,BOTHSEX,41.94
2007,Finland,ISIC4_A,FEMALE,56.4
2008,Finland,NONAGR,BOTHSEX,7.21
2008,Finland,NONAGR,MALE,8.89
2008,Finland,ISIC4_A,BOTHSEX,46.96
2008,Finland,ISIC4_A,MALE,46.38
2008,Finland,TOTAL,BOTHSEX,8.93
2008,Finland,TOTAL,FEMALE,6.38
2008,Finland,ISIC4_A,FEMALE,48.84
2008,Finland,NONAGR,FEMALE,5.44
2008,Finland,TOTAL,MALE,11.25
2009,Finland,ISIC4_A,MALE,44.63
2009,Finland,TOTAL,BOTHSEX,8.62
2009,Finland,NONAGR,FEMALE,5.92
2009,Finland,TOTAL,FEMALE,6.23
2009,Finland,NONAGR,BOTHSEX,7.88
2009,Finland,NONAGR,MALE,9.71
2009,Finland,ISIC4_A,BOTHSEX,43.22
2009,Finland,TOTAL,MALE,10.8
2009,Finland,ISIC4_A,FEMALE,38.19
2010,Finland,ISIC4_A,MALE,44.17
2010,Finland,TOTAL,BOTHSEX,8.32
2010,Finland,NONAGR,BOTHSEX,7.56
2010,Finland,TOTAL,FEMALE,6.07
2010,Finland,NONAGR,MALE,9.3
2010,Finland,TOTAL,MALE,10.39
2010,Finland,NONAGR,FEMALE,5.71
2010,Finland,ISIC4_A,FEMALE,39.86
2010,Finland,ISIC4_A,BOTHSEX,43.15
2011,Finland,TOTAL,MALE,10.79
2011,Finland,ISIC4_A,BOTHSEX,55.34
2011,Finland,TOTAL,FEMALE,6.29
2011,Finland,NONAGR,BOTHSEX,7.56
2011,Finland,TOTAL,BOTHSEX,8.64
2011,Finland,ISIC4_A,FEMALE,47.97
2011,Finland,NONAGR,FEMALE,5.8
2011,Finland,ISIC4_A,MALE,57.76
2011,Finland,NONAGR,MALE,9.21
2012,Finland,ISIC4_A,BOTHSEX,46.02
2012,Finland,ISIC4_A,MALE,47.42
2012,Finland,ISIC4_A,FEMALE,42.45
2012,Finland,NONAGR,MALE,8.09
2012,Finland,TOTAL,FEMALE,5.94
2012,Finland,TOTAL,MALE,10.26
2012,Finland,NONAGR,FEMALE,5.08
2012,Finland,NONAGR,BOTHSEX,6.61
2012,Finland,TOTAL,BOTHSEX,8.17
2013,Finland,NONAGR,FEMALE,5.06
2013,Finland,ISIC4_A,MALE,45.54
2013,Finland,NONAGR,MALE,8.46
2013,Finland,TOTAL,FEMALE,5.88
2013,Finland,TOTAL,MALE,10.54
2013,Finland,ISIC4_A,BOTHSEX,45.53
2013,Finland,ISIC4_A,FEMALE,45.52
2013,Finland,TOTAL,BOTHSEX,8.29
2013,Finland,NONAGR,BOTHSEX,6.79
2014,Finland,NONAGR,BOTHSEX,6.75
2014,Finland,ISIC4_A,BOTHSEX,48.02
2014,Finland,NONAGR,MALE,8.29
2014,Finland,TOTAL,MALE,10.5
2014,Finland,ISIC4_A,FEMALE,49.66
2014,Finland,ISIC4_A,MALE,47.41
2014,Finland,TOTAL,BOTHSEX,8.35
2014,Finland,TOTAL,FEMALE,6.19
2014,Finland,NONAGR,FEMALE,5.26
2015,Finland,TOTAL,BOTHSEX,8.35
2015,Finland,ISIC4_A,FEMALE,52.91
2015,Finland,TOTAL,MALE,10.56
2015,Finland,NONAGR,MALE,8.58
2015,Finland,ISIC4_A,BOTHSEX,48.02
2015,Finland,NONAGR,BOTHSEX,6.83
2015,Finland,NONAGR,FEMALE,5.1
2015,Finland,TOTAL,FEMALE,6.09
2015,Finland,ISIC4_A,MALE,46.15
2016,Finland,NONAGR,MALE,8.53
2016,Finland,TOTAL,BOTHSEX,8.61
2016,Finland,ISIC4_A,MALE,52.13
2016,Finland,NONAGR,FEMALE,5.27
2016,Finland,NONAGR,BOTHSEX,6.91
2016,Finland,TOTAL,FEMALE,6.2
2016,Finland,ISIC4_A,BOTHSEX,51.31
2016,Finland,TOTAL,MALE,10.91
2016,Finland,ISIC4_A,FEMALE,49.1
2017,Finland,NONAGR,FEMALE,5.47
2017,Finland,TOTAL,FEMALE,6.19
2017,Finland,ISIC4_A,BOTHSEX,49.4
2017,Finland,TOTAL,MALE,11.19
2017,Finland,NONAGR,BOTHSEX,7.18
2017,Finland,ISIC4_A,MALE,53.15
2017,Finland,ISIC4_A,FEMALE,39.8
2017,Finland,TOTAL,BOTHSEX,8.73
2017,Finland,NONAGR,MALE,8.89
2018,Finland,TOTAL,FEMALE,5.59
2018,Finland,TOTAL,BOTHSEX,8.19
2018,Finland,NONAGR,BOTHSEX,6.79
2018,Finland,ISIC4_A,FEMALE,38.51
2018,Finland,TOTAL,MALE,10.67
2018,Finland,NONAGR,FEMALE,4.94
2018,Finland,ISIC4_A,MALE,50.58
2018,Finland,ISIC4_A,BOTHSEX,47.3
2018,Finland,NONAGR,MALE,8.61
2019,Finland,TOTAL,FEMALE,6.06
2019,Finland,ISIC4_A,MALE,47.42
2019,Finland,TOTAL,BOTHSEX,7.97
2019,Finland,NONAGR,FEMALE,5.33
2019,Finland,NONAGR,BOTHSEX,6.57
2019,Finland,ISIC4_A,FEMALE,42.27
2019,Finland,ISIC4_A,BOTHSEX,46.02
2019,Finland,NONAGR,MALE,7.8
2019,Finland,TOTAL,MALE,9.8
2020,Finland,TOTAL,MALE,7.48
2020,Finland,NONAGR,MALE,5.2
2020,Finland,TOTAL,BOTHSEX,6.47
2020,Finland,ISIC4_A,BOTHSEX,47.06
2020,Finland,NONAGR,BOTHSEX,4.9
2020,Finland,ISIC4_A,MALE,48.08
2020,Finland,NONAGR,FEMALE,4.59
2020,Finland,TOTAL,FEMALE,5.38
2020,Finland,ISIC4_A,FEMALE,44.15
2021,Finland,NONAGR,FEMALE,4.77
2021,Finland,TOTAL,FEMALE,5.01
2021,Finland,ISIC4_A,FEMALE,38.71
2021,Finland,ISIC4_A,BOTHSEX,40.56
2021,Finland,NONAGR,MALE,6.89
2021,Finland,TOTAL,MALE,7.64
2021,Finland,ISIC4_A,MALE,41.1
2021,Finland,NONAGR,BOTHSEX,5.87
2021,Finland,TOTAL,BOTHSEX,6.39
2007,France,NONAGR,BOTHSEX,27.18
2007,France,TOTAL,MALE,19.82
2007,France,TOTAL,FEMALE,34.26
2007,France,NONAGR,FEMALE,34.51
2007,France,ISIC4_A,BOTHSEX,14.37
2007,France,NONAGR,MALE,20.39
2007,France,TOTAL,BOTHSEX,26.64
2007,France,ISIC4_A,MALE,10.17
2007,France,ISIC4_A,FEMALE,24.69
2008,France,NONAGR,BOTHSEX,28.41
2008,France,TOTAL,MALE,20.74
2008,France,ISIC4_A,BOTHSEX,11.84
2008,France,TOTAL,FEMALE,35.76
2008,France,NONAGR,MALE,21.35
2008,France,NONAGR,FEMALE,36.09
2008,France,ISIC4_A,MALE,7.92
2008,France,ISIC4_A,FEMALE,20.9
2008,France,TOTAL,BOTHSEX,27.84
2009,France,TOTAL,FEMALE,33.63
2009,France,TOTAL,BOTHSEX,26.3
2009,France,NONAGR,FEMALE,34.04
2009,France,NONAGR,BOTHSEX,26.83
2009,France,NONAGR,MALE,20.0
2009,France,ISIC4_A,MALE,8.57
2009,France,TOTAL,MALE,19.5
2009,France,ISIC4_A,BOTHSEX,11.06
2009,France,ISIC4_A,FEMALE,16.23
2010,France,TOTAL,FEMALE,33.86
2010,France,TOTAL,BOTHSEX,26.73
2010,France,TOTAL,MALE,20.12
2010,France,ISIC4_A,FEMALE,24.06
2010,France,NONAGR,MALE,20.65
2010,France,NONAGR,BOTHSEX,27.18
2010,France,NONAGR,FEMALE,34.06
2010,France,ISIC4_A,BOTHSEX,12.99
2010,France,ISIC4_A,MALE,8.31
2011,France,TOTAL,FEMALE,33.53
2011,France,ISIC4_A,BOTHSEX,21.02
2011,France,NONAGR,MALE,20.21
2011,France,ISIC4_A,FEMALE,30.15
2011,France,NONAGR,FEMALE,33.61
2011,France,TOTAL,MALE,20.05
2011,France,TOTAL,BOTHSEX,26.53
2011,France,NONAGR,BOTHSEX,26.72
2011,France,ISIC4_A,MALE,16.51
2012,France,ISIC4_A,MALE,10.96
2012,France,ISIC4_A,FEMALE,27.76
2012,France,NONAGR,MALE,19.28
2012,France,NONAGR,BOTHSEX,26.28
2012,France,NONAGR,FEMALE,33.69
2012,France,TOTAL,BOTHSEX,25.94
2012,France,TOTAL,MALE,18.91
2012,France,ISIC4_A,BOTHSEX,16.34
2012,France,TOTAL,FEMALE,33.56
2013,France,TOTAL,FEMALE,34.45
2013,France,ISIC4_A,BOTHSEX,16.17
2013,France,NONAGR,FEMALE,34.61
2013,France,ISIC4_A,MALE,9.67
2013,France,NONAGR,BOTHSEX,26.85
2013,France,TOTAL,BOTHSEX,26.49
2013,France,ISIC4_A,FEMALE,28.0
2013,France,NONAGR,MALE,19.56
2013,France,TOTAL,MALE,19.15
2014,France,TOTAL,BOTHSEX,26.41
2014,France,NONAGR,MALE,19.74
2014,France,NONAGR,BOTHSEX,26.7
2014,France,ISIC4_A,BOTHSEX,18.98
2014,France,TOTAL,MALE,19.38
2014,France,ISIC4_A,MALE,12.19
2014,France,NONAGR,FEMALE,34.08
2014,France,ISIC4_A,FEMALE,32.35
2014,France,TOTAL,FEMALE,34.04
2015,France,ISIC4_A,BOTHSEX,13.21
2015,France,ISIC4_A,FEMALE,27.99
2015,France,TOTAL,BOTHSEX,26.65
2015,France,NONAGR,FEMALE,35.2
2015,France,TOTAL,MALE,18.84
2015,France,NONAGR,BOTHSEX,27.15
2015,France,TOTAL,FEMALE,35.03
2015,France,ISIC4_A,MALE,6.6
2015,France,NONAGR,MALE,19.47
2016,France,NONAGR,FEMALE,35.46
2016,France,NONAGR,MALE,20.66
2016,France,TOTAL,BOTHSEX,27.47
2016,France,NONAGR,BOTHSEX,27.89
2016,France,ISIC4_A,MALE,11.41
2016,France,TOTAL,MALE,20.25
2016,France,ISIC4_A,FEMALE,23.42
2016,France,ISIC4_A,BOTHSEX,15.1
2016,France,TOTAL,FEMALE,35.21
2017,France,NONAGR,BOTHSEX,26.44
2017,France,NONAGR,FEMALE,33.2
2017,France,ISIC4_A,BOTHSEX,14.43
2017,France,NONAGR,MALE,19.75
2017,France,ISIC4_A,FEMALE,23.14
2017,France,TOTAL,BOTHSEX,26.08
2017,France,ISIC4_A,MALE,10.67
2017,France,TOTAL,FEMALE,33.02
2017,France,TOTAL,MALE,19.38
2018,France,NONAGR,MALE,20.49
2018,France,TOTAL,FEMALE,31.77
2018,France,TOTAL,BOTHSEX,25.78
2018,France,TOTAL,MALE,20.14
2018,France,ISIC4_A,BOTHSEX,10.96
2018,France,ISIC4_A,FEMALE,11.07
2018,France,NONAGR,FEMALE,32.12
2018,France,NONAGR,BOTHSEX,26.19
2018,France,ISIC4_A,MALE,10.91
2019,France,NONAGR,FEMALE,31.54
2019,France,NONAGR,BOTHSEX,25.26
2019,France,TOTAL,BOTHSEX,25.03
2019,France,ISIC4_A,MALE,16.96
2019,France,NONAGR,MALE,19.18
2019,France,TOTAL,MALE,19.1
2019,France,ISIC4_A,BOTHSEX,16.46
2019,France,TOTAL,FEMALE,31.28
2019,France,ISIC4_A,FEMALE,15.25
2020,France,NONAGR,FEMALE,4.12
2020,France,NONAGR,BOTHSEX,4.59
2020,France,ISIC4_A,BOTHSEX,12.54
2020,France,TOTAL,FEMALE,4.34
2020,France,NONAGR,MALE,5.05
2020,France,TOTAL,MALE,5.23
2020,France,TOTAL,BOTHSEX,4.8
2020,France,ISIC4_A,FEMALE,19.2
2020,France,ISIC4_A,MALE,10.05
2021,France,NONAGR,MALE,4.59
2021,France,NONAGR,BOTHSEX,4.27
2021,France,ISIC4_A,MALE,8.0
2021,France,NONAGR,FEMALE,3.95
2021,France,TOTAL,BOTHSEX,4.39
2021,France,TOTAL,FEMALE,4.05
2021,France,ISIC4_A,BOTHSEX,8.89
2021,France,ISIC4_A,FEMALE,11.1
2021,France,TOTAL,MALE,4.71
2020,Georgia,TOTAL,MALE,44.82
2020,Georgia,NONAGR,FEMALE,20.26
2020,Georgia,NONAGR,MALE,29.67
2020,Georgia,ISIC4_A,MALE,97.23
2020,Georgia,NONAGR,BOTHSEX,25.35
2020,Georgia,TOTAL,BOTHSEX,39.69
2020,Georgia,ISIC4_A,FEMALE,98.47
2020,Georgia,TOTAL,FEMALE,33.17
2020,Georgia,ISIC4_A,BOTHSEX,97.68
2020,Germany,NONAGR,MALE,8.91
2020,Germany,ISIC4_A,MALE,15.58
2020,Germany,TOTAL,BOTHSEX,11.89
2020,Germany,TOTAL,MALE,9.01
2020,Germany,NONAGR,FEMALE,15.11
2020,Germany,NONAGR,BOTHSEX,11.77
2020,Germany,ISIC4_A,FEMALE,37.39
2020,Germany,TOTAL,FEMALE,15.26
2020,Germany,ISIC4_A,BOTHSEX,21.48
2021,Germany,NONAGR,BOTHSEX,3.75
2021,Germany,ISIC4_A,FEMALE,20.11
2021,Germany,ISIC4_A,MALE,8.8
2021,Germany,ISIC4_A,BOTHSEX,11.87
2021,Germany,TOTAL,FEMALE,4.61
2021,Germany,NONAGR,FEMALE,4.49
2021,Germany,TOTAL,BOTHSEX,3.85
2021,Germany,NONAGR,MALE,3.11
2021,Germany,TOTAL,MALE,3.2
2008,Greece,ISIC4_A,FEMALE,50.73
2008,Greece,NONAGR,BOTHSEX,7.73
2008,Greece,TOTAL,MALE,6.08
2008,Greece,TOTAL,BOTHSEX,9.98
2008,Greece,ISIC4_A,MALE,9.87
2008,Greece,TOTAL,FEMALE,15.67
2008,Greece,NONAGR,MALE,5.55
2008,Greece,NONAGR,FEMALE,10.89
2008,Greece,ISIC4_A,BOTHSEX,26.28
2009,Greece,TOTAL,FEMALE,13.81
2009,Greece,NONAGR,MALE,4.04
2009,Greece,ISIC4_A,FEMALE,50.89
2009,Greece,NONAGR,BOTHSEX,6.1
2009,Greece,TOTAL,MALE,4.96
2009,Greece,ISIC4_A,BOTHSEX,27.83
2009,Greece,NONAGR,FEMALE,9.03
2009,Greece,ISIC4_A,MALE,11.92
2009,Greece,TOTAL,BOTHSEX,8.62
2010,Greece,TOTAL,FEMALE,12.76
2010,Greece,TOTAL,MALE,5.53
2010,Greece,ISIC4_A,FEMALE,47.22
2010,Greece,NONAGR,FEMALE,8.42
2010,Greece,NONAGR,BOTHSEX,6.29
2010,Greece,ISIC4_A,MALE,12.13
2010,Greece,ISIC4_A,BOTHSEX,27.01
2010,Greece,NONAGR,MALE,4.69
2010,Greece,TOTAL,BOTHSEX,8.62
2011,Greece,TOTAL,BOTHSEX,7.81
2011,Greece,NONAGR,MALE,3.16
2011,Greece,NONAGR,BOTHSEX,5.82
2011,Greece,TOTAL,MALE,3.81
2011,Greece,TOTAL,FEMALE,13.49
2011,Greece,ISIC4_A,MALE,9.52
2011,Greece,ISIC4_A,FEMALE,43.68
2011,Greece,ISIC4_A,BOTHSEX,24.4
2011,Greece,NONAGR,FEMALE,9.64
2012,Greece,NONAGR,MALE,3.95
2012,Greece,ISIC4_A,MALE,8.15
2012,Greece,ISIC4_A,BOTHSEX,20.46
2012,Greece,TOTAL,FEMALE,12.55
2012,Greece,NONAGR,FEMALE,9.28
2012,Greece,ISIC4_A,FEMALE,35.48
2012,Greece,TOTAL,BOTHSEX,7.73
2012,Greece,NONAGR,BOTHSEX,6.1
2012,Greece,TOTAL,MALE,4.39
2013,Greece,TOTAL,BOTHSEX,8.23
2013,Greece,TOTAL,FEMALE,12.27
2013,Greece,ISIC4_A,MALE,10.96
2013,Greece,TOTAL,MALE,5.38
2013,Greece,ISIC4_A,FEMALE,33.42
2013,Greece,NONAGR,FEMALE,9.88
2013,Greece,NONAGR,BOTHSEX,6.83
2013,Greece,ISIC4_A,BOTHSEX,19.56
2013,Greece,NONAGR,MALE,4.65
2014,Greece,NONAGR,BOTHSEX,6.75
2014,Greece,NONAGR,FEMALE,8.93
2014,Greece,ISIC4_A,MALE,9.31
2014,Greece,TOTAL,MALE,5.76
2014,Greece,NONAGR,MALE,5.25
2014,Greece,ISIC4_A,FEMALE,28.49
2014,Greece,TOTAL,BOTHSEX,7.99
2014,Greece,TOTAL,FEMALE,11.23
2014,Greece,ISIC4_A,BOTHSEX,16.76
2015,Greece,TOTAL,MALE,4.82
2015,Greece,ISIC4_A,FEMALE,28.68
2015,Greece,ISIC4_A,MALE,7.78
2015,Greece,NONAGR,FEMALE,7.96
2015,Greece,TOTAL,BOTHSEX,7.13
2015,Greece,TOTAL,FEMALE,10.37
2015,Greece,NONAGR,BOTHSEX,5.88
2015,Greece,ISIC4_A,BOTHSEX,15.8
2015,Greece,NONAGR,MALE,4.37
2016,Greece,NONAGR,MALE,5.62
2016,Greece,TOTAL,FEMALE,12.24
2016,Greece,ISIC4_A,FEMALE,34.05
2016,Greece,TOTAL,BOTHSEX,8.62
2016,Greece,NONAGR,FEMALE,9.53
2016,Greece,ISIC4_A,BOTHSEX,18.55
2016,Greece,ISIC4_A,MALE,8.85
2016,Greece,TOTAL,MALE,6.03
2016,Greece,NONAGR,BOTHSEX,7.27
2017,Greece,ISIC4_A,MALE,9.15
2017,Greece,NONAGR,FEMALE,8.62
2017,Greece,ISIC4_A,FEMALE,33.0
2017,Greece,ISIC4_A,BOTHSEX,18.37
2017,Greece,NONAGR,MALE,4.87
2017,Greece,TOTAL,FEMALE,11.4
2017,Greece,TOTAL,MALE,5.43
2017,Greece,TOTAL,BOTHSEX,7.93
2017,Greece,NONAGR,BOTHSEX,6.46
2018,Greece,TOTAL,BOTHSEX,8.12
2018,Greece,ISIC4_A,BOTHSEX,18.21
2018,Greece,NONAGR,BOTHSEX,6.82
2018,Greece,TOTAL,FEMALE,11.79
2018,Greece,TOTAL,MALE,5.47
2018,Greece,NONAGR,MALE,4.99
2018,Greece,ISIC4_A,FEMALE,33.33
2018,Greece,ISIC4_A,MALE,8.92
2018,Greece,NONAGR,FEMALE,9.3
2019,Greece,TOTAL,BOTHSEX,7.27
2019,Greece,ISIC4_A,MALE,10.77
2019,Greece,ISIC4_A,FEMALE,32.14
2019,Greece,NONAGR,FEMALE,7.63
2019,Greece,TOTAL,FEMALE,10.14
2019,Greece,NONAGR,MALE,4.34
2019,Greece,TOTAL,MALE,5.2
2019,Greece,ISIC4_A,BOTHSEX,18.35
2019,Greece,NONAGR,BOTHSEX,5.75
2020,Greece,NONAGR,FEMALE,6.99
2020,Greece,TOTAL,FEMALE,10.01
2020,Greece,ISIC4_A,BOTHSEX,20.73
2020,Greece,NONAGR,BOTHSEX,5.45
2020,Greece,NONAGR,MALE,4.33
2020,Greece,TOTAL,BOTHSEX,7.36
2020,Greece,ISIC4_A,FEMALE,33.92
2020,Greece,ISIC4_A,MALE,12.93
2020,Greece,TOTAL,MALE,5.48
2021,Greece,ISIC4_A,BOTHSEX,18.29
2021,Greece,ISIC4_A,MALE,10.79
2021,Greece,NONAGR,BOTHSEX,4.79
2021,Greece,TOTAL,FEMALE,8.27
2021,Greece,NONAGR,FEMALE,5.68
2021,Greece,NONAGR,MALE,4.14
2021,Greece,TOTAL,MALE,4.95
2021,Greece,TOTAL,BOTHSEX,6.34
2021,Greece,ISIC4_A,FEMALE,30.37
2007,Hungary,TOTAL,MALE,13.76
2007,Hungary,ISIC4_A,MALE,30.85
2007,Hungary,ISIC4_A,FEMALE,36.9
2007,Hungary,NONAGR,FEMALE,8.66
2007,Hungary,ISIC4_A,BOTHSEX,32.4
2007,Hungary,NONAGR,BOTHSEX,10.59
2007,Hungary,TOTAL,BOTHSEX,11.79
2007,Hungary,NONAGR,MALE,12.35
2007,Hungary,TOTAL,FEMALE,9.52
2008,Hungary,ISIC4_A,FEMALE,31.39
2008,Hungary,TOTAL,MALE,13.76
2008,Hungary,TOTAL,FEMALE,9.66
2008,Hungary,ISIC4_A,MALE,26.23
2008,Hungary,NONAGR,MALE,12.87
2008,Hungary,TOTAL,BOTHSEX,11.89
2008,Hungary,NONAGR,FEMALE,8.95
2008,Hungary,ISIC4_A,BOTHSEX,27.72
2008,Hungary,NONAGR,BOTHSEX,11.04
2009,Hungary,ISIC4_A,MALE,35.7
2009,Hungary,TOTAL,MALE,14.15
2009,Hungary,TOTAL,FEMALE,9.51
2009,Hungary,NONAGR,MALE,12.32
2009,Hungary,ISIC4_A,FEMALE,50.7
2009,Hungary,NONAGR,BOTHSEX,10.22
2009,Hungary,TOTAL,BOTHSEX,12.02
2009,Hungary,NONAGR,FEMALE,7.84
2009,Hungary,ISIC4_A,BOTHSEX,40.17
2010,Hungary,ISIC4_A,FEMALE,46.89
2010,Hungary,TOTAL,BOTHSEX,12.65
2010,Hungary,NONAGR,MALE,13.26
2010,Hungary,ISIC4_A,BOTHSEX,36.52
2010,Hungary,TOTAL,FEMALE,10.01
2010,Hungary,NONAGR,BOTHSEX,11.04
2010,Hungary,TOTAL,MALE,14.95
2010,Hungary,ISIC4_A,MALE,32.76
2010,Hungary,NONAGR,FEMALE,8.63
2011,Hungary,ISIC4_A,MALE,34.66
2011,Hungary,TOTAL,BOTHSEX,12.59
2011,Hungary,ISIC4_A,BOTHSEX,39.3
2011,Hungary,TOTAL,MALE,14.45
2011,Hungary,TOTAL,FEMALE,10.46
2011,Hungary,ISIC4_A,FEMALE,52.02
2011,Hungary,NONAGR,BOTHSEX,10.83
2011,Hungary,NONAGR,MALE,12.58
2011,Hungary,NONAGR,FEMALE,8.93
2012,Hungary,NONAGR,FEMALE,8.83
2012,Hungary,ISIC4_A,BOTHSEX,36.93
2012,Hungary,TOTAL,FEMALE,10.28
2012,Hungary,ISIC4_A,MALE,31.52
2012,Hungary,NONAGR,BOTHSEX,10.88
2012,Hungary,ISIC4_A,FEMALE,54.38
2012,Hungary,TOTAL,BOTHSEX,12.5
2012,Hungary,TOTAL,MALE,14.4
2012,Hungary,NONAGR,MALE,12.75
2013,Hungary,ISIC4_A,BOTHSEX,38.75
2013,Hungary,TOTAL,BOTHSEX,12.87
2013,Hungary,TOTAL,MALE,14.8
2013,Hungary,ISIC4_A,FEMALE,47.24
2013,Hungary,NONAGR,MALE,13.08
2013,Hungary,ISIC4_A,MALE,35.29
2013,Hungary,NONAGR,FEMALE,9.23
2013,Hungary,TOTAL,FEMALE,10.63
2013,Hungary,NONAGR,BOTHSEX,11.26
2014,Hungary,TOTAL,MALE,3.39
2014,Hungary,ISIC4_A,MALE,24.12
2014,Hungary,TOTAL,BOTHSEX,3.84
2014,Hungary,NONAGR,MALE,1.7
2014,Hungary,TOTAL,FEMALE,4.36
2014,Hungary,NONAGR,BOTHSEX,2.31
2014,Hungary,ISIC4_A,FEMALE,40.64
2014,Hungary,ISIC4_A,BOTHSEX,29.05
2014,Hungary,NONAGR,FEMALE,2.97
2015,Hungary,TOTAL,FEMALE,5.34
2015,Hungary,ISIC4_A,MALE,7.9
2015,Hungary,ISIC4_A,BOTHSEX,10.23
2015,Hungary,NONAGR,MALE,3.1
2015,Hungary,NONAGR,FEMALE,4.9
2015,Hungary,TOTAL,MALE,3.53
2015,Hungary,ISIC4_A,FEMALE,16.66
2015,Hungary,NONAGR,BOTHSEX,3.96
2015,Hungary,TOTAL,BOTHSEX,4.37
2016,Hungary,TOTAL,FEMALE,5.47
2016,Hungary,NONAGR,MALE,3.21
2016,Hungary,NONAGR,FEMALE,4.71
2016,Hungary,NONAGR,BOTHSEX,3.91
2016,Hungary,ISIC4_A,BOTHSEX,17.65
2016,Hungary,TOTAL,BOTHSEX,4.76
2016,Hungary,ISIC4_A,MALE,14.84
2016,Hungary,TOTAL,MALE,4.14
2016,Hungary,ISIC4_A,FEMALE,24.6
2017,Hungary,NONAGR,BOTHSEX,12.65
2017,Hungary,TOTAL,BOTHSEX,14.38
2017,Hungary,TOTAL,FEMALE,13.14
2017,Hungary,TOTAL,MALE,15.45
2017,Hungary,ISIC4_A,FEMALE,47.46
2017,Hungary,NONAGR,FEMALE,11.7
2017,Hungary,NONAGR,MALE,13.5
2017,Hungary,ISIC4_A,BOTHSEX,41.52
2017,Hungary,ISIC4_A,MALE,38.84
2018,Hungary,NONAGR,BOTHSEX,5.25
2018,Hungary,NONAGR,FEMALE,5.28
2018,Hungary,NONAGR,MALE,5.23
2018,Hungary,TOTAL,MALE,6.49
2018,Hungary,ISIC4_A,FEMALE,25.87
2018,Hungary,ISIC4_A,BOTHSEX,22.34
2018,Hungary,TOTAL,FEMALE,6.1
2018,Hungary,ISIC4_A,MALE,20.79
2018,Hungary,TOTAL,BOTHSEX,6.31
2019,Hungary,ISIC4_A,BOTHSEX,40.1
2019,Hungary,NONAGR,BOTHSEX,8.41
2019,Hungary,NONAGR,FEMALE,6.9
2019,Hungary,ISIC4_A,FEMALE,53.88
2019,Hungary,ISIC4_A,MALE,35.16
2019,Hungary,TOTAL,FEMALE,8.54
2019,Hungary,NONAGR,MALE,9.8
2019,Hungary,TOTAL,BOTHSEX,10.37
2019,Hungary,TOTAL,MALE,11.95
2020,Hungary,NONAGR,FEMALE,7.36
2020,Hungary,NONAGR,MALE,9.56
2020,Hungary,ISIC4_A,BOTHSEX,37.68
2020,Hungary,TOTAL,MALE,11.65
2020,Hungary,TOTAL,BOTHSEX,10.19
2020,Hungary,TOTAL,FEMALE,8.48
2020,Hungary,ISIC4_A,MALE,37.1
2020,Hungary,ISIC4_A,FEMALE,39.15
2020,Hungary,NONAGR,BOTHSEX,8.52
2007,Iceland,TOTAL,MALE,6.34
2007,Iceland,NONAGR,BOTHSEX,5.61
2007,Iceland,TOTAL,BOTHSEX,5.76
2007,Iceland,NONAGR,MALE,6.34
2007,Iceland,TOTAL,FEMALE,5.05
2007,Iceland,NONAGR,FEMALE,4.77
2007,Iceland,ISIC4_A,MALE,6.34
2007,Iceland,ISIC4_A,FEMALE,19.08
2007,Iceland,ISIC4_A,BOTHSEX,8.69
2008,Iceland,ISIC4_A,FEMALE,13.33
2008,Iceland,NONAGR,BOTHSEX,5.34
2008,Iceland,ISIC4_A,MALE,6.97
2008,Iceland,TOTAL,MALE,6.36
2008,Iceland,NONAGR,FEMALE,4.18
2008,Iceland,ISIC4_A,BOTHSEX,8.32
2008,Iceland,TOTAL,BOTHSEX,5.46
2008,Iceland,TOTAL,FEMALE,4.36
2008,Iceland,NONAGR,MALE,6.32
2009,Iceland,TOTAL,BOTHSEX,4.26
2009,Iceland,TOTAL,FEMALE,3.17
2009,Iceland,NONAGR,FEMALE,3.09
2009,Iceland,NONAGR,BOTHSEX,4.04
2009,Iceland,NONAGR,MALE,4.93
2009,Iceland,TOTAL,MALE,5.21
2009,Iceland,ISIC4_A,MALE,8.29
2009,Iceland,ISIC4_A,BOTHSEX,8.23
