Year,GeoAreaName,Activity,Sex,Value
2014,Bulgaria,ISIC4_A,MALE,38.26
2014,Bulgaria,TOTAL,BOTHSEX,22.19
2017,Malta,ISIC4_A,BOTHSEX,62.15
2017,Malta,NONAGR,BOTHSEX,10.85
2017,Malta,ISIC4_A,MALE,64.15
2018,Malta,ISIC4_A,BOTHSEX,52.4
2018,Malta,ISIC4_A,MALE,51.53
2018,Malta,TOTAL,BOTHSEX,11.4
2018,Malta,TOTAL,MALE,14.82
2018,Malta,NONAGR,BOTHSEX,10.95
2014,Bulgaria,NONAGR,MALE,21.16
2014,Bulgaria,ISIC4_A,BOTHSEX,42.2
2014,Bulgaria,NONAGR,FEMALE,20.07
2014,Bulgaria,NONAGR,BOTHSEX,20.62
2014,Bulgaria,TOTAL,FEMALE,21.47
2014,Bulgaria,TOTAL,MALE,22.85
2015,Bulgaria,TOTAL,BOTHSEX,9.83
2015,Bulgaria,NONAGR,BOTHSEX,7.67
2018,Malta,TOTAL,FEMALE,6.16
2018,Malta,NONAGR,MALE,14.19
2018,Malta,NONAGR,FEMALE,6.06
2019,Malta,NONAGR,FEMALE,6.04
2019,Malta,TOTAL,MALE,16.3
2019,Malta,TOTAL,BOTHSEX,12.25
2019,Malta,ISIC4_A,BOTHSEX,59.3
2019,Malta,NONAGR,MALE,15.76
2019,Malta,ISIC4_A,MALE,58.52
2019,Malta,NONAGR,BOTHSEX,11.86
2019,Malta,TOTAL,FEMALE,6.13
2020,Malta,ISIC4_A,BOTHSEX,65.45
2020,Malta,TOTAL,FEMALE,8.11
2020,Malta,TOTAL,MALE,14.8
2020,Malta,NONAGR,MALE,14.51
2020,Malta,NONAGR,BOTHSEX,11.92
2016,Croatia,NONAGR,FEMALE,5.76
2016,Croatia,TOTAL,FEMALE,6.49
2016,Croatia,ISIC4_A,MALE,19.41
2016,Croatia,TOTAL,BOTHSEX,5.52
2016,Croatia,NONAGR,MALE,3.78
2016,Croatia,TOTAL,MALE,4.7
2016,Croatia,ISIC4_A,FEMALE,33.87
2017,Croatia,ISIC4_A,FEMALE,27.56
2020,Malta,NONAGR,FEMALE,8.04
2020,Malta,ISIC4_A,MALE,63.37
2020,Malta,TOTAL,BOTHSEX,12.13
2006,Republic of Moldova,TOTAL,MALE,21.62
2006,Republic of Moldova,ISIC4_A,BOTHSEX,41.56
2006,Republic of Moldova,TOTAL,FEMALE,18.35
2006,Republic of Moldova,TOTAL,BOTHSEX,20.01
2006,Republic of Moldova,ISIC4_A,MALE,35.61
2015,Bulgaria,NONAGR,FEMALE,7.0
2015,Bulgaria,ISIC4_A,MALE,33.16
2015,Bulgaria,TOTAL,MALE,10.54
2015,Bulgaria,ISIC4_A,FEMALE,53.42
2015,Bulgaria,NONAGR,MALE,8.29
2015,Bulgaria,ISIC4_A,BOTHSEX,39.33
2015,Bulgaria,TOTAL,FEMALE,9.05
2016,Bulgaria,TOTAL,MALE,13.75
2006,Republic of Moldova,NONAGR,BOTHSEX,13.09
2006,Republic of Moldova,ISIC4_A,FEMALE,49.59
2006,Republic of Moldova,NONAGR,MALE,16.33
2006,Republic of Moldova,NONAGR,FEMALE,10.0
2007,Republic of Moldova,ISIC4_A,MALE,34.36
2007,Republic of Moldova,ISIC4_A,BOTHSEX,40.33
2007,Republic of Moldova,ISIC4_A,FEMALE,48.65
2007,Republic of Moldova,NONAGR,MALE,17.42
2007,Republic of Moldova,TOTAL,MALE,22.06
2007,Republic of Moldova,TOTAL,BOTHSEX,19.62
2007,Republic of Moldova,TOTAL,FEMALE,17.15
2007,Republic of Moldova,NONAGR,FEMALE,9.31
2007,Republic of Moldova,NONAGR,BOTHSEX,13.19
2008,Republic of Moldova,ISIC4_A,FEMALE,54.3
2008,Republic of Moldova,ISIC4_A,BOTHSEX,43.76
2008,Republic of Moldova,NONAGR,BOTHSEX,12.53
2008,Republic of Moldova,TOTAL,BOTHSEX,19.92
2008,Republic of Moldova,NONAGR,FEMALE,7.99
2008,Republic of Moldova,TOTAL,MALE,22.59
2008,Republic of Moldova,ISIC4_A,MALE,36.37
2008,Republic of Moldova,TOTAL,FEMALE,17.16
2008,Republic of Moldova,NONAGR,MALE,17.39
2009,Republic of Moldova,ISIC4_A,FEMALE,56.56
2009,Republic of Moldova,NONAGR,BOTHSEX,13.03
2009,Republic of Moldova,ISIC4_A,BOTHSEX,47.67
2009,Republic of Moldova,NONAGR,MALE,17.76
2009,Republic of Moldova,ISIC4_A,MALE,41.71
2009,Republic of Moldova,TOTAL,MALE,23.78
2009,Republic of Moldova,NONAGR,FEMALE,8.64
2009,Republic of Moldova,TOTAL,FEMALE,16.94
2009,Republic of Moldova,TOTAL,BOTHSEX,20.41
2010,Republic of Moldova,TOTAL,BOTHSEX,21.71
2016,Bulgaria,ISIC4_A,MALE,34.1
2016,Bulgaria,ISIC4_A,FEMALE,48.22
2016,Bulgaria,NONAGR,MALE,11.55
2016,Bulgaria,TOTAL,FEMALE,12.96
2016,Bulgaria,ISIC4_A,BOTHSEX,38.23
2016,Bulgaria,TOTAL,BOTHSEX,13.38
2016,Bulgaria,NONAGR,BOTHSEX,11.41
2016,Bulgaria,NONAGR,FEMALE,11.27
2010,Republic of Moldova,ISIC4_A,FEMALE,63.97
2010,Republic of Moldova,NONAGR,BOTHSEX,13.72
2010,Republic of Moldova,ISIC4_A,BOTHSEX,53.3
2010,Republic of Moldova,NONAGR,MALE,18.87
2010,Republic of Moldova,ISIC4_A,MALE,46.04
2010,Republic of Moldova,NONAGR,FEMALE,8.95
2010,Republic of Moldova,TOTAL,FEMALE,18.02
2010,Republic of Moldova,TOTAL,MALE,25.35
2011,Republic of Moldova,TOTAL,MALE,25.15
2011,Republic of Moldova,TOTAL,BOTHSEX,21.94
2011,Republic of Moldova,TOTAL,FEMALE,18.66
2011,Republic of Moldova,NONAGR,FEMALE,8.91
2011,Republic of Moldova,ISIC4_A,MALE,46.93
2011,Republic of Moldova,NONAGR,MALE,18.4
2011,Republic of Moldova,NONAGR,BOTHSEX,13.48
2011,Republic of Moldova,ISIC4_A,BOTHSEX,56.0
2011,Republic of Moldova,ISIC4_A,FEMALE,69.72
2012,Republic of Moldova,TOTAL,FEMALE,16.36
2012,Republic of Moldova,NONAGR,MALE,17.78
2012,Republic of Moldova,ISIC4_A,MALE,49.18
2012,Republic of Moldova,ISIC4_A,FEMALE,71.89
2012,Republic of Moldova,TOTAL,BOTHSEX,20.6
2012,Republic of Moldova,ISIC4_A,BOTHSEX,57.97
2012,Republic of Moldova,NONAGR,BOTHSEX,12.22
2012,Republic of Moldova,TOTAL,MALE,24.76
2012,Republic of Moldova,NONAGR,FEMALE,7.08
2013,Republic of Moldova,NONAGR,MALE,18.03
2013,Republic of Moldova,ISIC4_A,BOTHSEX,57.58
2013,Republic of Moldova,ISIC4_A,MALE,51.57
2013,Republic of Moldova,ISIC4_A,FEMALE,66.78
2013,Republic of Moldova,TOTAL,MALE,26.1
2013,Republic of Moldova,TOTAL,BOTHSEX,21.59
2013,Republic of Moldova,NONAGR,FEMALE,7.42
2013,Republic of Moldova,TOTAL,FEMALE,16.97
2013,Republic of Moldova,NONAGR,BOTHSEX,12.52
2014,Republic of Moldova,TOTAL,MALE,28.96
2014,Republic of Moldova,NONAGR,FEMALE,6.92
2014,Republic of Moldova,ISIC4_A,BOTHSEX,64.76
2014,Republic of Moldova,ISIC4_A,MALE,58.68
2014,Republic of Moldova,TOTAL,FEMALE,19.99
2014,Republic of Moldova,NONAGR,MALE,17.52
2014,Republic of Moldova,NONAGR,BOTHSEX,11.96
2014,Republic of Moldova,ISIC4_A,FEMALE,73.47
2014,Republic of Moldova,TOTAL,BOTHSEX,24.5
2015,Republic of Moldova,ISIC4_A,FEMALE,81.65
2015,Republic of Moldova,TOTAL,FEMALE,20.8
2015,Republic of Moldova,ISIC4_A,MALE,60.08
2015,Republic of Moldova,NONAGR,FEMALE,6.59
2017,Bulgaria,ISIC4_A,FEMALE,27.43
2017,Bulgaria,NONAGR,BOTHSEX,9.04
2017,Bulgaria,NONAGR,MALE,10.09
2017,Bulgaria,TOTAL,FEMALE,8.66
2017,Bulgaria,TOTAL,MALE,11.06
2017,Bulgaria,TOTAL,BOTHSEX,9.93
2017,Bulgaria,ISIC4_A,MALE,21.18
2017,Bulgaria,NONAGR,FEMALE,7.94
2015,Republic of Moldova,TOTAL,BOTHSEX,25.09
2015,Republic of Moldova,NONAGR,BOTHSEX,11.87
2015,Republic of Moldova,ISIC4_A,BOTHSEX,68.95
2015,Republic of Moldova,TOTAL,MALE,29.42
2015,Republic of Moldova,NONAGR,MALE,17.83
2016,Republic of Moldova,ISIC4_A,BOTHSEX,67.35
2016,Republic of Moldova,NONAGR,MALE,17.88
2016,Republic of Moldova,TOTAL,FEMALE,21.89
2016,Republic of Moldova,TOTAL,MALE,29.24
2016,Republic of Moldova,ISIC4_A,MALE,58.18
2016,Republic of Moldova,TOTAL,BOTHSEX,25.58
2016,Republic of Moldova,ISIC4_A,FEMALE,80.23
2016,Republic of Moldova,NONAGR,BOTHSEX,12.21
2016,Republic of Moldova,NONAGR,FEMALE,7.07
2017,Republic of Moldova,NONAGR,BOTHSEX,11.28
2017,Republic of Moldova,ISIC4_A,BOTHSEX,66.13
2017,Republic of Moldova,TOTAL,MALE,27.35
2017,Republic of Moldova,TOTAL,BOTHSEX,23.67
2017,Republic of Moldova,ISIC4_A,MALE,56.72
2017,Republic of Moldova,ISIC4_A,FEMALE,80.28
2017,Republic of Moldova,TOTAL,FEMALE,19.94
2017,Republic of Moldova,NONAGR,FEMALE,6.54
2017,Republic of Moldova,NONAGR,MALE,16.51
2018,Republic of Moldova,TOTAL,FEMALE,21.68
2017,Bulgaria,ISIC4_A,BOTHSEX,22.9
2018,Bulgaria,TOTAL,BOTHSEX,7.17
2018,Bulgaria,ISIC4_A,BOTHSEX,24.52
2018,Bulgaria,ISIC4_A,MALE,22.63
2018,Bulgaria,ISIC4_A,FEMALE,29.33
2018,Bulgaria,NONAGR,BOTHSEX,6.12
2018,Bulgaria,NONAGR,FEMALE,5.12
2018,Bulgaria,TOTAL,FEMALE,5.95
2018,Republic of Moldova,ISIC4_A,BOTHSEX,65.75
2018,Republic of Moldova,TOTAL,MALE,28.47
2018,Republic of Moldova,NONAGR,MALE,17.36
2018,Republic of Moldova,ISIC4_A,MALE,56.5
2018,Republic of Moldova,ISIC4_A,FEMALE,78.69
2018,Republic of Moldova,TOTAL,BOTHSEX,25.09
2018,Republic of Moldova,NONAGR,FEMALE,6.98
2018,Republic of Moldova,NONAGR,BOTHSEX,11.93
2018,Bulgaria,NONAGR,MALE,7.04
2018,Bulgaria,TOTAL,MALE,8.23
2019,Bulgaria,TOTAL,BOTHSEX,5.76
2019,Bulgaria,NONAGR,BOTHSEX,4.71
2019,Bulgaria,ISIC4_A,BOTHSEX,22.34
2019,Bulgaria,ISIC4_A,FEMALE,24.93
2019,Bulgaria,NONAGR,MALE,4.44
2019,Bulgaria,NONAGR,FEMALE,5.0
2019,Republic of Moldova,ISIC4_A,BOTHSEX,63.92
2019,Republic of Moldova,ISIC4_A,MALE,54.95
2019,Republic of Moldova,TOTAL,FEMALE,17.67
2019,Republic of Moldova,TOTAL,MALE,27.61
2019,Republic of Moldova,NONAGR,BOTHSEX,11.85
2019,Republic of Moldova,TOTAL,BOTHSEX,22.77
2019,Republic of Moldova,ISIC4_A,FEMALE,77.93
2019,Republic of Moldova,NONAGR,FEMALE,5.51
2019,Bulgaria,ISIC4_A,MALE,21.28
2019,Bulgaria,TOTAL,FEMALE,5.74
2019,Bulgaria,TOTAL,MALE,5.78
2020,Bulgaria,TOTAL,BOTHSEX,7.54
2020,Bulgaria,NONAGR,BOTHSEX,7.78
2020,Bulgaria,NONAGR,FEMALE,7.45
2020,Bulgaria,ISIC4_A,FEMALE,2.31
2020,Bulgaria,TOTAL,MALE,7.97
2019,Republic of Moldova,NONAGR,MALE,18.53
2020,Republic of Moldova,NONAGR,BOTHSEX,10.27
2020,Republic of Moldova,ISIC4_A,FEMALE,79.26
2020,Republic of Moldova,ISIC4_A,BOTHSEX,65.16
2020,Republic of Moldova,TOTAL,FEMALE,15.81
2020,Republic of Moldova,TOTAL,MALE,27.58
2020,Republic of Moldova,NONAGR,MALE,17.48
2020,Republic of Moldova,NONAGR,FEMALE,3.32
2020,Bulgaria,TOTAL,FEMALE,7.04
2020,Bulgaria,ISIC4_A,MALE,6.53
2020,Bulgaria,NONAGR,MALE,8.05
2020,Bulgaria,ISIC4_A,BOTHSEX,4.14
2021,Bulgaria,TOTAL,MALE,6.82
2021,Bulgaria,ISIC4_A,MALE,19.68
2021,Bulgaria,TOTAL,BOTHSEX,6.81
2021,Bulgaria,NONAGR,FEMALE,5.83
2017,Croatia,TOTAL,BOTHSEX,4.56
2017,Croatia,NONAGR,FEMALE,4.47
2017,Croatia,TOTAL,FEMALE,4.94
2017,Croatia,TOTAL,MALE,4.25
2017,Croatia,NONAGR,BOTHSEX,3.95
2017,Croatia,ISIC4_A,MALE,21.51
2017,Croatia,NONAGR,MALE,3.51
2017,Croatia,ISIC4_A,BOTHSEX,23.27
2020,Republic of Moldova,ISIC4_A,MALE,56.82
2020,Republic of Moldova,TOTAL,BOTHSEX,21.93
2021,Republic of Moldova,TOTAL,FEMALE,16.91
2021,Republic of Moldova,ISIC4_A,FEMALE,78.1
2021,Republic of Moldova,ISIC4_A,MALE,56.31
2021,Republic of Moldova,ISIC4_A,BOTHSEX,64.56
2021,Republic of Moldova,NONAGR,MALE,17.93
2021,Republic of Moldova,TOTAL,MALE,27.69
2018,Croatia,NONAGR,MALE,2.46
2018,Croatia,TOTAL,FEMALE,5.11
2018,Croatia,TOTAL,MALE,3.59
2018,Croatia,ISIC4_A,FEMALE,38.93
2018,Croatia,TOTAL,BOTHSEX,4.28
2018,Croatia,ISIC4_A,MALE,22.57
2018,Croatia,NONAGR,FEMALE,4.17
2018,Croatia,ISIC4_A,BOTHSEX,27.21
2021,Republic of Moldova,NONAGR,BOTHSEX,11.07
2021,Republic of Moldova,NONAGR,FEMALE,4.23
2021,Republic of Moldova,TOTAL,BOTHSEX,22.58
2007,Netherlands,NONAGR,BOTHSEX,10.02
2007,Netherlands,ISIC4_A,FEMALE,53.14
2007,Netherlands,TOTAL,BOTHSEX,10.62
2007,Netherlands,NONAGR,FEMALE,9.69
2007,Netherlands,ISIC4_A,MALE,46.78
2007,Netherlands,TOTAL,MALE,10.98
2007,Netherlands,TOTAL,FEMALE,10.16
2007,Netherlands,NONAGR,MALE,10.28
2007,Netherlands,ISIC4_A,BOTHSEX,48.73
2008,Netherlands,ISIC4_A,BOTHSEX,53.8
2008,Netherlands,TOTAL,MALE,13.91
2008,Netherlands,TOTAL,FEMALE,11.09
2008,Netherlands,ISIC4_A,FEMALE,47.91
2018,Croatia,NONAGR,BOTHSEX,3.25
2019,Croatia,TOTAL,MALE,3.65
2019,Croatia,NONAGR,BOTHSEX,3.62
2019,Croatia,ISIC4_A,BOTHSEX,28.11
2019,Croatia,ISIC4_A,MALE,22.41
2019,Croatia,TOTAL,FEMALE,5.95
2019,Croatia,NONAGR,MALE,2.49
2019,Croatia,NONAGR,FEMALE,4.9
2008,Netherlands,TOTAL,BOTHSEX,12.67
2008,Netherlands,ISIC4_A,MALE,56.14
2008,Netherlands,NONAGR,BOTHSEX,12.11
2008,Netherlands,NONAGR,MALE,13.17
2008,Netherlands,NONAGR,FEMALE,10.77
2009,Netherlands,NONAGR,FEMALE,10.78
2009,Netherlands,NONAGR,MALE,14.4
2009,Netherlands,ISIC4_A,MALE,52.69
2009,Netherlands,NONAGR,BOTHSEX,12.78
2009,Netherlands,TOTAL,MALE,15.07
2009,Netherlands,ISIC4_A,FEMALE,44.9
2009,Netherlands,TOTAL,BOTHSEX,13.28
2009,Netherlands,TOTAL,FEMALE,11.03
2009,Netherlands,ISIC4_A,BOTHSEX,50.7
2010,Netherlands,NONAGR,BOTHSEX,13.8
2010,Netherlands,ISIC4_A,BOTHSEX,48.01
2010,Netherlands,ISIC4_A,FEMALE,43.98
2010,Netherlands,TOTAL,MALE,16.2
2010,Netherlands,TOTAL,BOTHSEX,14.25
2010,Netherlands,ISIC4_A,MALE,49.64
2010,Netherlands,NONAGR,MALE,15.62
2010,Netherlands,TOTAL,FEMALE,11.83
2010,Netherlands,NONAGR,FEMALE,11.56
2011,Netherlands,TOTAL,FEMALE,10.93
2011,Netherlands,NONAGR,MALE,14.31
2011,Netherlands,NONAGR,BOTHSEX,12.69
2011,Netherlands,TOTAL,BOTHSEX,12.99
2011,Netherlands,ISIC4_A,FEMALE,45.03
2011,Netherlands,ISIC4_A,MALE,39.2
2011,Netherlands,ISIC4_A,BOTHSEX,40.73
2011,Netherlands,TOTAL,MALE,14.66
2011,Netherlands,NONAGR,FEMALE,10.72
2019,Croatia,ISIC4_A,FEMALE,41.82
2019,Croatia,TOTAL,BOTHSEX,4.71
2020,Croatia,ISIC4_A,MALE,22.67
2020,Croatia,NONAGR,FEMALE,3.73
2020,Croatia,NONAGR,MALE,1.64
2020,Croatia,ISIC4_A,FEMALE,40.59
2020,Croatia,TOTAL,MALE,2.72
2020,Croatia,NONAGR,BOTHSEX,2.59
2012,Netherlands,TOTAL,MALE,16.04
2012,Netherlands,ISIC4_A,MALE,47.5
2012,Netherlands,NONAGR,BOTHSEX,13.25
2012,Netherlands,ISIC4_A,FEMALE,47.43
2012,Netherlands,TOTAL,BOTHSEX,13.56
2012,Netherlands,NONAGR,FEMALE,10.38
2012,Netherlands,NONAGR,MALE,15.63
2012,Netherlands,TOTAL,FEMALE,10.54
2020,Croatia,TOTAL,FEMALE,4.65
2020,Croatia,ISIC4_A,BOTHSEX,27.74
2020,Croatia,TOTAL,BOTHSEX,3.59
2021,Croatia,TOTAL,BOTHSEX,3.43
2021,Croatia,NONAGR,MALE,2.04
2021,Croatia,ISIC4_A,BOTHSEX,15.81
2021,Croatia,TOTAL,MALE,2.65
2021,Croatia,ISIC4_A,MALE,13.41
2012,Netherlands,ISIC4_A,BOTHSEX,47.49
2013,Netherlands,ISIC4_A,MALE,34.98
2013,Netherlands,ISIC4_A,FEMALE,33.07
2013,Netherlands,ISIC4_A,BOTHSEX,34.49
2013,Netherlands,NONAGR,FEMALE,10.47
2013,Netherlands,TOTAL,FEMALE,10.55
2013,Netherlands,NONAGR,BOTHSEX,12.76
2013,Netherlands,TOTAL,MALE,14.86
2021,Croatia,NONAGR,BOTHSEX,2.89
2021,Croatia,NONAGR,FEMALE,3.91
2021,Croatia,ISIC4_A,FEMALE,21.81
2021,Croatia,TOTAL,FEMALE,4.39
2007,Cyprus,TOTAL,FEMALE,15.84
2007,Cyprus,TOTAL,MALE,21.5
2007,Cyprus,NONAGR,BOTHSEX,17.43
2007,Cyprus,TOTAL,BOTHSEX,19.01
2013,Netherlands,NONAGR,MALE,14.68
2013,Netherlands,TOTAL,BOTHSEX,12.9
2014,Netherlands,NONAGR,BOTHSEX,12.29
2014,Netherlands,TOTAL,MALE,14.63
2014,Netherlands,TOTAL,BOTHSEX,12.54
2014,Netherlands,NONAGR,FEMALE,9.9
2014,Netherlands,ISIC4_A,BOTHSEX,51.14
2014,Netherlands,TOTAL,FEMALE,10.03
2014,Netherlands,ISIC4_A,MALE,51.32
2014,Netherlands,ISIC4_A,FEMALE,50.54
2014,Netherlands,NONAGR,MALE,14.29
2015,Netherlands,NONAGR,BOTHSEX,13.16
2015,Netherlands,NONAGR,FEMALE,10.28
2015,Netherlands,TOTAL,MALE,15.82
2015,Netherlands,ISIC4_A,MALE,56.2
2015,Netherlands,ISIC4_A,BOTHSEX,52.1
2007,Cyprus,ISIC4_A,FEMALE,74.55
2007,Cyprus,NONAGR,MALE,19.71
2007,Cyprus,ISIC4_A,BOTHSEX,65.78
2007,Cyprus,ISIC4_A,MALE,62.36
2007,Cyprus,NONAGR,FEMALE,14.59
2008,Cyprus,NONAGR,BOTHSEX,17.54
2008,Cyprus,TOTAL,MALE,21.16
2008,Cyprus,ISIC4_A,MALE,66.73
2015,Netherlands,TOTAL,FEMALE,10.37
2015,Netherlands,NONAGR,MALE,15.48
2015,Netherlands,ISIC4_A,FEMALE,38.84
2015,Netherlands,TOTAL,BOTHSEX,13.39
2016,Netherlands,TOTAL,MALE,16.61
2016,Netherlands,TOTAL,BOTHSEX,14.03
2016,Netherlands,NONAGR,FEMALE,10.87
2016,Netherlands,NONAGR,BOTHSEX,13.8
2008,Cyprus,NONAGR,FEMALE,15.29
2008,Cyprus,NONAGR,MALE,19.45
2008,Cyprus,ISIC4_A,FEMALE,76.35
2008,Cyprus,TOTAL,BOTHSEX,18.87
2008,Cyprus,ISIC4_A,BOTHSEX,69.0
2008,Cyprus,TOTAL,FEMALE,16.11
2009,Cyprus,ISIC4_A,FEMALE,69.05
2009,Cyprus,NONAGR,FEMALE,11.51
2016,Netherlands,ISIC4_A,MALE,46.08
2016,Netherlands,TOTAL,FEMALE,10.94
2016,Netherlands,ISIC4_A,FEMALE,29.52
2016,Netherlands,NONAGR,MALE,16.26
2016,Netherlands,ISIC4_A,BOTHSEX,42.58
2017,Netherlands,NONAGR,FEMALE,10.5
2017,Netherlands,NONAGR,BOTHSEX,13.96
2017,Netherlands,TOTAL,FEMALE,10.53
2017,Netherlands,TOTAL,BOTHSEX,14.18
2017,Netherlands,ISIC4_A,MALE,41.51
2017,Netherlands,NONAGR,MALE,16.99
2017,Netherlands,ISIC4_A,BOTHSEX,39.15
2017,Netherlands,TOTAL,MALE,17.34
2018,Netherlands,ISIC4_A,BOTHSEX,34.27
2018,Netherlands,NONAGR,MALE,16.63
2018,Netherlands,ISIC4_A,MALE,37.99
2009,Cyprus,ISIC4_A,BOTHSEX,67.19
2009,Cyprus,NONAGR,MALE,18.94
2009,Cyprus,ISIC4_A,MALE,66.52
2009,Cyprus,TOTAL,BOTHSEX,16.72
2009,Cyprus,TOTAL,FEMALE,12.3
2009,Cyprus,TOTAL,MALE,20.52
2009,Cyprus,NONAGR,BOTHSEX,15.47
2010,Cyprus,TOTAL,BOTHSEX,16.41
2018,Netherlands,NONAGR,BOTHSEX,14.28
2018,Netherlands,TOTAL,BOTHSEX,14.44
2018,Netherlands,TOTAL,MALE,16.86
2018,Netherlands,ISIC4_A,FEMALE,22.44
2018,Netherlands,NONAGR,FEMALE,11.65
2018,Netherlands,TOTAL,FEMALE,11.7
2019,Netherlands,ISIC4_A,FEMALE,29.15
2019,Netherlands,NONAGR,FEMALE,11.02
2019,Netherlands,ISIC4_A,MALE,39.45
2019,Netherlands,TOTAL,MALE,17.13
2019,Netherlands,ISIC4_A,BOTHSEX,36.99
2019,Netherlands,TOTAL,FEMALE,11.1
2019,Netherlands,TOTAL,BOTHSEX,14.3
2019,Netherlands,NONAGR,BOTHSEX,14.11
2019,Netherlands,NONAGR,MALE,16.85
2020,Netherlands,NONAGR,FEMALE,11.55
2020,Netherlands,ISIC4_A,FEMALE,39.06
2020,Netherlands,ISIC4_A,MALE,31.54
2020,Netherlands,TOTAL,FEMALE,11.7
2020,Netherlands,NONAGR,BOTHSEX,14.39
2020,Netherlands,ISIC4_A,BOTHSEX,33.72
2020,Netherlands,NONAGR,MALE,16.88
2020,Netherlands,TOTAL,MALE,17.05
2020,Netherlands,TOTAL,BOTHSEX,14.56
2021,Netherlands,TOTAL,BOTHSEX,11.83
2021,Netherlands,TOTAL,MALE,14.66
2021,Netherlands,TOTAL,FEMALE,8.6
2021,Netherlands,NONAGR,BOTHSEX,11.62
2021,Netherlands,NONAGR,FEMALE,8.43
2021,Netherlands,ISIC4_A,BOTHSEX,37.03
2021,Netherlands,ISIC4_A,FEMALE,36.75
2021,Netherlands,NONAGR,MALE,14.43
2010,Cyprus,ISIC4_A,BOTHSEX,71.85
2010,Cyprus,NONAGR,MALE,17.98
2010,Cyprus,NONAGR,BOTHSEX,15.14
2010,Cyprus,TOTAL,MALE,19.87
2010,Cyprus,ISIC4_A,MALE,76.74
2010,Cyprus,ISIC4_A,FEMALE,55.54
2010,Cyprus,NONAGR,FEMALE,12.0
2010,Cyprus,TOTAL,FEMALE,12.48
2021,Netherlands,ISIC4_A,MALE,37.18
2007,Norway,ISIC4_A,BOTHSEX,36.79
2007,Norway,NONAGR,BOTHSEX,5.84
2007,Norway,NONAGR,MALE,7.18
2007,Norway,TOTAL,FEMALE,4.37
2007,Norway,NONAGR,FEMALE,4.28
2007,Norway,TOTAL,BOTHSEX,6.43
2007,Norway,ISIC4_A,MALE,39.2
2011,Cyprus,ISIC4_A,FEMALE,48.72
2011,Cyprus,NONAGR,FEMALE,10.56
2011,Cyprus,TOTAL,BOTHSEX,15.15
2011,Cyprus,TOTAL,FEMALE,11.03
2011,Cyprus,NONAGR,BOTHSEX,13.99
2011,Cyprus,ISIC4_A,MALE,73.06
2011,Cyprus,NONAGR,MALE,17.14
2011,Cyprus,ISIC4_A,BOTHSEX,66.59
2007,Norway,TOTAL,MALE,8.16
2008,Norway,ISIC4_A,BOTHSEX,42.22
2008,Norway,TOTAL,FEMALE,3.76
2008,Norway,TOTAL,MALE,6.81
2008,Norway,TOTAL,BOTHSEX,5.41
2008,Norway,NONAGR,FEMALE,3.7
2008,Norway,NONAGR,BOTHSEX,4.96
2008,Norway,NONAGR,MALE,6.04
2011,Cyprus,TOTAL,MALE,18.86
2012,Cyprus,ISIC4_A,MALE,73.12
2012,Cyprus,TOTAL,MALE,17.48
2012,Cyprus,NONAGR,BOTHSEX,14.45
2012,Cyprus,NONAGR,FEMALE,12.85
2012,Cyprus,ISIC4_A,BOTHSEX,67.99
2012,Cyprus,ISIC4_A,FEMALE,55.35
2012,Cyprus,NONAGR,MALE,15.97
2008,Norway,ISIC4_A,MALE,43.17
2009,Norway,TOTAL,FEMALE,4.14
2009,Norway,NONAGR,MALE,6.67
2009,Norway,NONAGR,BOTHSEX,5.43
2009,Norway,TOTAL,MALE,7.19
2009,Norway,ISIC4_A,BOTHSEX,41.76
2009,Norway,TOTAL,BOTHSEX,5.77
2009,Norway,ISIC4_A,MALE,40.03
2009,Norway,NONAGR,FEMALE,4.02
2010,Norway,TOTAL,FEMALE,5.52
2010,Norway,TOTAL,BOTHSEX,7.41
2010,Norway,ISIC4_A,FEMALE,60.76
2010,Norway,ISIC4_A,BOTHSEX,47.8
2010,Norway,TOTAL,MALE,9.1
2010,Norway,NONAGR,MALE,8.11
2010,Norway,ISIC4_A,MALE,45.98
2012,Cyprus,TOTAL,FEMALE,13.34
2012,Cyprus,TOTAL,BOTHSEX,15.48
2013,Cyprus,ISIC4_A,MALE,71.6
2013,Cyprus,NONAGR,BOTHSEX,12.8
2013,Cyprus,TOTAL,BOTHSEX,14.01
2013,Cyprus,ISIC4_A,FEMALE,61.46
2013,Cyprus,TOTAL,FEMALE,11.38
2013,Cyprus,NONAGR,FEMALE,10.82
2010,Norway,NONAGR,FEMALE,5.29
2010,Norway,NONAGR,BOTHSEX,6.76
2011,Norway,ISIC4_A,MALE,55.26
2011,Norway,NONAGR,MALE,6.77
2011,Norway,TOTAL,MALE,8.14
2011,Norway,NONAGR,FEMALE,4.73
2011,Norway,TOTAL,FEMALE,4.8
2011,Norway,NONAGR,BOTHSEX,5.8
2011,Norway,TOTAL,BOTHSEX,6.58
2011,Norway,ISIC4_A,BOTHSEX,54.55
2012,Norway,TOTAL,MALE,9.37
2012,Norway,ISIC4_A,BOTHSEX,47.69
2012,Norway,NONAGR,BOTHSEX,7.01
2012,Norway,NONAGR,MALE,8.48
2012,Norway,NONAGR,FEMALE,5.4
2012,Norway,TOTAL,BOTHSEX,7.56
2012,Norway,TOTAL,FEMALE,5.55
2012,Norway,ISIC4_A,MALE,50.43
2013,Norway,NONAGR,MALE,7.11
2013,Norway,TOTAL,MALE,7.97
