Year,GeoAreaName,Name of non-communicable disease,Sex,Value
2010,Luxembourg,RES,BOTHSEX,281
2010,Luxembourg,DIA,BOTHSEX,58
2010,Luxembourg,CAN,MALE,586
2010,Luxembourg,DIA,MALE,25
2010,Luxembourg,CAR,BOTHSEX,1272
2010,Luxembourg,CAR,FEMALE,708
2010,Luxembourg,RES,FEMALE,142
2015,Bulgaria,DIA,FEMALE,988
2015,Bulgaria,RES,FEMALE,1950
2019,Bulgaria,RES,BOTHSEX,6304
2019,Bulgaria,CAN,MALE,9829
2019,Bulgaria,DIA,MALE,752
2019,Bulgaria,CAR,MALE,33194
2019,Bulgaria,RES,MALE,3781
2019,Bulgaria,DIA,FEMALE,866
2019,Bulgaria,CAN,FEMALE,7382
2010,Luxembourg,CAN,FEMALE,497
2010,Luxembourg,DIA,FEMALE,33
2010,Luxembourg,RES,MALE,139
2015,Luxembourg,CAN,BOTHSEX,1093
2015,Luxembourg,DIA,BOTHSEX,82
2015,Luxembourg,CAR,BOTHSEX,1159
2015,Luxembourg,RES,MALE,131
2015,Luxembourg,CAN,MALE,599
2015,Luxembourg,DIA,MALE,41
2015,Luxembourg,RES,BOTHSEX,263
2015,Luxembourg,RES,FEMALE,132
2015,Luxembourg,CAR,FEMALE,636
2015,Luxembourg,CAN,FEMALE,495
2015,Luxembourg,DIA,FEMALE,40
2015,Luxembourg,CAR,MALE,523
2019,Luxembourg,CAN,BOTHSEX,1187
2019,Luxembourg,DIA,BOTHSEX,85
2019,Luxembourg,RES,MALE,159
2019,Bulgaria,RES,FEMALE,2522
2019,Bulgaria,CAR,BOTHSEX,68884
2019,Bulgaria,CAN,BOTHSEX,17211
2019,Bulgaria,DIA,BOTHSEX,1618
2019,Bulgaria,CAR,FEMALE,35690
2000,Belarus,CAN,MALE,11969
2000,Belarus,RES,MALE,3718
2000,Belarus,CAR,MALE,34671
2000,Belarus,DIA,MALE,282
2019,Luxembourg,DIA,MALE,44
2019,Luxembourg,CAN,MALE,644
2019,Luxembourg,CAR,MALE,604
2019,Luxembourg,CAR,BOTHSEX,1286
2019,Luxembourg,RES,BOTHSEX,305
2019,Luxembourg,CAR,FEMALE,682
2019,Luxembourg,RES,FEMALE,145
2019,Luxembourg,CAN,FEMALE,542
2019,Luxembourg,DIA,FEMALE,41
2000,Belarus,CAN,BOTHSEX,21429
2000,Belarus,CAR,BOTHSEX,77506
2000,Belarus,RES,FEMALE,1922
2000,Belarus,CAR,FEMALE,42836
2000,Belarus,DIA,FEMALE,482
2000,Belarus,CAN,FEMALE,9460
2000,Belarus,DIA,BOTHSEX,765
2000,Belarus,RES,BOTHSEX,5640
2005,Belarus,CAN,MALE,11909
2000,Austria,DIA,BOTHSEX,1413
2000,Austria,RES,BOTHSEX,4549
2000,Austria,CAN,BOTHSEX,19029
2000,Austria,CAR,BOTHSEX,39022
2000,Austria,CAN,FEMALE,9375
2000,Austria,CAR,MALE,15760
2005,Austria,RES,BOTHSEX,3993
2005,Austria,CAR,FEMALE,19490
2005,Austria,CAN,MALE,10118
2000,Malta,DIA,FEMALE,57
2000,Malta,CAN,FEMALE,323
2000,Malta,DIA,MALE,41
2000,Malta,RES,MALE,117
2000,Malta,CAN,MALE,412
2000,Malta,CAR,BOTHSEX,1419
2000,Malta,RES,BOTHSEX,184
2000,Malta,CAR,FEMALE,737
2000,Malta,RES,FEMALE,67
2019,France,DIA,FEMALE,6511
2019,France,DIA,MALE,6446
2019,France,RES,FEMALE,17241
2019,France,CAN,FEMALE,78674
2019,France,CAN,MALE,103426
2019,France,CAR,MALE,67775
2000,Georgia,RES,FEMALE,483
2000,Georgia,CAN,FEMALE,2231
2000,Georgia,DIA,FEMALE,590
2000,Malta,CAR,MALE,681
2000,Malta,CAN,BOTHSEX,735
2000,Malta,DIA,BOTHSEX,98
2005,Malta,CAR,MALE,648
2005,Malta,RES,BOTHSEX,190
2005,Malta,DIA,BOTHSEX,121
2005,Malta,CAN,BOTHSEX,749
2005,Malta,CAR,BOTHSEX,1349
2005,Malta,DIA,MALE,57
2005,Malta,RES,MALE,127
2005,Malta,CAN,MALE,415
2005,Malta,CAR,FEMALE,701
2005,Malta,RES,FEMALE,63
2005,Malta,DIA,FEMALE,65
2005,Malta,CAN,FEMALE,335
2010,Malta,DIA,BOTHSEX,100
2010,Malta,CAR,BOTHSEX,1312
2010,Malta,CAR,FEMALE,677
2000,Georgia,CAN,BOTHSEX,4571
2000,Georgia,CAR,BOTHSEX,38161
2000,Georgia,CAR,FEMALE,20310
2000,Georgia,CAN,MALE,2340
2000,Georgia,CAR,MALE,17851
2000,Georgia,RES,MALE,585
2000,Georgia,DIA,MALE,523
2000,Georgia,DIA,BOTHSEX,1113
2000,Georgia,RES,BOTHSEX,1068
2010,Malta,DIA,FEMALE,51
2010,Malta,CAN,FEMALE,405
2010,Malta,RES,BOTHSEX,172
2010,Malta,CAN,BOTHSEX,886
2010,Malta,RES,FEMALE,62
2010,Malta,DIA,MALE,49
2010,Malta,CAN,MALE,481
2010,Malta,RES,MALE,110
2010,Malta,CAR,MALE,635
2005,Georgia,CAN,FEMALE,2153
2005,Georgia,CAR,FEMALE,16598
2005,Georgia,RES,FEMALE,519
2005,Georgia,DIA,FEMALE,594
2005,Georgia,CAR,MALE,16274
2005,Georgia,RES,BOTHSEX,1245
2005,Georgia,CAN,BOTHSEX,4513
2005,Georgia,CAR,BOTHSEX,32873
2005,Georgia,DIA,BOTHSEX,1160
2015,Malta,DIA,BOTHSEX,172
2015,Malta,CAR,BOTHSEX,1268
2015,Malta,CAN,BOTHSEX,934
2015,Malta,DIA,FEMALE,87
2015,Malta,CAR,FEMALE,675
2015,Malta,RES,BOTHSEX,200
2015,Malta,CAN,FEMALE,415
2015,Malta,RES,FEMALE,77
2015,Malta,CAR,MALE,593
2005,Georgia,RES,MALE,726
2005,Georgia,DIA,MALE,566
2005,Georgia,CAN,MALE,2360
2010,Georgia,CAR,BOTHSEX,35367
2010,Georgia,CAR,FEMALE,18200
2010,Georgia,RES,FEMALE,604
2010,Georgia,DIA,FEMALE,848
2010,Georgia,CAN,FEMALE,2660
2010,Georgia,RES,BOTHSEX,1460
2015,Malta,RES,MALE,123
2015,Malta,DIA,MALE,84
2015,Malta,CAN,MALE,520
2019,Malta,RES,BOTHSEX,230
2019,Malta,CAN,BOTHSEX,1007
2019,Malta,CAR,BOTHSEX,1353
2019,Malta,DIA,BOTHSEX,195
2019,Malta,RES,FEMALE,91
2019,Malta,CAR,FEMALE,700
2019,Malta,DIA,FEMALE,106
2019,Malta,CAN,FEMALE,451
2019,Malta,CAR,MALE,653
2019,Malta,DIA,MALE,89
2019,Malta,RES,MALE,139
2019,Malta,CAN,MALE,556
2000,Republic of Moldova,RES,BOTHSEX,2078
2000,Republic of Moldova,DIA,BOTHSEX,431
2000,Republic of Moldova,RES,FEMALE,795
2005,Belarus,CAR,MALE,39356
2005,Belarus,DIA,FEMALE,380
2005,Belarus,DIA,BOTHSEX,640
2005,Belarus,RES,MALE,2966
2005,Belarus,DIA,MALE,260
2005,Belarus,RES,FEMALE,1274
2005,Belarus,CAN,FEMALE,9261
2005,Belarus,CAR,FEMALE,44773
2005,Belarus,RES,BOTHSEX,4239
2000,Republic of Moldova,CAR,FEMALE,15777
2000,Republic of Moldova,CAN,FEMALE,2385
2000,Republic of Moldova,CAR,MALE,12621
2000,Republic of Moldova,CAN,MALE,2996
2000,Republic of Moldova,CAN,BOTHSEX,5382
2000,Republic of Moldova,CAR,BOTHSEX,28398
2000,Republic of Moldova,DIA,FEMALE,264
2000,Republic of Moldova,DIA,MALE,167
2000,Republic of Moldova,RES,MALE,1283
2005,Belarus,CAR,BOTHSEX,84130
2005,Belarus,CAN,BOTHSEX,21170
2010,Belarus,RES,FEMALE,877
2010,Belarus,DIA,FEMALE,280
2010,Belarus,CAN,MALE,11817
2010,Belarus,RES,MALE,1884
2010,Belarus,CAR,FEMALE,44157
2010,Belarus,CAN,FEMALE,9384
2010,Belarus,DIA,BOTHSEX,498
2010,Georgia,CAN,BOTHSEX,5820
2010,Georgia,DIA,BOTHSEX,1647
2010,Georgia,CAN,MALE,3160
2010,Georgia,DIA,MALE,800
2010,Georgia,CAR,MALE,17168
2010,Georgia,RES,MALE,856
2015,Georgia,CAR,BOTHSEX,34288
2015,Georgia,DIA,BOTHSEX,2119
2015,Georgia,CAN,FEMALE,2992
2015,Georgia,RES,FEMALE,602
2015,Georgia,CAR,FEMALE,17806
2015,Georgia,RES,BOTHSEX,1466
2015,Georgia,CAN,BOTHSEX,6716
2015,Georgia,DIA,FEMALE,1112
2015,Georgia,DIA,MALE,1007
2015,Georgia,CAN,MALE,3724
2015,Georgia,RES,MALE,864
2015,Georgia,CAR,MALE,16482
2005,Republic of Moldova,CAR,BOTHSEX,29316
2005,Republic of Moldova,RES,FEMALE,782
2005,Republic of Moldova,CAR,FEMALE,16187
2005,Republic of Moldova,CAN,FEMALE,2613
2005,Republic of Moldova,DIA,FEMALE,258
2005,Republic of Moldova,RES,BOTHSEX,2172
2005,Republic of Moldova,DIA,BOTHSEX,430
2005,Republic of Moldova,CAN,BOTHSEX,6052
2005,Republic of Moldova,DIA,MALE,172
2005,Republic of Moldova,CAN,MALE,3439
2005,Republic of Moldova,CAR,MALE,13129
2005,Republic of Moldova,RES,MALE,1390
2010,Republic of Moldova,CAN,BOTHSEX,6542
2010,Republic of Moldova,CAR,BOTHSEX,28074
2010,Republic of Moldova,CAN,FEMALE,2773
2010,Republic of Moldova,DIA,FEMALE,206
2010,Republic of Moldova,CAR,FEMALE,15226
2010,Republic of Moldova,RES,BOTHSEX,1782
2010,Belarus,CAN,BOTHSEX,21201
2010,Belarus,CAR,BOTHSEX,82580
2010,Belarus,RES,BOTHSEX,2761
2010,Belarus,CAR,MALE,38423
2010,Belarus,DIA,MALE,218
2015,Belarus,CAR,MALE,33495
2015,Belarus,CAN,FEMALE,8195
2015,Belarus,CAN,BOTHSEX,18623
2015,Belarus,CAR,BOTHSEX,74998
2010,Republic of Moldova,DIA,BOTHSEX,412
2010,Republic of Moldova,RES,FEMALE,651
2010,Republic of Moldova,CAR,MALE,12848
2010,Republic of Moldova,CAN,MALE,3768
2010,Republic of Moldova,RES,MALE,1131
2010,Republic of Moldova,DIA,MALE,206
2015,Republic of Moldova,CAR,BOTHSEX,26013
2015,Republic of Moldova,DIA,BOTHSEX,466
2015,Republic of Moldova,CAN,BOTHSEX,6975
2019,Georgia,RES,BOTHSEX,1418
2019,Georgia,DIA,BOTHSEX,1916
2019,Georgia,CAR,BOTHSEX,34238
2019,Georgia,CAN,FEMALE,2707
2019,Georgia,DIA,FEMALE,968
2019,Georgia,CAN,BOTHSEX,6312
2019,Georgia,CAR,FEMALE,17701
2019,Georgia,RES,FEMALE,583
2019,Georgia,CAN,MALE,3605
2015,Republic of Moldova,CAR,FEMALE,14336
2015,Republic of Moldova,DIA,FEMALE,260
2015,Republic of Moldova,RES,BOTHSEX,1017
2015,Republic of Moldova,RES,FEMALE,356
2015,Republic of Moldova,CAN,FEMALE,2925
2015,Republic of Moldova,DIA,MALE,206
2015,Republic of Moldova,CAR,MALE,11677
2015,Republic of Moldova,CAN,MALE,4050
2015,Republic of Moldova,RES,MALE,661
2019,Republic of Moldova,CAR,BOTHSEX,23347
2019,Republic of Moldova,CAN,BOTHSEX,6982
2019,Republic of Moldova,RES,BOTHSEX,848
2019,Republic of Moldova,DIA,BOTHSEX,474
2019,Republic of Moldova,DIA,FEMALE,284
2019,Republic of Moldova,RES,MALE,531
2019,Republic of Moldova,RES,FEMALE,317
2019,Republic of Moldova,CAN,FEMALE,2826
2019,Republic of Moldova,CAR,FEMALE,12857
2019,Republic of Moldova,DIA,MALE,190
2019,Republic of Moldova,CAR,MALE,10490
2019,Republic of Moldova,CAN,MALE,4156
2000,Montenegro,CAN,BOTHSEX,960
2000,Montenegro,RES,MALE,42
2000,Montenegro,CAN,MALE,547
2000,Montenegro,CAR,MALE,1547
2000,Montenegro,RES,BOTHSEX,68
2000,Montenegro,DIA,BOTHSEX,153
2019,Georgia,DIA,MALE,948
2019,Georgia,CAR,MALE,16537
2019,Georgia,RES,MALE,835
2000,Germany,CAR,BOTHSEX,383475
2000,Germany,DIA,BOTHSEX,21455
2000,Germany,CAN,BOTHSEX,214834
2000,Germany,RES,BOTHSEX,47983
2000,Germany,CAR,FEMALE,227453
2000,Germany,RES,MALE,24515
2000,Montenegro,CAR,BOTHSEX,3269
2000,Montenegro,CAN,FEMALE,413
2000,Montenegro,RES,FEMALE,26
2000,Montenegro,DIA,FEMALE,86
2000,Montenegro,CAR,FEMALE,1721
2000,Montenegro,DIA,MALE,66
2005,Montenegro,RES,FEMALE,27
2005,Montenegro,CAN,FEMALE,467
2005,Montenegro,DIA,BOTHSEX,176
2000,Germany,DIA,FEMALE,13736
2000,Germany,CAN,FEMALE,103009
2000,Germany,RES,FEMALE,23468
2000,Germany,DIA,MALE,7719
2000,Germany,CAN,MALE,111824
2000,Germany,CAR,MALE,156022
2005,Germany,CAN,BOTHSEX,213423
2005,Germany,DIA,BOTHSEX,24304
2005,Germany,CAR,BOTHSEX,351644
2015,Belarus,DIA,BOTHSEX,435
2015,Belarus,RES,BOTHSEX,2190
2015,Belarus,DIA,MALE,188
2015,Belarus,RES,MALE,1335
2015,Belarus,CAN,MALE,10428
2015,Belarus,RES,FEMALE,854
2015,Belarus,CAR,FEMALE,41503
2015,Belarus,DIA,FEMALE,247
2019,Belarus,DIA,BOTHSEX,462
2005,Montenegro,CAN,MALE,644
2005,Montenegro,DIA,MALE,84
2005,Montenegro,CAR,MALE,1908
2005,Montenegro,CAN,BOTHSEX,1110
2005,Montenegro,CAR,BOTHSEX,3748
2005,Montenegro,RES,BOTHSEX,79
2005,Montenegro,DIA,FEMALE,92
2005,Montenegro,CAR,FEMALE,1840
2005,Montenegro,RES,MALE,52
2010,Montenegro,CAN,FEMALE,509
2010,Montenegro,CAR,FEMALE,2181
2010,Montenegro,DIA,FEMALE,104
2010,Montenegro,CAN,MALE,659
2010,Montenegro,CAR,MALE,1933
2010,Montenegro,RES,BOTHSEX,86
2010,Montenegro,CAN,BOTHSEX,1168
2010,Montenegro,DIA,BOTHSEX,188
2010,Montenegro,CAR,BOTHSEX,4114
2005,Germany,RES,FEMALE,23519
2005,Germany,CAR,MALE,145217
2005,Germany,RES,BOTHSEX,47743
2005,Germany,CAR,FEMALE,206428
2005,Germany,CAN,FEMALE,100221
2005,Germany,DIA,FEMALE,14928
2005,Germany,RES,MALE,24225
2005,Germany,CAN,MALE,113202
2005,Germany,DIA,MALE,9377
2010,Montenegro,RES,FEMALE,31
2010,Montenegro,DIA,MALE,84
2010,Montenegro,RES,MALE,55
2015,Montenegro,CAN,FEMALE,526
2015,Montenegro,DIA,FEMALE,114
2015,Montenegro,RES,FEMALE,34
2015,Montenegro,CAN,MALE,709
2015,Montenegro,CAR,MALE,2194
2015,Montenegro,CAN,BOTHSEX,1234
2010,Germany,RES,BOTHSEX,52094
2010,Germany,CAR,BOTHSEX,337878
2010,Germany,DIA,BOTHSEX,23113
2010,Germany,CAR,MALE,142919
2010,Germany,DIA,MALE,9567
2010,Germany,CAN,MALE,120118
2010,Germany,CAN,BOTHSEX,222009
2010,Germany,CAN,FEMALE,101891
2010,Germany,CAR,FEMALE,194958
2010,Germany,RES,FEMALE,25097
2010,Germany,DIA,FEMALE,13546
2010,Germany,RES,MALE,26997
2015,Germany,CAR,BOTHSEX,354154
2015,Germany,RES,BOTHSEX,60592
2015,Germany,RES,MALE,32327
2015,Germany,CAN,MALE,129027
2015,Germany,DIA,BOTHSEX,25191
2015,Germany,CAR,MALE,158220
2015,Montenegro,RES,BOTHSEX,99
2015,Montenegro,CAR,BOTHSEX,4592
2015,Montenegro,DIA,BOTHSEX,211
2015,Montenegro,RES,MALE,65
2015,Montenegro,DIA,MALE,97
2015,Montenegro,CAR,FEMALE,2398
2019,Montenegro,CAR,BOTHSEX,4631
2019,Montenegro,RES,FEMALE,33
2019,Montenegro,DIA,FEMALE,113
2015,Germany,CAN,BOTHSEX,236136
2015,Germany,CAN,FEMALE,107109
2015,Germany,DIA,FEMALE,13871
2015,Germany,CAR,FEMALE,195934
2015,Germany,RES,FEMALE,28265
2015,Germany,DIA,MALE,11320
2019,Germany,CAR,BOTHSEX,284935
2019,Germany,RES,FEMALE,22227
2019,Germany,CAR,MALE,158252
2005,Austria,CAR,MALE,12908
2005,Austria,CAR,BOTHSEX,32398
2005,Austria,RES,MALE,2067
2005,Austria,DIA,MALE,1583
2005,Austria,CAN,FEMALE,9276
2005,Austria,DIA,BOTHSEX,3778
2005,Austria,DIA,FEMALE,2194
2005,Austria,RES,FEMALE,1926
2005,Austria,CAN,BOTHSEX,19394
2019,Montenegro,CAR,FEMALE,2333
2019,Montenegro,CAN,FEMALE,526
2019,Montenegro,RES,BOTHSEX,100
2019,Montenegro,CAN,BOTHSEX,1266
2019,Montenegro,DIA,BOTHSEX,215
2019,Montenegro,DIA,MALE,102
2019,Montenegro,CAR,MALE,2299
2019,Montenegro,RES,MALE,67
2019,Montenegro,CAN,MALE,740
2019,Germany,DIA,MALE,12258
2019,Germany,CAN,MALE,131080
2019,Germany,RES,MALE,31833
2019,Germany,CAN,BOTHSEX,228811
2019,Germany,RES,BOTHSEX,54060
2019,Germany,DIA,BOTHSEX,22064
2019,Germany,DIA,FEMALE,9806
2019,Germany,CAR,FEMALE,126683
2019,Germany,CAN,FEMALE,97731
2019,Belarus,RES,BOTHSEX,2397
2019,Belarus,CAN,BOTHSEX,18858
2019,Belarus,CAN,MALE,10820
2019,Belarus,RES,MALE,1489
2019,Belarus,CAR,BOTHSEX,73177
2019,Belarus,CAR,MALE,32970
2019,Belarus,RES,FEMALE,907
2019,Belarus,DIA,FEMALE,259
2019,Belarus,CAR,FEMALE,40207
2000,Netherlands,DIA,BOTHSEX,3526
2000,Netherlands,CAN,BOTHSEX,39845
2000,Netherlands,CAR,BOTHSEX,49370
2000,Netherlands,RES,BOTHSEX,10424
2000,Netherlands,RES,MALE,6035
2000,Netherlands,DIA,MALE,1387
2000,Netherlands,CAR,FEMALE,25738
2000,Netherlands,DIA,FEMALE,2140
2000,Netherlands,RES,FEMALE,4389
2000,Netherlands,CAN,FEMALE,17952
2000,Netherlands,CAR,MALE,23632
2000,Netherlands,CAN,MALE,21893
2005,Netherlands,DIA,BOTHSEX,3908
2005,Netherlands,CAN,BOTHSEX,40998
2005,Netherlands,CAR,BOTHSEX,42682
2005,Netherlands,DIA,MALE,1662
2005,Netherlands,CAR,MALE,20372
2005,Netherlands,CAN,MALE,22194
2010,Austria,RES,FEMALE,1889
2005,Poland,CAN,BOTHSEX,96430
2005,Poland,CAN,FEMALE,41479
2005,Poland,CAR,FEMALE,91487
2005,Poland,DIA,FEMALE,3265
2005,Poland,CAR,BOTHSEX,172561
2005,Poland,RES,FEMALE,5692
2005,Poland,DIA,BOTHSEX,5775
2005,Poland,DIA,MALE,2510
2005,Netherlands,RES,BOTHSEX,10393
2005,Netherlands,CAN,FEMALE,18804
2005,Netherlands,DIA,FEMALE,2246
2005,Netherlands,CAR,FEMALE,22310
2005,Netherlands,RES,FEMALE,4675
2005,Netherlands,RES,MALE,5718
2010,Netherlands,DIA,BOTHSEX,3109
2010,Netherlands,RES,BOTHSEX,10000
2010,Netherlands,RES,MALE,5313
2000,Greece,CAR,BOTHSEX,53521
2000,Greece,DIA,BOTHSEX,906
2000,Greece,CAN,BOTHSEX,25459
2000,Greece,DIA,FEMALE,538
2000,Greece,RES,FEMALE,4656
2000,Greece,RES,BOTHSEX,9570
2000,Greece,CAN,FEMALE,9812
2000,Greece,CAR,FEMALE,28303
2000,Greece,CAR,MALE,25218
2019,Belarus,CAN,FEMALE,8037
2019,Belarus,DIA,MALE,203
2019,Switzerland,DIA,MALE,720
2000,Tajikistan,CAR,BOTHSEX,13337
2000,Tajikistan,CAN,BOTHSEX,2349
2000,Tajikistan,DIA,BOTHSEX,531
2000,Tajikistan,RES,BOTHSEX,1404
2000,Tajikistan,CAR,FEMALE,6844
2000,Tajikistan,DIA,FEMALE,257
2010,Netherlands,CAR,MALE,17728
2010,Netherlands,DIA,MALE,1431
2010,Netherlands,CAN,MALE,24125
2010,Netherlands,CAR,BOTHSEX,38039
2010,Netherlands,CAN,BOTHSEX,44051
2010,Netherlands,DIA,FEMALE,1678
2010,Netherlands,CAR,FEMALE,20311
2010,Netherlands,RES,FEMALE,4687
2010,Netherlands,CAN,FEMALE,19926
2015,Netherlands,RES,BOTHSEX,11291
2015,Netherlands,DIA,FEMALE,1587
2015,Netherlands,CAR,MALE,17794
2015,Netherlands,DIA,MALE,1344
2015,Netherlands,CAN,MALE,24714
2015,Netherlands,RES,MALE,5856
2015,Netherlands,DIA,BOTHSEX,2930
2015,Netherlands,CAR,BOTHSEX,38219
2015,Netherlands,CAN,BOTHSEX,45598
2000,Greece,DIA,MALE,369
2000,Greece,CAN,MALE,15648
2000,Greece,RES,MALE,4914
2005,Greece,RES,BOTHSEX,8451
2005,Greece,CAN,BOTHSEX,27811
2005,Greece,CAN,FEMALE,10741
2005,Greece,DIA,FEMALE,599
2005,Greece,CAR,FEMALE,27089
2005,Greece,CAR,BOTHSEX,51192
2015,Netherlands,RES,FEMALE,5435
2015,Netherlands,CAN,FEMALE,20884
2015,Netherlands,CAR,FEMALE,20425
2019,Netherlands,DIA,FEMALE,1415
2019,Netherlands,CAR,FEMALE,18884
2019,Netherlands,CAN,MALE,25762
2019,Netherlands,RES,MALE,5755
2019,Netherlands,CAR,MALE,17557
2019,Netherlands,CAN,BOTHSEX,47144
2000,Tajikistan,RES,FEMALE,723
2000,Tajikistan,CAN,FEMALE,1056
2000,Tajikistan,DIA,MALE,275
2000,Tajikistan,RES,MALE,682
2000,Tajikistan,CAR,MALE,6492
2000,Tajikistan,CAN,MALE,1293
2005,Tajikistan,DIA,BOTHSEX,720
2005,Tajikistan,DIA,FEMALE,357
2005,Tajikistan,RES,FEMALE,725
2005,Greece,RES,FEMALE,4230
2005,Greece,RES,MALE,4221
2005,Greece,CAN,MALE,17070
2005,Greece,DIA,MALE,558
2005,Greece,CAR,MALE,24103
2005,Greece,DIA,BOTHSEX,1157
2010,Greece,CAN,BOTHSEX,29561
2010,Greece,CAR,BOTHSEX,49401
2010,Greece,RES,BOTHSEX,10776
2019,Netherlands,RES,BOTHSEX,11539
2019,Netherlands,CAR,BOTHSEX,36441
2019,Netherlands,DIA,BOTHSEX,2858
2019,Netherlands,RES,FEMALE,5784
2019,Netherlands,CAN,FEMALE,21382
2019,Netherlands,DIA,MALE,1443
2000,Norway,DIA,FEMALE,360
2000,Norway,DIA,MALE,338
2000,Norway,CAR,MALE,8832
2005,Tajikistan,CAN,FEMALE,1215
2005,Tajikistan,RES,MALE,736
2005,Tajikistan,DIA,MALE,363
2005,Tajikistan,CAR,FEMALE,8229
2005,Tajikistan,CAN,MALE,1517
2005,Tajikistan,CAR,MALE,8673
2005,Tajikistan,RES,BOTHSEX,1461
2005,Tajikistan,CAR,BOTHSEX,16902
2005,Tajikistan,CAN,BOTHSEX,2732
2000,Norway,RES,MALE,1413
2000,Norway,CAN,MALE,5838
2000,Norway,CAR,FEMALE,9844
2000,Norway,CAN,FEMALE,5149
2000,Norway,RES,FEMALE,1256
2000,Norway,RES,BOTHSEX,2669
2000,Norway,CAN,BOTHSEX,10987
2000,Norway,CAR,BOTHSEX,18676
2000,Norway,DIA,BOTHSEX,697
2010,Greece,DIA,BOTHSEX,1186
2010,Greece,DIA,MALE,574
2010,Greece,DIA,FEMALE,612
2010,Greece,CAR,FEMALE,26677
2010,Greece,RES,FEMALE,5419
2010,Greece,CAN,FEMALE,11857
2010,Greece,CAR,MALE,22724
2010,Greece,RES,MALE,5357
2010,Greece,CAN,MALE,17704
2005,Norway,CAR,MALE,7043
2005,Norway,DIA,MALE,406
2005,Norway,RES,BOTHSEX,2692
2005,Norway,DIA,BOTHSEX,843
2005,Norway,CAR,BOTHSEX,14927
2005,Norway,CAN,MALE,5916
2005,Norway,RES,MALE,1465
2005,Norway,CAN,BOTHSEX,11128
2005,Norway,RES,FEMALE,1227
2015,Greece,RES,BOTHSEX,11346
2015,Greece,CAN,BOTHSEX,31090
2015,Greece,DIA,BOTHSEX,1871
2015,Greece,DIA,MALE,950
2015,Greece,CAR,MALE,22139
2015,Greece,CAN,MALE,18867
2015,Greece,CAR,BOTHSEX,47434
2015,Greece,DIA,FEMALE,921
2015,Greece,RES,FEMALE,5671
2005,Norway,CAR,FEMALE,7884
2005,Norway,DIA,FEMALE,437
2005,Norway,CAN,FEMALE,5212
2010,Norway,CAR,BOTHSEX,13541
2010,Norway,CAN,BOTHSEX,11508
2010,Norway,DIA,BOTHSEX,750
2010,Norway,CAR,FEMALE,7303
2010,Norway,CAN,FEMALE,5379
2010,Norway,RES,BOTHSEX,2896
2010,Tajikistan,RES,BOTHSEX,1711
2010,Tajikistan,CAR,BOTHSEX,21078
2010,Tajikistan,DIA,BOTHSEX,1019
2010,Tajikistan,CAR,MALE,11398
2010,Tajikistan,CAN,MALE,1715
2010,Tajikistan,DIA,MALE,523
2010,Tajikistan,CAN,BOTHSEX,3069
2010,Tajikistan,DIA,FEMALE,497
2010,Tajikistan,RES,FEMALE,789
2015,Greece,CAN,FEMALE,12224
2015,Greece,CAR,FEMALE,25295
2015,Greece,RES,MALE,5675
2019,Greece,CAN,BOTHSEX,30892
2019,Greece,DIA,BOTHSEX,2178
2019,Greece,RES,MALE,4941
2019,Greece,CAR,MALE,20372
2019,Greece,DIA,MALE,1010
2019,Greece,RES,BOTHSEX,9853
2010,Norway,DIA,FEMALE,375
2010,Norway,RES,FEMALE,1393
2010,Norway,CAN,MALE,6129
2010,Norway,RES,MALE,1503
2010,Norway,CAR,MALE,6238
2010,Norway,DIA,MALE,375
2015,Norway,CAR,BOTHSEX,11882
2015,Norway,CAN,BOTHSEX,11352
2015,Norway,CAN,FEMALE,5190
2015,Norway,RES,BOTHSEX,3116
2015,Norway,DIA,BOTHSEX,641
2015,Norway,CAR,MALE,5543
2015,Norway,CAR,FEMALE,6340
2015,Norway,DIA,FEMALE,301
2015,Norway,RES,FEMALE,1527
2015,Norway,DIA,MALE,340
2015,Norway,RES,MALE,1589
2015,Norway,CAN,MALE,6162
2010,Tajikistan,CAN,FEMALE,1354
2010,Tajikistan,CAR,FEMALE,9680
2010,Tajikistan,RES,MALE,922
2015,Tajikistan,CAN,BOTHSEX,3402
2015,Tajikistan,CAR,BOTHSEX,22515
2015,Tajikistan,RES,MALE,936
2015,Tajikistan,DIA,MALE,775
2015,Tajikistan,DIA,FEMALE,756
2015,Tajikistan,RES,FEMALE,758
2019,Norway,RES,BOTHSEX,3252
2019,Norway,CAN,BOTHSEX,11424
2019,Norway,CAR,BOTHSEX,10327
2019,Norway,DIA,BOTHSEX,684
2019,Norway,CAR,MALE,4923
2019,Norway,DIA,MALE,368
2019,Norway,RES,FEMALE,1553
2019,Norway,DIA,FEMALE,317
2019,Norway,CAN,FEMALE,5272
2005,Poland,CAN,MALE,54951
2005,Poland,CAR,MALE,81074
2005,Poland,RES,MALE,10356
2010,Poland,CAR,BOTHSEX,177077
2010,Poland,CAN,BOTHSEX,98252
2010,Poland,RES,BOTHSEX,17126
2010,Poland,DIA,BOTHSEX,6887
2010,Poland,RES,FEMALE,6434
2010,Poland,DIA,FEMALE,3962
2015,Tajikistan,DIA,BOTHSEX,1531
2015,Tajikistan,RES,BOTHSEX,1695
2015,Tajikistan,CAN,FEMALE,1552
2015,Tajikistan,CAR,FEMALE,10268
2015,Tajikistan,CAR,MALE,12247
2015,Tajikistan,CAN,MALE,1850
