Year,GeoAreaName,Location,Value
2002,Montenegro,URBAN,19.1
2004,Montenegro,URBAN,18.5
2008,Ukraine,URBAN,3.2
2010,Ukraine,URBAN,2.5
2012,Ukraine,URBAN,1.8
2014,Ukraine,URBAN,1.1
2016,Ukraine,URBAN,1.1
2018,Ukraine,URBAN,1.1
2006,Montenegro,URBAN,17.3
2008,Montenegro,URBAN,16.1
2010,Montenegro,URBAN,14.9
2012,Montenegro,URBAN,13.6
2014,Montenegro,URBAN,12.4
2016,Montenegro,URBAN,11.2
2018,Montenegro,URBAN,10.0
2020,Montenegro,URBAN,8.8
2020,Montenegro,URBAN,8.8
